Plot Title: 9811661,,,,,,,,,
#,"Date Time, GMT-05:00","Date Time, GMT-05:00","Abs Pres, Pa (LGR S/N: 9811661, SEN S/N: 9811661)","Temp, °C (LGR S/N: 9811661, SEN S/N: 9811661)","Batt, V (LGR S/N: 9811661, SEN S/N: 9811661)",Coupler Detached (LGR S/N: 9811661),Coupler Attached (LGR S/N: 9811661),Host Connected (LGR S/N: 9811661),End Of File (LGR S/N: 9811661)
1,11/28/2011,16:00:00,4.86657E+13,3.472,3.35,Logged,,,
2,11/28/2011,16:00:20,4.86739E+13,3.472,3.37,,,,
3,11/28/2011,16:00:40,4.86821E+13,3.472,3.37,,,,
4,11/28/2011,16:01:00,4.86821E+13,3.472,3.4,,,,
5,11/28/2011,16:01:20,4.86821E+13,3.472,3.4,,,,
6,11/28/2011,16:01:40,4.86903E+13,3.472,3.4,,,,
7,11/28/2011,16:02:00,4.86821E+13,3.472,3.43,,,,
8,11/28/2011,16:02:20,4.86657E+13,3.472,3.43,,,,
9,11/28/2011,16:02:40,4.86821E+13,3.472,3.43,,,,
10,11/28/2011,16:03:00,4.86821E+13,3.472,3.43,,,,
11,11/28/2011,16:03:20,4.86821E+13,3.472,3.43,,,,
12,11/28/2011,16:03:40,4.86821E+13,3.472,3.43,,,,
13,11/28/2011,16:04:00,4.86903E+13,3.472,3.43,,,,
14,11/28/2011,16:04:20,4.86821E+13,3.472,3.46,,,,
15,11/28/2011,16:04:40,4.86985E+13,3.472,3.46,,,,
16,11/28/2011,16:05:00,4.86821E+13,3.472,3.46,,,,
17,11/28/2011,16:05:20,4.86821E+13,3.472,3.46,,,,
18,11/28/2011,16:05:40,4.86821E+13,3.472,3.46,,,,
19,11/28/2011,16:06:00,4.86821E+13,3.472,3.46,,,,
20,11/28/2011,16:06:20,4.86903E+13,3.472,3.46,,,,
21,11/28/2011,16:06:40,4.86821E+13,3.472,3.46,,,,
22,11/28/2011,16:07:00,4.86821E+13,3.472,3.46,,,,
23,11/28/2011,16:07:20,4.86821E+13,3.472,3.46,,,,
24,11/28/2011,16:07:40,4.86739E+13,3.472,3.46,,,,
25,11/28/2011,16:08:00,4.86821E+13,3.472,3.46,,,,
26,11/28/2011,16:08:20,4.86821E+13,3.472,3.46,,,,
27,11/28/2011,16:08:40,4.86821E+13,3.472,3.46,,,,
28,11/28/2011,16:09:00,4.86821E+13,3.472,3.46,,,,
29,11/28/2011,16:09:20,4.86821E+13,3.472,3.46,,,,
30,11/28/2011,16:09:40,4.86821E+13,3.472,3.46,,,,
31,11/28/2011,16:10:00,4.86821E+13,3.472,3.46,,,,
32,11/28/2011,16:10:20,4.86821E+13,3.472,3.46,,,,
33,11/28/2011,16:10:40,4.86821E+13,3.472,3.46,,,,
34,11/28/2011,16:11:00,4.86821E+13,3.472,3.46,,,,
35,11/28/2011,16:11:20,4.86821E+13,3.472,3.46,,,,
36,11/28/2011,16:11:40,4.86821E+13,3.472,3.46,,,,
37,11/28/2011,16:12:00,4.86821E+13,3.472,3.46,,,,
38,11/28/2011,16:12:20,4.86903E+13,3.472,3.46,,,,
39,11/28/2011,16:12:40,4.86821E+13,3.472,3.46,,,,
40,11/28/2011,16:13:00,4.86821E+13,3.472,3.46,,,,
41,11/28/2011,16:13:20,4.86821E+13,3.472,3.46,,,,
42,11/28/2011,16:13:40,4.86816E+13,3.367,3.46,,,,
43,11/28/2011,16:14:00,4.86816E+13,3.367,3.46,,,,
44,11/28/2011,16:14:20,4.86816E+13,3.367,3.46,,,,
45,11/28/2011,16:14:40,4.86816E+13,3.367,3.46,,,,
46,11/28/2011,16:15:00,4.86734E+13,3.367,3.46,,,,
47,11/28/2011,16:15:20,4.86734E+13,3.367,3.46,,,,
48,11/28/2011,16:15:40,4.86816E+13,3.367,3.46,,,,
49,11/28/2011,16:16:00,4.86816E+13,3.367,3.46,,,,
50,11/28/2011,16:16:20,4.86734E+13,3.367,3.46,,,,
51,11/28/2011,16:16:40,4.86734E+13,3.367,3.46,,,,
52,11/28/2011,16:17:00,4.86816E+13,3.367,3.46,,,,
53,11/28/2011,16:17:20,4.86734E+13,3.367,3.46,,,,
54,11/28/2011,16:17:40,4.86816E+13,3.367,3.46,,,,
55,11/28/2011,16:18:00,4.86816E+13,3.367,3.46,,,,
56,11/28/2011,16:18:20,4.86816E+13,3.367,3.46,,,,
57,11/28/2011,16:18:40,4.86816E+13,3.367,3.46,,,,
58,11/28/2011,16:19:00,4.86898E+13,3.367,3.46,,,,
59,11/28/2011,16:19:20,4.86898E+13,3.367,3.46,,,,
60,11/28/2011,16:19:40,4.86816E+13,3.367,3.46,,,,
61,11/28/2011,16:20:00,4.86816E+13,3.367,3.46,,,,
62,11/28/2011,16:20:20,4.86898E+13,3.367,3.46,,,,
63,11/28/2011,16:20:40,4.86816E+13,3.367,3.46,,,,
64,11/28/2011,16:21:00,4.86816E+13,3.367,3.46,,,,
65,11/28/2011,16:21:20,4.86816E+13,3.367,3.46,,,,
66,11/28/2011,16:21:40,4.86816E+13,3.367,3.46,,,,
67,11/28/2011,16:22:00,4.86898E+13,3.367,3.46,,,,
68,11/28/2011,16:22:20,4.86898E+13,3.367,3.46,,,,
69,11/28/2011,16:22:40,4.86898E+13,3.367,3.46,,,,
70,11/28/2011,16:23:00,4.8698E+13,3.367,3.46,,,,
71,11/28/2011,16:23:20,4.8698E+13,3.367,3.46,,,,
72,11/28/2011,16:23:40,4.86898E+13,3.367,3.46,,,,
73,11/28/2011,16:24:00,4.86898E+13,3.367,3.46,,,,
74,11/28/2011,16:24:20,4.86898E+13,3.367,3.46,,,,
75,11/28/2011,16:24:40,4.86816E+13,3.367,3.46,,,,
76,11/28/2011,16:25:00,4.86816E+13,3.367,3.46,,,,
77,11/28/2011,16:25:20,4.86816E+13,3.367,3.46,,,,
78,11/28/2011,16:25:40,4.86816E+13,3.367,3.46,,,,
79,11/28/2011,16:26:00,4.86816E+13,3.367,3.46,,,,
80,11/28/2011,16:26:20,4.86816E+13,3.367,3.48,,,,
81,11/28/2011,16:26:40,4.86816E+13,3.367,3.46,,,,
82,11/28/2011,16:27:00,4.86816E+13,3.367,3.46,,,,
83,11/28/2011,16:27:20,4.86816E+13,3.367,3.46,,,,
84,11/28/2011,16:27:40,4.86816E+13,3.367,3.46,,,,
85,11/28/2011,16:28:00,4.86816E+13,3.367,3.46,,,,
86,11/28/2011,16:28:20,4.86898E+13,3.367,3.46,,,,
87,11/28/2011,16:28:40,4.86898E+13,3.367,3.46,,,,
88,11/28/2011,16:29:00,4.86811E+13,3.261,3.46,,,,
89,11/28/2011,16:29:20,4.86892E+13,3.261,3.46,,,,
90,11/28/2011,16:29:40,4.86892E+13,3.261,3.46,,,,
91,11/28/2011,16:30:00,4.86892E+13,3.261,3.46,,,,
92,11/28/2011,16:30:20,4.86892E+13,3.261,3.46,,,,
93,11/28/2011,16:30:40,4.86811E+13,3.261,3.46,,,,
94,11/28/2011,16:31:00,4.86892E+13,3.261,3.46,,,,
95,11/28/2011,16:31:20,4.86811E+13,3.261,3.46,,,,
96,11/28/2011,16:31:40,4.86892E+13,3.261,3.46,,,,
97,11/28/2011,16:32:00,4.86974E+13,3.261,3.46,,,,
98,11/28/2011,16:32:20,4.86811E+13,3.261,3.46,,,,
99,11/28/2011,16:32:40,4.86811E+13,3.261,3.46,,,,
100,11/28/2011,16:33:00,4.86892E+13,3.261,3.46,,,,
101,11/28/2011,16:33:20,4.86892E+13,3.261,3.46,,,,
102,11/28/2011,16:33:40,4.86892E+13,3.261,3.46,,,,
103,11/28/2011,16:34:00,4.86892E+13,3.261,3.46,,,,
104,11/28/2011,16:34:20,4.86811E+13,3.261,3.46,,,,
105,11/28/2011,16:34:40,4.86811E+13,3.261,3.46,,,,
106,11/28/2011,16:35:00,4.86811E+13,3.261,3.46,,,,
107,11/28/2011,16:35:20,4.86811E+13,3.261,3.46,,,,
108,11/28/2011,16:35:40,4.86892E+13,3.261,3.46,,,,
109,11/28/2011,16:36:00,4.86892E+13,3.261,3.46,,,,
110,11/28/2011,16:36:20,4.86811E+13,3.261,3.46,,,,
111,11/28/2011,16:36:40,4.86892E+13,3.261,3.46,,,,
112,11/28/2011,16:37:00,4.86811E+13,3.261,3.46,,,,
113,11/28/2011,16:37:20,4.86892E+13,3.261,3.46,,,,
114,11/28/2011,16:37:40,4.86811E+13,3.261,3.46,,,,
115,11/28/2011,16:38:00,4.86892E+13,3.261,3.46,,,,
116,11/28/2011,16:38:20,4.86892E+13,3.261,3.46,,,,
117,11/28/2011,16:38:40,4.86892E+13,3.261,3.46,,,,
118,11/28/2011,16:39:00,4.86892E+13,3.261,3.46,,,,
119,11/28/2011,16:39:20,4.86892E+13,3.261,3.46,,,,
120,11/28/2011,16:39:40,4.86892E+13,3.261,3.46,,,,
121,11/28/2011,16:40:00,4.86811E+13,3.261,3.46,,,,
122,11/28/2011,16:40:20,4.86811E+13,3.261,3.46,,,,
123,11/28/2011,16:40:40,4.86811E+13,3.261,3.46,,,,
124,11/28/2011,16:41:00,4.86811E+13,3.261,3.46,,,,
125,11/28/2011,16:41:20,4.86811E+13,3.261,3.46,,,,
126,11/28/2011,16:41:40,4.86892E+13,3.261,3.46,,,,
127,11/28/2011,16:42:00,4.86811E+13,3.261,3.46,,,,
128,11/28/2011,16:42:20,4.86892E+13,3.261,3.46,,,,
129,11/28/2011,16:42:40,4.86892E+13,3.261,3.46,,,,
130,11/28/2011,16:43:00,4.86974E+13,3.261,3.46,,,,
131,11/28/2011,16:43:20,4.86892E+13,3.261,3.46,,,,
132,11/28/2011,16:43:40,4.86892E+13,3.261,3.46,,,,
133,11/28/2011,16:44:00,4.86892E+13,3.261,3.46,,,,
134,11/28/2011,16:44:20,4.86892E+13,3.261,3.46,,,,
135,11/28/2011,16:44:40,4.86892E+13,3.261,3.46,,,,
136,11/28/2011,16:45:00,4.86811E+13,3.261,3.46,,,,
137,11/28/2011,16:45:20,4.86811E+13,3.261,3.46,,,,
138,11/28/2011,16:45:40,4.86811E+13,3.261,3.46,,,,
139,11/28/2011,16:46:00,4.86811E+13,3.261,3.46,,,,
140,11/28/2011,16:46:20,4.86811E+13,3.261,3.46,,,,
141,11/28/2011,16:46:40,4.86729E+13,3.261,3.46,,,,
142,11/28/2011,16:47:00,4.86811E+13,3.261,3.46,,,,
143,11/28/2011,16:47:20,4.86892E+13,3.261,3.46,,,,
144,11/28/2011,16:47:40,4.86811E+13,3.261,3.46,,,,
145,11/28/2011,16:48:00,4.86805E+13,3.155,3.46,,,,
146,11/28/2011,16:48:20,4.86892E+13,3.261,3.46,,,,
147,11/28/2011,16:48:40,4.86805E+13,3.155,3.46,,,,
148,11/28/2011,16:49:00,4.86887E+13,3.155,3.46,,,,
149,11/28/2011,16:49:20,4.86887E+13,3.155,3.46,,,,
150,11/28/2011,16:49:40,4.86887E+13,3.155,3.46,,,,
151,11/28/2011,16:50:00,4.86805E+13,3.155,3.46,,,,
152,11/28/2011,16:50:20,4.86887E+13,3.155,3.46,,,,
153,11/28/2011,16:50:40,4.86887E+13,3.155,3.46,,,,
154,11/28/2011,16:51:00,4.86887E+13,3.155,3.46,,,,
155,11/28/2011,16:51:20,4.86887E+13,3.155,3.46,,,,
156,11/28/2011,16:51:40,4.86969E+13,3.155,3.46,,,,
157,11/28/2011,16:52:00,4.86887E+13,3.155,3.46,,,,
158,11/28/2011,16:52:20,4.86887E+13,3.155,3.46,,,,
159,11/28/2011,16:52:40,4.86969E+13,3.155,3.46,,,,
160,11/28/2011,16:53:00,4.86805E+13,3.155,3.46,,,,
161,11/28/2011,16:53:20,4.86887E+13,3.155,3.46,,,,
162,11/28/2011,16:53:40,4.86805E+13,3.155,3.46,,,,
163,11/28/2011,16:54:00,4.86887E+13,3.155,3.46,,,,
164,11/28/2011,16:54:20,4.86887E+13,3.155,3.46,,,,
165,11/28/2011,16:54:40,4.86887E+13,3.155,3.46,,,,
166,11/28/2011,16:55:00,4.86887E+13,3.155,3.46,,,,
167,11/28/2011,16:55:20,4.86887E+13,3.155,3.46,,,,
168,11/28/2011,16:55:40,4.86887E+13,3.155,3.46,,,,
169,11/28/2011,16:56:00,4.86969E+13,3.155,3.46,,,,
170,11/28/2011,16:56:20,4.86887E+13,3.155,3.46,,,,
171,11/28/2011,16:56:40,4.86887E+13,3.155,3.46,,,,
172,11/28/2011,16:57:00,4.86887E+13,3.155,3.46,,,,
173,11/28/2011,16:57:20,4.86887E+13,3.155,3.46,,,,
174,11/28/2011,16:57:40,4.86887E+13,3.155,3.46,,,,
175,11/28/2011,16:58:00,4.86969E+13,3.155,3.46,,,,
176,11/28/2011,16:58:20,4.86887E+13,3.155,3.46,,,,
177,11/28/2011,16:58:40,4.86969E+13,3.155,3.46,,,,
178,11/28/2011,16:59:00,4.86969E+13,3.155,3.46,,,,
179,11/28/2011,16:59:20,4.86887E+13,3.155,3.46,,,,
180,11/28/2011,16:59:40,4.86887E+13,3.155,3.46,,,,
181,11/28/2011,17:00:00,4.86887E+13,3.155,3.46,,,,
182,11/28/2011,17:00:20,4.86969E+13,3.155,3.46,,,,
183,11/28/2011,17:00:40,4.86969E+13,3.155,3.46,,,,
184,11/28/2011,17:01:00,4.86887E+13,3.155,3.46,,,,
185,11/28/2011,17:01:20,4.86969E+13,3.155,3.46,,,,
186,11/28/2011,17:01:40,4.87051E+13,3.155,3.46,,,,
187,11/28/2011,17:02:00,4.86969E+13,3.155,3.46,,,,
188,11/28/2011,17:02:20,4.86969E+13,3.155,3.46,,,,
189,11/28/2011,17:02:40,4.86969E+13,3.155,3.46,,,,
190,11/28/2011,17:03:00,4.86969E+13,3.155,3.46,,,,
191,11/28/2011,17:03:20,4.86969E+13,3.155,3.46,,,,
192,11/28/2011,17:03:40,4.86887E+13,3.155,3.46,,,,
193,11/28/2011,17:04:00,4.86887E+13,3.155,3.46,,,,
194,11/28/2011,17:04:20,4.86969E+13,3.155,3.46,,,,
195,11/28/2011,17:04:40,4.86969E+13,3.155,3.46,,,,
196,11/28/2011,17:05:00,4.86969E+13,3.155,3.46,,,,
197,11/28/2011,17:05:20,4.86969E+13,3.155,3.46,,,,
198,11/28/2011,17:05:40,4.86887E+13,3.155,3.46,,,,
199,11/28/2011,17:06:00,4.86969E+13,3.155,3.46,,,,
200,11/28/2011,17:06:20,4.86887E+13,3.155,3.46,,,,
201,11/28/2011,17:06:40,4.86887E+13,3.155,3.46,,,,
202,11/28/2011,17:07:00,4.86887E+13,3.155,3.46,,,,
203,11/28/2011,17:07:20,4.86969E+13,3.155,3.46,,,,
204,11/28/2011,17:07:40,4.86969E+13,3.155,3.46,,,,
205,11/28/2011,17:08:00,4.86969E+13,3.155,3.46,,,,
206,11/28/2011,17:08:20,4.86969E+13,3.155,3.46,,,,
207,11/28/2011,17:08:40,4.86887E+13,3.155,3.46,,,,
208,11/28/2011,17:09:00,4.86969E+13,3.155,3.46,,,,
209,11/28/2011,17:09:20,4.86887E+13,3.155,3.46,,,,
210,11/28/2011,17:09:40,4.86887E+13,3.155,3.46,,,,
211,11/28/2011,17:10:00,4.86887E+13,3.155,3.46,,,,
212,11/28/2011,17:10:20,4.86887E+13,3.155,3.46,,,,
213,11/28/2011,17:10:40,4.86887E+13,3.155,3.46,,,,
214,11/28/2011,17:11:00,4.86887E+13,3.155,3.46,,,,
215,11/28/2011,17:11:20,4.86887E+13,3.155,3.46,,,,
216,11/28/2011,17:11:40,4.86969E+13,3.155,3.46,,,,
217,11/28/2011,17:12:00,4.86887E+13,3.155,3.46,,,,
218,11/28/2011,17:12:20,4.86805E+13,3.155,3.46,,,,
219,11/28/2011,17:12:40,4.86969E+13,3.155,3.46,,,,
220,11/28/2011,17:13:00,4.86882E+13,3.049,3.46,,,,
221,11/28/2011,17:13:20,4.86882E+13,3.049,3.46,,,,
222,11/28/2011,17:13:40,4.86882E+13,3.049,3.46,,,,
223,11/28/2011,17:14:00,4.86882E+13,3.049,3.46,,,,
224,11/28/2011,17:14:20,4.86882E+13,3.049,3.46,,,,
225,11/28/2011,17:14:40,4.86964E+13,3.049,3.46,,,,
226,11/28/2011,17:15:00,4.86964E+13,3.049,3.46,,,,
227,11/28/2011,17:15:20,4.86964E+13,3.049,3.46,,,,
228,11/28/2011,17:15:40,4.86882E+13,3.049,3.46,,,,
229,11/28/2011,17:16:00,4.86964E+13,3.049,3.46,,,,
230,11/28/2011,17:16:20,4.86964E+13,3.049,3.46,,,,
231,11/28/2011,17:16:40,4.86964E+13,3.049,3.46,,,,
232,11/28/2011,17:17:00,4.86882E+13,3.049,3.46,,,,
233,11/28/2011,17:17:20,4.86964E+13,3.049,3.46,,,,
234,11/28/2011,17:17:40,4.86882E+13,3.049,3.46,,,,
235,11/28/2011,17:18:00,4.868E+13,3.049,3.46,,,,
236,11/28/2011,17:18:20,4.86882E+13,3.049,3.46,,,,
237,11/28/2011,17:18:40,4.86882E+13,3.049,3.46,,,,
238,11/28/2011,17:19:00,4.86882E+13,3.049,3.46,,,,
239,11/28/2011,17:19:20,4.86964E+13,3.049,3.46,,,,
240,11/28/2011,17:19:40,4.86882E+13,3.049,3.46,,,,
241,11/28/2011,17:20:00,4.86882E+13,3.049,3.46,,,,
242,11/28/2011,17:20:20,4.86964E+13,3.049,3.46,,,,
243,11/28/2011,17:20:40,4.86964E+13,3.049,3.46,,,,
244,11/28/2011,17:21:00,4.86964E+13,3.049,3.46,,,,
245,11/28/2011,17:21:20,4.86964E+13,3.049,3.46,,,,
246,11/28/2011,17:21:40,4.86964E+13,3.049,3.46,,,,
247,11/28/2011,17:22:00,4.86964E+13,3.049,3.46,,,,
248,11/28/2011,17:22:20,4.86882E+13,3.049,3.46,,,,
249,11/28/2011,17:22:40,4.86882E+13,3.049,3.46,,,,
250,11/28/2011,17:23:00,4.868E+13,3.049,3.46,,,,
251,11/28/2011,17:23:20,4.86882E+13,3.049,3.46,,,,
252,11/28/2011,17:23:40,4.868E+13,3.049,3.46,,,,
253,11/28/2011,17:24:00,4.868E+13,3.049,3.46,,,,
254,11/28/2011,17:24:20,4.868E+13,3.049,3.46,,,,
255,11/28/2011,17:24:40,4.86882E+13,3.049,3.46,,,,
256,11/28/2011,17:25:00,4.86882E+13,3.049,3.46,,,,
257,11/28/2011,17:25:20,4.86882E+13,3.049,3.46,,,,
258,11/28/2011,17:25:40,4.868E+13,3.049,3.46,,,,
259,11/28/2011,17:26:00,4.86882E+13,3.049,3.46,,,,
260,11/28/2011,17:26:20,4.86882E+13,3.049,3.46,,,,
261,11/28/2011,17:26:40,4.86882E+13,3.049,3.46,,,,
262,11/28/2011,17:27:00,4.86882E+13,3.049,3.46,,,,
263,11/28/2011,17:27:20,4.86882E+13,3.049,3.46,,,,
264,11/28/2011,17:27:40,4.86882E+13,3.049,3.46,,,,
265,11/28/2011,17:28:00,4.86882E+13,3.049,3.46,,,,
266,11/28/2011,17:28:20,4.868E+13,3.049,3.46,,,,
267,11/28/2011,17:28:40,4.86882E+13,3.049,3.46,,,,
268,11/28/2011,17:29:00,4.86964E+13,3.049,3.46,,,,
269,11/28/2011,17:29:20,4.86964E+13,3.049,3.46,,,,
270,11/28/2011,17:29:40,4.86882E+13,3.049,3.46,,,,
271,11/28/2011,17:30:00,4.868E+13,3.049,3.46,,,,
272,11/28/2011,17:30:20,4.868E+13,3.049,3.46,,,,
273,11/28/2011,17:30:40,4.868E+13,3.049,3.46,,,,
274,11/28/2011,17:31:00,4.868E+13,3.049,3.46,,,,
275,11/28/2011,17:31:20,4.868E+13,3.049,3.46,,,,
276,11/28/2011,17:31:40,4.868E+13,3.049,3.46,,,,
277,11/28/2011,17:32:00,4.86882E+13,3.049,3.46,,,,
278,11/28/2011,17:32:20,4.868E+13,3.049,3.46,,,,
279,11/28/2011,17:32:40,4.86882E+13,3.049,3.46,,,,
280,11/28/2011,17:33:00,4.86964E+13,3.049,3.46,,,,
281,11/28/2011,17:33:20,4.86964E+13,3.049,3.46,,,,
282,11/28/2011,17:33:40,4.86882E+13,3.049,3.46,,,,
283,11/28/2011,17:34:00,4.86882E+13,3.049,3.46,,,,
284,11/28/2011,17:34:20,4.86882E+13,3.049,3.46,,,,
285,11/28/2011,17:34:40,4.868E+13,3.049,3.46,,,,
286,11/28/2011,17:35:00,4.86882E+13,3.049,3.46,,,,
287,11/28/2011,17:35:20,4.86882E+13,3.049,3.46,,,,
288,11/28/2011,17:35:40,4.868E+13,3.049,3.46,,,,
289,11/28/2011,17:36:00,4.86882E+13,3.049,3.46,,,,
290,11/28/2011,17:36:20,4.86882E+13,3.049,3.46,,,,
291,11/28/2011,17:36:40,4.868E+13,3.049,3.46,,,,
292,11/28/2011,17:37:00,4.86882E+13,3.049,3.46,,,,
293,11/28/2011,17:37:20,4.86882E+13,3.049,3.46,,,,
294,11/28/2011,17:37:40,4.86882E+13,3.049,3.46,,,,
295,11/28/2011,17:38:00,4.86882E+13,3.049,3.46,,,,
296,11/28/2011,17:38:20,4.86882E+13,3.049,3.46,,,,
297,11/28/2011,17:38:40,4.868E+13,3.049,3.46,,,,
298,11/28/2011,17:39:00,4.86882E+13,3.049,3.46,,,,
299,11/28/2011,17:39:20,4.86882E+13,3.049,3.46,,,,
300,11/28/2011,17:39:40,4.86882E+13,3.049,3.46,,,,
301,11/28/2011,17:40:00,4.86964E+13,3.049,3.46,,,,
302,11/28/2011,17:40:20,4.86882E+13,3.049,3.46,,,,
303,11/28/2011,17:40:40,4.86882E+13,3.049,3.46,,,,
304,11/28/2011,17:41:00,4.86882E+13,3.049,3.46,,,,
305,11/28/2011,17:41:20,4.868E+13,3.049,3.46,,,,
306,11/28/2011,17:41:40,4.868E+13,3.049,3.46,,,,
307,11/28/2011,17:42:00,4.86882E+13,3.049,3.46,,,,
308,11/28/2011,17:42:20,4.86882E+13,3.049,3.46,,,,
309,11/28/2011,17:42:40,4.86964E+13,3.049,3.46,,,,
310,11/28/2011,17:43:00,4.86882E+13,3.049,3.46,,,,
311,11/28/2011,17:43:20,4.86882E+13,3.049,3.46,,,,
312,11/28/2011,17:43:40,4.86882E+13,3.049,3.46,,,,
313,11/28/2011,17:44:00,4.86964E+13,3.049,3.46,,,,
314,11/28/2011,17:44:20,4.86882E+13,3.049,3.46,,,,
315,11/28/2011,17:44:40,4.86882E+13,3.049,3.46,,,,
316,11/28/2011,17:45:00,4.86882E+13,3.049,3.46,,,,
317,11/28/2011,17:45:20,4.86882E+13,3.049,3.46,,,,
318,11/28/2011,17:45:40,4.868E+13,3.049,3.46,,,,
319,11/28/2011,17:46:00,4.86882E+13,3.049,3.46,,,,
320,11/28/2011,17:46:20,4.86882E+13,3.049,3.46,,,,
321,11/28/2011,17:46:40,4.86964E+13,3.049,3.46,,,,
322,11/28/2011,17:47:00,4.86882E+13,3.049,3.46,,,,
323,11/28/2011,17:47:20,4.86882E+13,3.049,3.46,,,,
324,11/28/2011,17:47:40,4.86882E+13,3.049,3.46,,,,
325,11/28/2011,17:48:00,4.86882E+13,3.049,3.46,,,,
326,11/28/2011,17:48:20,4.86795E+13,2.943,3.46,,,,
327,11/28/2011,17:48:40,4.86877E+13,2.943,3.46,,,,
328,11/28/2011,17:49:00,4.86877E+13,2.943,3.46,,,,
329,11/28/2011,17:49:20,4.86877E+13,2.943,3.46,,,,
330,11/28/2011,17:49:40,4.86959E+13,2.943,3.46,,,,
331,11/28/2011,17:50:00,4.86877E+13,2.943,3.46,,,,
332,11/28/2011,17:50:20,4.86877E+13,2.943,3.46,,,,
333,11/28/2011,17:50:40,4.86959E+13,2.943,3.46,,,,
334,11/28/2011,17:51:00,4.86877E+13,2.943,3.46,,,,
335,11/28/2011,17:51:20,4.86877E+13,2.943,3.46,,,,
336,11/28/2011,17:51:40,4.86959E+13,2.943,3.46,,,,
337,11/28/2011,17:52:00,4.86877E+13,2.943,3.46,,,,
338,11/28/2011,17:52:20,4.86877E+13,2.943,3.46,,,,
339,11/28/2011,17:52:40,4.86877E+13,2.943,3.46,,,,
340,11/28/2011,17:53:00,4.86877E+13,2.943,3.46,,,,
341,11/28/2011,17:53:20,4.86877E+13,2.943,3.46,,,,
342,11/28/2011,17:53:40,4.86959E+13,2.943,3.46,,,,
343,11/28/2011,17:54:00,4.86877E+13,2.943,3.46,,,,
344,11/28/2011,17:54:20,4.86877E+13,2.943,3.46,,,,
345,11/28/2011,17:54:40,4.86877E+13,2.943,3.46,,,,
346,11/28/2011,17:55:00,4.86877E+13,2.943,3.46,,,,
347,11/28/2011,17:55:20,4.86795E+13,2.943,3.46,,,,
348,11/28/2011,17:55:40,4.86877E+13,2.943,3.46,,,,
349,11/28/2011,17:56:00,4.86795E+13,2.943,3.46,,,,
350,11/28/2011,17:56:20,4.86795E+13,2.943,3.46,,,,
351,11/28/2011,17:56:40,4.86795E+13,2.943,3.46,,,,
352,11/28/2011,17:57:00,4.86877E+13,2.943,3.46,,,,
353,11/28/2011,17:57:20,4.86877E+13,2.943,3.46,,,,
354,11/28/2011,17:57:40,4.86795E+13,2.943,3.46,,,,
355,11/28/2011,17:58:00,4.86877E+13,2.943,3.46,,,,
356,11/28/2011,17:58:20,4.86877E+13,2.943,3.46,,,,
357,11/28/2011,17:58:40,4.86877E+13,2.943,3.46,,,,
358,11/28/2011,17:59:00,4.86959E+13,2.943,3.46,,,,
359,11/28/2011,17:59:20,4.86877E+13,2.943,3.46,,,,
360,11/28/2011,17:59:40,4.86877E+13,2.943,3.46,,,,
361,11/28/2011,18:00:00,4.86877E+13,2.943,3.46,,,,
362,11/28/2011,18:00:20,4.86877E+13,2.943,3.46,,,,
363,11/28/2011,18:00:40,4.86795E+13,2.943,3.46,,,,
364,11/28/2011,18:01:00,4.86959E+13,2.943,3.46,,,,
365,11/28/2011,18:01:20,4.86877E+13,2.943,3.46,,,,
366,11/28/2011,18:01:40,4.86877E+13,2.943,3.46,,,,
367,11/28/2011,18:02:00,4.86959E+13,2.943,3.46,,,,
368,11/28/2011,18:02:20,4.86959E+13,2.943,3.46,,,,
369,11/28/2011,18:02:40,4.86877E+13,2.943,3.46,,,,
370,11/28/2011,18:03:00,4.86877E+13,2.943,3.46,,,,
371,11/28/2011,18:03:20,4.86877E+13,2.943,3.46,,,,
372,11/28/2011,18:03:40,4.86959E+13,2.943,3.46,,,,
373,11/28/2011,18:04:00,4.86795E+13,2.943,3.46,,,,
374,11/28/2011,18:04:20,4.86877E+13,2.943,3.46,,,,
375,11/28/2011,18:04:40,4.86877E+13,2.943,3.46,,,,
376,11/28/2011,18:05:00,4.86877E+13,2.943,3.46,,,,
377,11/28/2011,18:05:20,4.86877E+13,2.943,3.46,,,,
378,11/28/2011,18:05:40,4.86877E+13,2.943,3.46,,,,
379,11/28/2011,18:06:00,4.86877E+13,2.943,3.46,,,,
380,11/28/2011,18:06:20,4.86959E+13,2.943,3.46,,,,
381,11/28/2011,18:06:40,4.86959E+13,2.943,3.46,,,,
382,11/28/2011,18:07:00,4.86959E+13,2.943,3.46,,,,
383,11/28/2011,18:07:20,4.86959E+13,2.943,3.46,,,,
384,11/28/2011,18:07:40,4.86959E+13,2.943,3.46,,,,
385,11/28/2011,18:08:00,4.86877E+13,2.943,3.46,,,,
386,11/28/2011,18:08:20,4.86959E+13,2.943,3.46,,,,
387,11/28/2011,18:08:40,4.86877E+13,2.943,3.46,,,,
388,11/28/2011,18:09:00,4.86877E+13,2.943,3.46,,,,
389,11/28/2011,18:09:20,4.86877E+13,2.943,3.46,,,,
390,11/28/2011,18:09:40,4.86877E+13,2.943,3.46,,,,
391,11/28/2011,18:10:00,4.86959E+13,2.943,3.46,,,,
392,11/28/2011,18:10:20,4.86877E+13,2.943,3.46,,,,
393,11/28/2011,18:10:40,4.86877E+13,2.943,3.46,,,,
394,11/28/2011,18:11:00,4.86795E+13,2.943,3.46,,,,
