"Plot Title: UpJaramillo1"
"#","Date Time, GMT+00:00","Abs Pres, Pa (LGR S/N: 1059642, SEN S/N: 1059642)","Temp, °C (LGR S/N: 1059642, SEN S/N: 1059642)","Coupler Detached (LGR S/N: 1059642)","Coupler Attached (LGR S/N: 1059642)","Stopped (LGR S/N: 1059642)","End Of File (LGR S/N: 1059642)"
172,10/17/11 12:30:00 PM,73489,8.779,,,,
173,10/17/11 01:00:00 PM,73475,8.779,,,,
174,10/17/11 01:30:00 PM,73462,8.779,,,,
175,10/17/11 02:00:00 PM,73434,8.779,,,,
176,10/17/11 02:30:00 PM,73462,8.779,,,,
177,10/17/11 03:00:00 PM,73489,8.779,,,,
178,10/17/11 03:30:00 PM,73462,8.779,,,,
179,10/17/11 04:00:00 PM,73462,8.779,,,,
180,10/17/11 04:30:00 PM,73462,8.779,,,,
181,10/17/11 05:00:00 PM,73448,8.779,,,,
182,10/17/11 05:30:00 PM,73462,8.779,,,,
183,10/17/11 06:00:00 PM,73434,8.779,,,,
184,10/17/11 06:30:00 PM,73448,8.879,,,,
185,10/17/11 07:00:00 PM,73434,8.879,,,,
186,10/17/11 07:30:00 PM,73461,8.879,,,,
187,10/17/11 08:00:00 PM,73475,8.879,,,,
188,10/17/11 08:30:00 PM,73503,8.879,,,,
189,10/17/11 09:00:00 PM,73503,8.879,,,,
190,10/17/11 09:30:00 PM,73571,8.879,,,,
191,10/17/11 10:00:00 PM,73571,8.879,,,,
192,10/17/11 10:30:00 PM,73598,8.978,,,,
193,10/17/11 11:00:00 PM,73612,8.978,,,,
194,10/17/11 11:30:00 PM,73639,8.978,,,,
195,10/18/11 12:00:00 AM,73653,8.978,,,,
196,10/18/11 12:30:00 AM,73667,8.978,,,,
197,10/18/11 01:00:00 AM,73694,8.978,,,,
198,10/18/11 01:30:00 AM,73708,8.978,,,,
199,10/18/11 02:00:00 AM,73735,8.978,,,,
200,10/18/11 02:30:00 AM,73749,8.978,,,,
201,10/18/11 03:00:00 AM,73749,8.879,,,,
202,10/18/11 03:30:00 AM,73777,8.879,,,,
203,10/18/11 04:00:00 AM,73791,8.879,,,,
204,10/18/11 04:30:00 AM,73818,8.879,,,,
205,10/18/11 05:00:00 AM,73791,8.879,,,,
206,10/18/11 05:30:00 AM,73777,8.879,,,,
207,10/18/11 06:00:00 AM,73749,8.879,,,,
208,10/18/11 06:30:00 AM,73749,8.879,,,,
209,10/18/11 07:00:00 AM,73736,8.779,,,,
210,10/18/11 07:30:00 AM,73736,8.779,,,,
211,10/18/11 08:00:00 AM,73750,8.779,,,,
212,10/18/11 08:30:00 AM,73736,8.779,,,,
213,10/18/11 09:00:00 AM,73695,8.779,,,,
214,10/18/11 09:30:00 AM,73681,8.779,,,,
215,10/18/11 10:00:00 AM,73695,8.779,,,,
216,10/18/11 10:30:00 AM,73709,8.779,,,,
217,10/18/11 11:00:00 AM,73723,8.680,,,,
218,10/18/11 11:30:00 AM,73736,8.680,,,,
219,10/18/11 12:00:00 PM,73750,8.680,,,,
220,10/18/11 12:30:00 PM,73750,8.680,,,,
221,10/18/11 01:00:00 PM,73778,8.680,,,,
222,10/18/11 01:30:00 PM,73791,8.680,,,,
223,10/18/11 02:00:00 PM,73805,8.680,,,,
224,10/18/11 02:30:00 PM,73819,8.581,,,,
225,10/18/11 03:00:00 PM,73847,8.581,,,,
226,10/18/11 03:30:00 PM,73860,8.581,,,,
227,10/18/11 04:00:00 PM,73847,8.581,,,,
228,10/18/11 04:30:00 PM,73860,8.581,,,,
229,10/18/11 05:00:00 PM,73860,8.581,,,,
230,10/18/11 05:30:00 PM,73874,8.680,,,,
231,10/18/11 06:00:00 PM,73874,8.680,,,,
232,10/18/11 06:30:00 PM,73860,8.680,,,,
233,10/18/11 07:00:00 PM,73819,8.680,,,,
234,10/18/11 07:30:00 PM,73791,8.680,,,,
235,10/18/11 08:00:00 PM,73805,8.680,,,,
236,10/18/11 08:30:00 PM,73777,8.779,,,,
237,10/18/11 09:00:00 PM,73777,8.779,,,,
238,10/18/11 09:30:00 PM,73763,8.779,,,,
239,10/18/11 10:00:00 PM,73763,8.779,,,,
240,10/18/11 10:30:00 PM,73763,8.779,,,,
241,10/18/11 11:00:00 PM,73777,8.779,,,,
242,10/18/11 11:30:00 PM,73777,8.779,,,,
243,10/19/11 12:00:00 AM,73791,8.779,,,,
244,10/19/11 12:30:00 AM,73805,8.779,,,,
245,10/19/11 01:00:00 AM,73805,8.779,,,,
246,10/19/11 01:30:00 AM,73846,8.779,,,,
247,10/19/11 02:00:00 AM,73859,8.779,,,,
248,10/19/11 02:30:00 AM,73887,8.779,,,,
249,10/19/11 03:00:00 AM,73901,8.779,,,,
250,10/19/11 03:30:00 AM,73914,8.779,,,,
251,10/19/11 04:00:00 AM,73914,8.779,,,,
252,10/19/11 04:30:00 AM,73887,8.680,,,,
253,10/19/11 05:00:00 AM,73887,8.680,,,,
254,10/19/11 05:30:00 AM,73874,8.680,,,,
255,10/19/11 06:00:00 AM,73860,8.680,,,,
256,10/19/11 06:30:00 AM,73860,8.680,,,,
257,10/19/11 07:00:00 AM,73846,8.680,,,,
258,10/19/11 07:30:00 AM,73805,8.680,,,,
259,10/19/11 08:00:00 AM,73805,8.581,,,,
260,10/19/11 08:30:00 AM,73792,8.581,,,,
261,10/19/11 09:00:00 AM,73764,8.581,,,,
262,10/19/11 09:30:00 AM,73764,8.581,,,,
263,10/19/11 10:00:00 AM,73737,8.581,,,,
264,10/19/11 10:30:00 AM,73737,8.581,,,,
265,10/19/11 11:00:00 AM,73723,8.581,,,,
266,10/19/11 11:30:00 AM,73724,8.481,,,,
267,10/19/11 12:00:00 PM,73710,8.481,,,,
268,10/19/11 12:30:00 PM,73696,8.481,,,,
269,10/19/11 01:00:00 PM,73696,8.481,,,,
270,10/19/11 01:30:00 PM,73710,8.481,,,,
271,10/19/11 02:00:00 PM,73737,8.481,,,,
272,10/19/11 02:30:00 PM,73751,8.481,,,,
273,10/19/11 03:00:00 PM,73765,8.481,,,,
274,10/19/11 03:30:00 PM,73737,8.481,,,,
275,10/19/11 04:00:00 PM,73724,8.481,,,,
276,10/19/11 04:30:00 PM,73710,8.481,,,,
277,10/19/11 05:00:00 PM,73710,8.481,,,,
278,10/19/11 05:30:00 PM,73682,8.481,,,,
279,10/19/11 06:00:00 PM,73655,8.481,,,,
280,10/19/11 06:30:00 PM,73641,8.481,,,,
281,10/19/11 07:00:00 PM,73600,8.481,,,,
282,10/19/11 07:30:00 PM,73559,8.481,,,,
283,10/19/11 08:00:00 PM,73531,8.581,,,,
284,10/19/11 08:30:00 PM,73517,8.581,,,,
285,10/19/11 09:00:00 PM,73490,8.581,,,,
286,10/19/11 09:30:00 PM,73476,8.581,,,,
287,10/19/11 10:00:00 PM,73476,8.581,,,,
288,10/19/11 10:30:00 PM,73463,8.581,,,,
289,10/19/11 11:00:00 PM,73462,8.680,,,,
290,10/19/11 11:30:00 PM,73448,8.680,,,,
291,10/20/11 12:00:00 AM,73435,8.680,,,,
292,10/20/11 12:30:00 AM,73462,8.680,,,,
293,10/20/11 01:00:00 AM,73490,8.680,,,,
294,10/20/11 01:30:00 AM,73503,8.680,,,,
295,10/20/11 02:00:00 AM,73490,8.680,,,,
296,10/20/11 02:30:00 AM,73490,8.581,,,,
297,10/20/11 03:00:00 AM,73504,8.581,,,,
298,10/20/11 03:30:00 AM,73531,8.581,,,,
299,10/20/11 04:00:00 AM,73504,8.581,,,,
300,10/20/11 04:30:00 AM,73517,8.581,,,,
301,10/20/11 05:00:00 AM,73517,8.581,,,,
302,10/20/11 05:30:00 AM,73517,8.581,,,,
303,10/20/11 06:00:00 AM,73490,8.581,,,,
304,10/20/11 06:30:00 AM,73477,8.481,,,,
305,10/20/11 07:00:00 AM,73477,8.481,,,,
306,10/20/11 07:30:00 AM,73463,8.481,,,,
307,10/20/11 08:00:00 AM,73449,8.481,,,,
308,10/20/11 08:30:00 AM,73436,8.481,,,,
309,10/20/11 09:00:00 AM,73422,8.481,,,,
310,10/20/11 09:30:00 AM,73394,8.481,,,,
311,10/20/11 10:00:00 AM,73394,8.481,,,,
312,10/20/11 10:30:00 AM,73394,8.481,,,,
313,10/20/11 11:00:00 AM,73422,8.481,,,,
314,10/20/11 11:30:00 AM,73449,8.481,,,,
315,10/20/11 12:00:00 PM,73463,8.481,,,,
316,10/20/11 12:30:00 PM,73463,8.481,,,,
317,10/20/11 01:00:00 PM,73477,8.382,,,,
318,10/20/11 01:30:00 PM,73518,8.382,,,,
319,10/20/11 02:00:00 PM,73546,8.382,,,,
320,10/20/11 02:30:00 PM,73587,8.382,,,,
321,10/20/11 03:00:00 PM,73601,8.382,,,,
322,10/20/11 03:30:00 PM,73614,8.382,,,,
323,10/20/11 04:00:00 PM,73642,8.382,,,,
324,10/20/11 04:30:00 PM,73642,8.382,,,,
325,10/20/11 05:00:00 PM,73655,8.382,,,,
326,10/20/11 05:30:00 PM,73642,8.382,,,,
327,10/20/11 06:00:00 PM,73642,8.382,,,,
328,10/20/11 06:30:00 PM,73628,8.382,,,,
329,10/20/11 07:00:00 PM,73586,8.481,,,,
330,10/20/11 07:30:00 PM,73600,8.481,,,,
331,10/20/11 08:00:00 PM,73586,8.481,,,,
332,10/20/11 08:30:00 PM,73586,8.481,,,,
333,10/20/11 09:00:00 PM,73573,8.481,,,,
334,10/20/11 09:30:00 PM,73586,8.581,,,,
335,10/20/11 10:00:00 PM,73613,8.581,,,,
336,10/20/11 10:30:00 PM,73627,8.581,,,,
337,10/20/11 11:00:00 PM,73613,8.581,,,,
338,10/20/11 11:30:00 PM,73641,8.581,,,,
339,10/21/11 12:00:00 AM,73655,8.581,,,,
340,10/21/11 12:30:00 AM,73682,8.581,,,,
341,10/21/11 01:00:00 AM,73723,8.581,,,,
342,10/21/11 01:30:00 AM,73737,8.581,,,,
343,10/21/11 02:00:00 AM,73764,8.581,,,,
344,10/21/11 02:30:00 AM,73764,8.581,,,,
345,10/21/11 03:00:00 AM,73778,8.581,,,,
346,10/21/11 03:30:00 AM,73806,8.481,,,,
347,10/21/11 04:00:00 AM,73847,8.481,,,,
348,10/21/11 04:30:00 AM,73847,8.481,,,,
349,10/21/11 05:00:00 AM,73847,8.481,,,,
350,10/21/11 05:30:00 AM,73847,8.481,,,,
351,10/21/11 06:00:00 AM,73833,8.481,,,,
352,10/21/11 06:30:00 AM,73833,8.481,,,,
353,10/21/11 07:00:00 AM,73833,8.481,,,,
354,10/21/11 07:30:00 AM,73833,8.481,,,,
355,10/21/11 08:00:00 AM,73847,8.382,,,,
356,10/21/11 08:30:00 AM,73834,8.382,,,,
357,10/21/11 09:00:00 AM,73847,8.382,,,,
358,10/21/11 09:30:00 AM,73834,8.382,,,,
359,10/21/11 10:00:00 AM,73820,8.382,,,,
360,10/21/11 10:30:00 AM,73834,8.382,,,,
361,10/21/11 11:00:00 AM,73834,8.382,,,,
362,10/21/11 11:30:00 AM,73848,8.282,,,,
363,10/21/11 12:00:00 PM,73848,8.282,,,,
364,10/21/11 12:30:00 PM,73848,8.282,,,,
365,10/21/11 01:00:00 PM,73875,8.282,,,,
366,10/21/11 01:30:00 PM,73889,8.282,,,,
367,10/21/11 02:00:00 PM,73930,8.282,,,,
368,10/21/11 02:30:00 PM,73944,8.282,,,,
369,10/21/11 03:00:00 PM,73916,8.282,,,,
370,10/21/11 03:30:00 PM,73930,8.282,,,,
371,10/21/11 04:00:00 PM,73957,8.282,,,,
372,10/21/11 04:30:00 PM,73944,8.282,,,,
373,10/21/11 05:00:00 PM,73944,8.282,,,,
374,10/21/11 05:30:00 PM,73930,8.282,,,,
375,10/21/11 06:00:00 PM,73944,8.282,,,,
376,10/21/11 06:30:00 PM,73916,8.282,,,,
377,10/21/11 07:00:00 PM,73888,8.382,,,,
378,10/21/11 07:30:00 PM,73861,8.382,,,,
379,10/21/11 08:00:00 PM,73834,8.382,,,,
380,10/21/11 08:30:00 PM,73847,8.382,,,,
381,10/21/11 09:00:00 PM,73820,8.382,,,,
382,10/21/11 09:30:00 PM,73820,8.382,,,,
383,10/21/11 10:00:00 PM,73806,8.481,,,,
384,10/21/11 10:30:00 PM,73806,8.481,,,,
385,10/21/11 11:00:00 PM,73820,8.481,,,,
386,10/21/11 11:30:00 PM,73806,8.481,,,,
387,10/22/11 12:00:00 AM,73833,8.481,,,,
388,10/22/11 12:30:00 AM,73861,8.481,,,,
389,10/22/11 01:00:00 AM,73874,8.481,,,,
390,10/22/11 01:30:00 AM,73888,8.481,,,,
391,10/22/11 02:00:00 AM,73888,8.481,,,,
392,10/22/11 02:30:00 AM,73902,8.481,,,,
393,10/22/11 03:00:00 AM,73902,8.481,,,,
394,10/22/11 03:30:00 AM,73916,8.481,,,,
395,10/22/11 04:00:00 AM,73930,8.382,,,,
396,10/22/11 04:30:00 AM,73916,8.382,,,,
397,10/22/11 05:00:00 AM,73916,8.382,,,,
398,10/22/11 05:30:00 AM,73916,8.382,,,,
399,10/22/11 06:00:00 AM,73875,8.382,,,,
400,10/22/11 06:30:00 AM,73875,8.382,,,,
401,10/22/11 07:00:00 AM,73861,8.382,,,,
402,10/22/11 07:30:00 AM,73834,8.382,,,,
403,10/22/11 08:00:00 AM,73820,8.382,,,,
404,10/22/11 08:30:00 AM,73820,8.382,,,,
405,10/22/11 09:00:00 AM,73820,8.282,,,,
406,10/22/11 09:30:00 AM,73807,8.282,,,,
407,10/22/11 10:00:00 AM,73807,8.282,,,,
408,10/22/11 10:30:00 AM,73820,8.282,,,,
409,10/22/11 11:00:00 AM,73807,8.282,,,,
410,10/22/11 11:30:00 AM,73820,8.282,,,,
411,10/22/11 12:00:00 PM,73834,8.282,,,,
412,10/22/11 12:30:00 PM,73861,8.282,,,,
413,10/22/11 01:00:00 PM,73862,8.182,,,,
414,10/22/11 01:30:00 PM,73862,8.182,,,,
415,10/22/11 02:00:00 PM,73862,8.182,,,,
416,10/22/11 02:30:00 PM,73876,8.182,,,,
417,10/22/11 03:00:00 PM,73876,8.182,,,,
418,10/22/11 03:30:00 PM,73903,8.182,,,,
419,10/22/11 04:00:00 PM,73876,8.182,,,,
420,10/22/11 04:30:00 PM,73876,8.182,,,,
421,10/22/11 05:00:00 PM,73876,8.182,,,,
422,10/22/11 05:30:00 PM,73876,8.182,,,,
423,10/22/11 06:00:00 PM,73862,8.182,,,,
424,10/22/11 06:30:00 PM,73848,8.282,,,,
425,10/22/11 07:00:00 PM,73807,8.282,,,,
426,10/22/11 07:30:00 PM,73793,8.282,,,,
427,10/22/11 08:00:00 PM,73779,8.282,,,,
428,10/22/11 08:30:00 PM,73765,8.282,,,,
429,10/22/11 09:00:00 PM,73779,8.382,,,,
430,10/22/11 09:30:00 PM,73779,8.382,,,,
431,10/22/11 10:00:00 PM,73779,8.382,,,,
432,10/22/11 10:30:00 PM,73765,8.382,,,,
433,10/22/11 11:00:00 PM,73751,8.382,,,,
434,10/22/11 11:30:00 PM,73793,8.382,,,,
435,10/23/11 12:00:00 AM,73793,8.382,,,,
436,10/23/11 12:30:00 AM,73820,8.382,,,,
437,10/23/11 01:00:00 AM,73861,8.382,,,,
438,10/23/11 01:30:00 AM,73888,8.382,,,,
439,10/23/11 02:00:00 AM,73902,8.382,,,,
440,10/23/11 02:30:00 AM,73902,8.382,,,,
441,10/23/11 03:00:00 AM,73916,8.382,,,,
442,10/23/11 03:30:00 AM,73902,8.382,,,,
443,10/23/11 04:00:00 AM,73902,8.382,,,,
444,10/23/11 04:30:00 AM,73930,8.382,,,,
445,10/23/11 05:00:00 AM,73916,8.382,,,,
446,10/23/11 05:30:00 AM,73903,8.282,,,,
447,10/23/11 06:00:00 AM,73889,8.282,,,,
448,10/23/11 06:30:00 AM,73903,8.282,,,,
449,10/23/11 07:00:00 AM,73889,8.282,,,,
450,10/23/11 07:30:00 AM,73875,8.282,,,,
451,10/23/11 08:00:00 AM,73861,8.282,,,,
452,10/23/11 08:30:00 AM,73848,8.282,,,,
453,10/23/11 09:00:00 AM,73848,8.282,,,,
454,10/23/11 09:30:00 AM,73848,8.282,,,,
455,10/23/11 10:00:00 AM,73821,8.182,,,,
456,10/23/11 10:30:00 AM,73834,8.182,,,,
457,10/23/11 11:00:00 AM,73834,8.182,,,,
458,10/23/11 11:30:00 AM,73821,8.182,,,,
459,10/23/11 12:00:00 PM,73848,8.182,,,,
460,10/23/11 12:30:00 PM,73848,8.182,,,,
461,10/23/11 01:00:00 PM,73848,8.182,,,,
462,10/23/11 01:30:00 PM,73862,8.182,,,,
463,10/23/11 02:00:00 PM,73876,8.082,,,,
464,10/23/11 02:30:00 PM,73917,8.082,,,,
465,10/23/11 03:00:00 PM,73931,8.082,,,,
466,10/23/11 03:30:00 PM,73931,8.082,,,,
467,10/23/11 04:00:00 PM,73931,8.082,,,,
468,10/23/11 04:30:00 PM,73931,8.082,,,,
469,10/23/11 05:00:00 PM,73931,8.082,,,,
470,10/23/11 05:30:00 PM,73945,8.082,,,,
471,10/23/11 06:00:00 PM,73930,8.182,,,,
472,10/23/11 06:30:00 PM,73903,8.182,,,,
473,10/23/11 07:00:00 PM,73876,8.182,,,,
474,10/23/11 07:30:00 PM,73862,8.182,,,,
475,10/23/11 08:00:00 PM,73848,8.282,,,,
476,10/23/11 08:30:00 PM,73834,8.282,,,,
477,10/23/11 09:00:00 PM,73834,8.282,,,,
478,10/23/11 09:30:00 PM,73834,8.282,,,,
479,10/23/11 10:00:00 PM,73820,8.282,,,,
480,10/23/11 10:30:00 PM,73834,8.282,,,,
481,10/23/11 11:00:00 PM,73834,8.282,,,,
482,10/23/11 11:30:00 PM,73834,8.382,,,,
483,10/24/11 12:00:00 AM,73861,8.382,,,,
484,10/24/11 12:30:00 AM,73875,8.382,,,,
485,10/24/11 01:00:00 AM,73916,8.382,,,,
486,10/24/11 01:30:00 AM,73930,8.382,,,,
487,10/24/11 02:00:00 AM,73984,8.382,,,,
