"Plot Title: UpJaramillo1"
"#","Date Time, GMT+00:00","Abs Pres, Pa (LGR S/N: 1059642, SEN S/N: 1059642)","Temp, °C (LGR S/N: 1059642, SEN S/N: 1059642)","Coupler Detached (LGR S/N: 1059642)","Coupler Attached (LGR S/N: 1059642)","Stopped (LGR S/N: 1059642)","End Of File (LGR S/N: 1059642)"
707,05/24/12 02:30:00 PM,80027,22.525,,,,
708,05/24/12 03:00:00 PM,80068,22.525,,,,
709,05/24/12 03:30:00 PM,80068,22.717,,,,
710,05/24/12 04:00:00 PM,80094,23.100,,,,
711,05/24/12 04:30:00 PM,80107,23.484,,,,
712,05/24/12 05:00:00 PM,80106,23.773,,,,
713,05/24/12 05:30:00 PM,80147,24.062,,,,
714,05/24/12 06:00:00 PM,80146,24.255,,,,
715,05/24/12 06:30:00 PM,80173,24.448,,,,
716,05/24/12 07:00:00 PM,80131,24.738,,,,
717,05/24/12 07:30:00 PM,80076,24.931,,,,
718,05/24/12 08:00:00 PM,80103,25.125,,,,
719,05/24/12 08:30:00 PM,80047,25.416,,,,
720,05/24/12 09:00:00 PM,80019,25.610,,,,
721,05/24/12 09:30:00 PM,79977,25.805,,,,
722,05/24/12 10:00:00 PM,79949,26.000,,,,
723,05/24/12 10:30:00 PM,79935,26.195,,,,
724,05/24/12 11:00:00 PM,79934,26.292,,,,
725,05/24/12 11:30:00 PM,79865,26.488,,,,
726,05/25/12 12:00:00 AM,79878,26.585,,,,
727,05/25/12 12:30:00 AM,79837,26.683,,,,
728,05/25/12 01:00:00 AM,79850,26.781,,,,
729,05/25/12 01:30:00 AM,79878,26.781,,,,
730,05/25/12 02:00:00 AM,79878,26.781,,,,
731,05/25/12 02:30:00 AM,79920,26.683,,,,
732,05/25/12 03:00:00 AM,79934,26.585,,,,
733,05/25/12 03:30:00 AM,79934,26.390,,,,
734,05/25/12 04:00:00 AM,79990,26.195,,,,
735,05/25/12 04:30:00 AM,80032,25.902,,,,
736,05/25/12 05:00:00 AM,80060,25.610,,,,
737,05/25/12 05:30:00 AM,80088,25.319,,,,
738,05/25/12 06:00:00 AM,80089,25.028,,,,
739,05/25/12 06:30:00 AM,80104,24.738,,,,
740,05/25/12 07:00:00 AM,80105,24.448,,,,
741,05/25/12 07:30:00 AM,80105,24.158,,,,
742,05/25/12 08:00:00 AM,80120,23.773,,,,
743,05/25/12 08:30:00 AM,80148,23.484,,,,
744,05/25/12 09:00:00 AM,80177,23.196,,,,
745,05/25/12 09:30:00 AM,80177,22.908,,,,
746,05/25/12 10:00:00 AM,80206,22.525,,,,
747,05/25/12 10:30:00 AM,80207,22.238,,,,
748,05/25/12 11:00:00 AM,80235,21.951,,,,
749,05/25/12 11:30:00 AM,80250,21.569,,,,
750,05/25/12 12:00:00 PM,80264,21.282,,,,
751,05/25/12 12:30:00 PM,80279,20.996,,,,
752,05/25/12 01:00:00 PM,80307,20.710,,,,
753,05/25/12 01:30:00 PM,80321,20.519,,,,
754,05/25/12 02:00:00 PM,80335,20.424,,,,
755,05/25/12 02:30:00 PM,80335,20.424,,,,
756,05/25/12 03:00:00 PM,80335,20.424,,,,
757,05/25/12 03:30:00 PM,80335,20.615,,,,
758,05/25/12 04:00:00 PM,80362,20.901,,,,
759,05/25/12 04:30:00 PM,80347,21.282,,,,
760,05/25/12 05:00:00 PM,80332,21.664,,,,
761,05/25/12 05:30:00 PM,80330,22.429,,,,
762,05/25/12 06:00:00 PM,80315,23.100,,,,
763,05/25/12 06:30:00 PM,80313,23.581,,,,
764,05/25/12 07:00:00 PM,80271,23.966,,,,
765,05/25/12 07:30:00 PM,80256,24.351,,,,
766,05/25/12 08:00:00 PM,80214,24.738,,,,
767,05/25/12 08:30:00 PM,80185,25.222,,,,
768,05/25/12 09:00:00 PM,80156,25.708,,,,
769,05/25/12 09:30:00 PM,80128,26.097,,,,
770,05/25/12 10:00:00 PM,80113,26.585,,,,
771,05/25/12 10:30:00 PM,80112,26.977,,,,
772,05/25/12 11:00:00 PM,80125,27.370,,,,
773,05/25/12 11:30:00 PM,80096,27.764,,,,
774,05/26/12 12:00:00 AM,80082,27.961,,,,
775,05/26/12 12:30:00 AM,80095,28.060,,,,
776,05/26/12 01:00:00 AM,80137,28.060,,,,
777,05/26/12 01:30:00 AM,80164,28.060,,,,
778,05/26/12 02:00:00 AM,80206,27.862,,,,
779,05/26/12 02:30:00 AM,80234,27.764,,,,
780,05/26/12 03:00:00 AM,80234,27.567,,,,
781,05/26/12 03:30:00 AM,80276,27.370,,,,
782,05/26/12 04:00:00 AM,80346,27.075,,,,
783,05/26/12 04:30:00 AM,80374,26.879,,,,
784,05/26/12 05:00:00 AM,80402,26.683,,,,
785,05/26/12 05:30:00 AM,80431,26.292,,,,
786,05/26/12 06:00:00 AM,80445,25.902,,,,
787,05/26/12 06:30:00 AM,80446,25.513,,,,
788,05/26/12 07:00:00 AM,80434,25.125,,,,
789,05/26/12 07:30:00 AM,80462,24.641,,,,
790,05/26/12 08:00:00 AM,80463,24.255,,,,
791,05/26/12 08:30:00 AM,80464,23.869,,,,
792,05/26/12 09:00:00 AM,80438,23.484,,,,
793,05/26/12 09:30:00 AM,80411,23.100,,,,
794,05/26/12 10:00:00 AM,80439,22.812,,,,
795,05/26/12 10:30:00 AM,80468,22.429,,,,
796,05/26/12 11:00:00 AM,80482,22.142,,,,
797,05/26/12 11:30:00 AM,80483,21.855,,,,
798,05/26/12 12:00:00 PM,80511,21.569,,,,
799,05/26/12 12:30:00 PM,80526,21.282,,,,
800,05/26/12 01:00:00 PM,80540,21.091,,,,
801,05/26/12 01:30:00 PM,80541,20.901,,,,
802,05/26/12 02:00:00 PM,80527,20.901,,,,
803,05/26/12 02:30:00 PM,80513,21.091,,,,
804,05/26/12 03:00:00 PM,80498,21.282,,,,
805,05/26/12 03:30:00 PM,80498,21.473,,,,
806,05/26/12 04:00:00 PM,80497,21.760,,,,
807,05/26/12 04:30:00 PM,80441,22.046,,,,
808,05/26/12 05:00:00 PM,80413,22.333,,,,
809,05/26/12 05:30:00 PM,80399,22.621,,,,
810,05/26/12 06:00:00 PM,80356,23.004,,,,
811,05/26/12 06:30:00 PM,80341,23.388,,,,
812,05/26/12 07:00:00 PM,80299,23.773,,,,
813,05/26/12 07:30:00 PM,80271,24.062,,,,
814,05/26/12 08:00:00 PM,80229,24.448,,,,
815,05/26/12 08:30:00 PM,80200,24.835,,,,
816,05/26/12 09:00:00 PM,80158,25.222,,,,
817,05/26/12 09:30:00 PM,80129,25.610,,,,
818,05/26/12 10:00:00 PM,80101,26.000,,,,
819,05/26/12 10:30:00 PM,80113,26.390,,,,
820,05/26/12 11:00:00 PM,80126,26.683,,,,
821,05/26/12 11:30:00 PM,80098,26.879,,,,
822,05/27/12 12:00:00 AM,80098,27.075,,,,
823,05/27/12 12:30:00 AM,80084,27.173,,,,
824,05/27/12 01:00:00 AM,80111,27.173,,,,
825,05/27/12 01:30:00 AM,80139,27.075,,,,
826,05/27/12 02:00:00 AM,80208,26.977,,,,
827,05/27/12 02:30:00 AM,80305,26.879,,,,
828,05/27/12 03:00:00 AM,80347,26.683,,,,
829,05/27/12 03:30:00 AM,80430,26.390,,,,
830,05/27/12 04:00:00 AM,80486,26.195,,,,
831,05/27/12 04:30:00 AM,80528,25.805,,,,
832,05/27/12 05:00:00 AM,80570,25.513,,,,
833,05/27/12 05:30:00 AM,80599,25.222,,,,
834,05/27/12 06:00:00 AM,80586,24.835,,,,
835,05/27/12 06:30:00 AM,80614,24.448,,,,
836,05/27/12 07:00:00 AM,80602,23.966,,,,
837,05/27/12 07:30:00 AM,80603,23.484,,,,
838,05/27/12 08:00:00 AM,80563,23.100,,,,
839,05/27/12 08:30:00 AM,80605,22.621,,,,
840,05/27/12 09:00:00 AM,80593,22.142,,,,
841,05/27/12 09:30:00 AM,80579,21.855,,,,
842,05/27/12 10:00:00 AM,80594,21.569,,,,
843,05/27/12 10:30:00 AM,80595,21.282,,,,
844,05/27/12 11:00:00 AM,80595,20.996,,,,
845,05/27/12 11:30:00 AM,80624,20.710,,,,
846,05/27/12 12:00:00 PM,80652,20.329,,,,
847,05/27/12 12:30:00 PM,80667,19.948,,,,
848,05/27/12 01:00:00 PM,80695,19.567,,,,
849,05/27/12 01:30:00 PM,80710,19.282,,,,
850,05/27/12 02:00:00 PM,80710,19.092,,,,
851,05/27/12 02:30:00 PM,80724,18.996,,,,
852,05/27/12 03:00:00 PM,80697,18.996,,,,
853,05/27/12 03:30:00 PM,80710,19.092,,,,
854,05/27/12 04:00:00 PM,80682,19.187,,,,
855,05/27/12 04:30:00 PM,80682,19.377,,,,
856,05/27/12 05:00:00 PM,80723,19.472,,,,
857,05/27/12 05:30:00 PM,80723,19.662,,,,
858,05/27/12 06:00:00 PM,80708,19.853,,,,
859,05/27/12 06:30:00 PM,80722,20.043,,,,
860,05/27/12 07:00:00 PM,80693,20.329,,,,
861,05/27/12 07:30:00 PM,80693,20.519,,,,
862,05/27/12 08:00:00 PM,80665,20.710,,,,
863,05/27/12 08:30:00 PM,80678,20.996,,,,
864,05/27/12 09:00:00 PM,80650,21.187,,,,
865,05/27/12 09:30:00 PM,80622,21.473,,,,
866,05/27/12 10:00:00 PM,80635,21.664,,,,
867,05/27/12 10:30:00 PM,80621,21.951,,,,
868,05/27/12 11:00:00 PM,80634,22.142,,,,
869,05/27/12 11:30:00 PM,80647,22.333,,,,
870,05/28/12 12:00:00 AM,80633,22.525,,,,
871,05/28/12 12:30:00 AM,80646,22.812,,,,
872,05/28/12 01:00:00 AM,80660,22.908,,,,
873,05/28/12 01:30:00 AM,80673,23.004,,,,
874,05/28/12 02:00:00 AM,80701,22.908,,,,
875,05/28/12 02:30:00 AM,80729,22.812,,,,
876,05/28/12 03:00:00 AM,80770,22.621,,,,
877,05/28/12 03:30:00 AM,80785,22.429,,,,
878,05/28/12 04:00:00 AM,80841,22.142,,,,
879,05/28/12 04:30:00 AM,80869,21.760,,,,
880,05/28/12 05:00:00 AM,80856,21.378,,,,
881,05/28/12 05:30:00 AM,80857,20.996,,,,
882,05/28/12 06:00:00 AM,80858,20.615,,,,
883,05/28/12 06:30:00 AM,80859,20.234,,,,
884,05/28/12 07:00:00 AM,80860,19.853,,,,
885,05/28/12 07:30:00 AM,80875,19.472,,,,
886,05/28/12 08:00:00 AM,80834,19.092,,,,
887,05/28/12 08:30:00 AM,80821,18.711,,,,
888,05/28/12 09:00:00 AM,80822,18.331,,,,
889,05/28/12 09:30:00 AM,80837,17.950,,,,
890,05/28/12 10:00:00 AM,80824,17.665,,,,
891,05/28/12 10:30:00 AM,80852,17.379,,,,
892,05/28/12 11:00:00 AM,80880,17.189,,,,
893,05/28/12 11:30:00 AM,80908,17.094,,,,
894,05/28/12 12:00:00 PM,80922,16.808,,,,
895,05/28/12 12:30:00 PM,80950,16.618,,,,
896,05/28/12 01:00:00 PM,80978,16.332,,,,
897,05/28/12 01:30:00 PM,80992,16.332,,,,
898,05/28/12 02:00:00 PM,80992,16.332,,,,
899,05/28/12 02:30:00 PM,81019,16.427,,,,
900,05/28/12 03:00:00 PM,81019,16.618,,,,
901,05/28/12 03:30:00 PM,80991,16.808,,,,
902,05/28/12 04:00:00 PM,80963,17.094,,,,
903,05/28/12 04:30:00 PM,80976,17.379,,,,
904,05/28/12 05:00:00 PM,80989,17.760,,,,
905,05/28/12 05:30:00 PM,80933,18.045,,,,
906,05/28/12 06:00:00 PM,80932,18.426,,,,
907,05/28/12 06:30:00 PM,80904,18.806,,,,
908,05/28/12 07:00:00 PM,80861,19.282,,,,
909,05/28/12 07:30:00 PM,80819,19.662,,,,
910,05/28/12 08:00:00 PM,80818,20.043,,,,
911,05/28/12 08:30:00 PM,80803,20.519,,,,
912,05/28/12 09:00:00 PM,80816,20.901,,,,
913,05/28/12 09:30:00 PM,80829,21.282,,,,
914,05/28/12 10:00:00 PM,80800,21.664,,,,
915,05/28/12 10:30:00 PM,80786,22.046,,,,
916,05/28/12 11:00:00 PM,80771,22.429,,,,
917,05/28/12 11:30:00 PM,80770,22.717,,,,
918,05/29/12 12:00:00 AM,80756,23.004,,,,
919,05/29/12 12:30:00 AM,80769,23.292,,,,
920,05/29/12 01:00:00 AM,80755,23.484,,,,
921,05/29/12 01:30:00 AM,80768,23.581,,,,
922,05/29/12 02:00:00 AM,80796,23.581,,,,
923,05/29/12 02:30:00 AM,80824,23.484,,,,
924,05/29/12 03:00:00 AM,80852,23.292,,,,
925,05/29/12 03:30:00 AM,80880,23.100,,,,
926,05/29/12 04:00:00 AM,80922,22.812,,,,
927,05/29/12 04:30:00 AM,80950,22.525,,,,
928,05/29/12 05:00:00 AM,80951,22.238,,,,
929,05/29/12 05:30:00 AM,80938,21.855,,,,
930,05/29/12 06:00:00 AM,80980,21.569,,,,
931,05/29/12 06:30:00 AM,80994,21.187,,,,
932,05/29/12 07:00:00 AM,80967,20.901,,,,
933,05/29/12 07:30:00 AM,80968,20.519,,,,
934,05/29/12 08:00:00 AM,80955,20.234,,,,
935,05/29/12 08:30:00 AM,80942,19.853,,,,
936,05/29/12 09:00:00 AM,80943,19.472,,,,
937,05/29/12 09:30:00 AM,80944,19.092,,,,
938,05/29/12 10:00:00 AM,80945,18.806,,,,
939,05/29/12 10:30:00 AM,80973,18.426,,,,
940,05/29/12 11:00:00 AM,80960,18.140,,,,
941,05/29/12 11:30:00 AM,80961,17.855,,,,
942,05/29/12 12:00:00 PM,81003,17.570,,,,
943,05/29/12 12:30:00 PM,81017,17.284,,,,
944,05/29/12 01:00:00 PM,81045,17.094,,,,
945,05/29/12 01:30:00 PM,81059,16.999,,,,
946,05/29/12 02:00:00 PM,81073,16.999,,,,
947,05/29/12 02:30:00 PM,81087,17.094,,,,
948,05/29/12 03:00:00 PM,81086,17.379,,,,
949,05/29/12 03:30:00 PM,81072,17.665,,,,
950,05/29/12 04:00:00 PM,81057,18.045,,,,
951,05/29/12 04:30:00 PM,81056,18.426,,,,
952,05/29/12 05:00:00 PM,81055,18.806,,,,
953,05/29/12 05:30:00 PM,81054,19.377,,,,
954,05/29/12 06:00:00 PM,81025,20.043,,,,
955,05/29/12 06:30:00 PM,81009,20.615,,,,
956,05/29/12 07:00:00 PM,80967,21.187,,,,
957,05/29/12 07:30:00 PM,80938,21.760,,,,
958,05/29/12 08:00:00 PM,80909,22.238,,,,
959,05/29/12 08:30:00 PM,80880,22.717,,,,
960,05/29/12 09:00:00 PM,80880,23.100,,,,
961,05/29/12 09:30:00 PM,80838,23.388,,,,
962,05/29/12 10:00:00 PM,80810,23.581,,,,
963,05/29/12 10:30:00 PM,80767,23.869,,,,
964,05/29/12 11:00:00 PM,80753,24.062,,,,
965,05/29/12 11:30:00 PM,80725,24.351,,,,
966,05/30/12 12:00:00 AM,80683,24.641,,,,
967,05/30/12 12:30:00 AM,80682,24.931,,,,
968,05/30/12 01:00:00 AM,80709,25.222,,,,
969,05/30/12 01:30:00 AM,80709,25.222,,,,
970,05/30/12 02:00:00 AM,80750,25.222,,,,
971,05/30/12 02:30:00 AM,80778,25.222,,,,
972,05/30/12 03:00:00 AM,80806,25.028,,,,
973,05/30/12 03:30:00 AM,80834,24.835,,,,
974,05/30/12 04:00:00 AM,80862,24.641,,,,
975,05/30/12 04:30:00 AM,80891,24.255,,,,
976,05/30/12 05:00:00 AM,80877,23.966,,,,
977,05/30/12 05:30:00 AM,80851,23.677,,,,
978,05/30/12 06:00:00 AM,80838,23.388,,,,
979,05/30/12 06:30:00 AM,80852,23.004,,,,
980,05/30/12 07:00:00 AM,80839,22.717,,,,
981,05/30/12 07:30:00 AM,80799,22.333,,,,
982,05/30/12 08:00:00 AM,80841,22.046,,,,
983,05/30/12 08:30:00 AM,80841,21.760,,,,
984,05/30/12 09:00:00 AM,80870,21.473,,,,
985,05/30/12 09:30:00 AM,80884,21.187,,,,
986,05/30/12 10:00:00 AM,80899,20.805,,,,
987,05/30/12 10:30:00 AM,80913,20.519,,,,
988,05/30/12 11:00:00 AM,80928,20.234,,,,
989,05/30/12 11:30:00 AM,80901,19.948,,,,
990,05/30/12 12:00:00 PM,80902,19.662,,,,
991,05/30/12 12:30:00 PM,80902,19.377,,,,
992,05/30/12 01:00:00 PM,80889,19.092,,,,
993,05/30/12 01:30:00 PM,80890,18.901,,,,
994,05/30/12 02:00:00 PM,80890,18.806,,,,
995,05/30/12 02:30:00 PM,80862,18.806,,,,
996,05/30/12 03:00:00 PM,80821,18.996,,,,
997,05/30/12 03:30:00 PM,80820,19.282,,,,
998,05/30/12 04:00:00 PM,80778,19.662,,,,
999,05/30/12 04:30:00 PM,80791,20.043,,,,
1000,05/30/12 05:00:00 PM,80776,20.424,,,,
1001,05/30/12 05:30:00 PM,80775,20.901,,,,
1002,05/30/12 06:00:00 PM,80774,21.378,,,,
1003,05/30/12 06:30:00 PM,80759,21.760,,,,
1004,05/30/12 07:00:00 PM,80744,22.333,,,,
1005,05/30/12 07:10:56 PM,,,,Logged,,
1006,05/30/12 07:10:58 PM,,,Logged,,,
1007,05/30/12 07:11:01 PM,,,,Logged,,
1008,05/30/12 07:11:08 PM,,,,,Logged,Logged
