Plot Title: 1153413,,,,,,,,,
#,"Date Time, GMT-07:00","Date Time, GMT-07:00","Abs Pres, Pa (LGR S/N: 1153413, SEN S/N: 1153413)","Temp, °C (LGR S/N: 1153413, SEN S/N: 1153413)","Batt, V (LGR S/N: 1153413, SEN S/N: 1153413)",Coupler Detached (LGR S/N: 1153413),Coupler Attached (LGR S/N: 1153413),Stopped (LGR S/N: 1153413),End Of File (LGR S/N: 1153413)
1,9/27/2011,13:30:00,76641,10.748,3.48,Logged,,,
2,9/27/2011,14:00:00,76657,10.748,3.48,,,,
3,9/27/2011,14:30:00,76657,10.748,3.48,,,,
4,9/27/2011,15:00:00,76625,10.846,3.48,,,,
5,9/27/2011,15:30:00,76592,10.846,3.48,,,,
6,9/27/2011,16:00:00,76592,10.944,3.48,,,,
7,9/27/2011,16:30:00,76576,11.041,3.48,,,,
8,9/27/2011,17:00:00,76592,11.041,3.48,,,,
9,9/27/2011,17:30:00,76625,11.139,3.48,,,,
10,9/27/2011,18:00:00,76658,11.139,3.48,,,,
11,9/27/2011,18:30:00,76707,11.139,3.48,,,,
12,9/27/2011,19:00:00,76691,11.236,3.48,,,,
13,9/27/2011,19:30:00,76707,11.236,3.48,,,,
14,9/27/2011,20:00:00,76723,11.236,3.48,,,,
15,9/27/2011,20:30:00,76755,11.139,3.48,,,,
16,9/27/2011,21:00:00,76739,11.139,3.48,,,,
17,9/27/2011,21:30:00,76707,11.139,3.48,,,,
18,9/27/2011,22:00:00,76755,11.139,3.48,,,,
19,9/27/2011,22:30:00,76755,11.041,3.48,,,,
20,9/27/2011,23:00:00,76755,11.041,3.48,,,,
21,9/27/2011,23:30:00,76739,10.944,3.48,,,,
22,9/28/2011,0:00:00,76722,10.846,3.48,,,,
23,9/28/2011,0:30:00,76706,10.846,3.48,,,,
24,9/28/2011,1:00:00,76706,10.748,3.48,,,,
25,9/28/2011,1:30:00,76706,10.651,3.48,,,,
26,9/28/2011,2:00:00,76689,10.553,3.48,,,,
27,9/28/2011,2:30:00,76656,10.455,3.48,,,,
28,9/28/2011,3:00:00,76656,10.455,3.48,,,,
29,9/28/2011,3:30:00,76672,10.357,3.48,,,,
30,9/28/2011,4:00:00,76640,10.357,3.48,,,,
31,9/28/2011,4:30:00,76640,10.259,3.48,,,,
32,9/28/2011,5:00:00,76656,10.161,3.48,,,,
33,9/28/2011,5:30:00,76672,10.161,3.48,,,,
34,9/28/2011,6:00:00,76688,10.063,3.48,,,,
35,9/28/2011,6:30:00,76688,9.965,3.48,,,,
36,9/28/2011,7:00:00,76688,9.965,3.48,,,,
37,9/28/2011,7:30:00,76704,9.866,3.48,,,,
38,9/28/2011,8:00:00,76688,9.866,3.48,,,,
39,9/28/2011,8:30:00,76720,9.768,3.48,,,,
40,9/28/2011,9:00:00,76687,9.768,3.48,,,,
41,9/28/2011,9:30:00,76671,9.768,3.48,,,,
42,9/28/2011,10:00:00,76671,9.866,3.48,,,,
43,9/28/2011,10:30:00,76622,9.866,3.48,,,,
44,9/28/2011,11:00:00,76623,9.965,3.48,,,,
45,9/28/2011,11:30:00,76607,10.161,3.48,,,,
46,9/28/2011,12:00:00,76575,10.357,3.48,,,,
47,9/28/2011,12:30:00,76559,10.455,3.48,,,,
48,9/28/2011,13:00:00,76559,10.651,3.48,,,,
49,9/28/2011,13:30:00,76510,10.748,3.48,,,,
50,9/28/2011,14:00:00,76494,10.944,3.48,,,,
51,9/28/2011,14:30:00,76495,11.236,3.48,,,,
52,9/28/2011,15:00:00,76463,11.431,3.48,,,,
53,9/28/2011,15:30:00,76447,11.625,3.48,,,,
54,9/28/2011,16:00:00,76415,11.722,3.51,,,,
55,9/28/2011,16:30:00,76415,11.722,3.51,,,,
56,9/28/2011,17:00:00,76415,11.819,3.51,,,,
57,9/28/2011,17:30:00,76431,11.819,3.51,,,,
58,9/28/2011,18:00:00,76464,11.916,3.51,,,,
59,9/28/2011,18:30:00,76480,11.916,3.51,,,,
60,9/28/2011,19:00:00,76513,11.916,3.51,,,,
61,9/28/2011,19:30:00,76529,11.819,3.51,,,,
62,9/28/2011,20:00:00,76545,11.819,3.51,,,,
63,9/28/2011,20:30:00,76545,11.819,3.51,,,,
64,9/28/2011,21:00:00,76545,11.722,3.51,,,,
65,9/28/2011,21:30:00,76528,11.625,3.51,,,,
66,9/28/2011,22:00:00,76561,11.625,3.51,,,,
67,9/28/2011,22:30:00,76545,11.528,3.51,,,,
68,9/28/2011,23:00:00,76544,11.431,3.48,,,,
69,9/28/2011,23:30:00,76544,11.334,3.48,,,,
70,9/29/2011,0:00:00,76528,11.334,3.48,,,,
71,9/29/2011,0:30:00,76528,11.236,3.48,,,,
72,9/29/2011,1:00:00,76544,11.139,3.48,,,,
73,9/29/2011,1:30:00,76527,11.041,3.48,,,,
74,9/29/2011,2:00:00,76527,11.041,3.48,,,,
75,9/29/2011,2:30:00,76511,10.944,3.48,,,,
76,9/29/2011,3:00:00,76527,10.846,3.48,,,,
77,9/29/2011,3:30:00,76543,10.846,3.48,,,,
78,9/29/2011,4:00:00,76559,10.748,3.48,,,,
79,9/29/2011,4:30:00,76575,10.651,3.48,,,,
80,9/29/2011,5:00:00,76575,10.553,3.48,,,,
81,9/29/2011,5:30:00,76607,10.455,3.48,,,,
82,9/29/2011,6:00:00,76640,10.455,3.48,,,,
83,9/29/2011,6:30:00,76656,10.357,3.48,,,,
84,9/29/2011,7:00:00,76656,10.259,3.48,,,,
85,9/29/2011,7:30:00,76672,10.259,3.48,,,,
86,9/29/2011,8:00:00,76704,10.161,3.48,,,,
87,9/29/2011,8:30:00,76705,10.259,3.48,,,,
88,9/29/2011,9:00:00,76721,10.259,3.48,,,,
89,9/29/2011,9:30:00,76737,10.259,3.48,,,,
90,9/29/2011,10:00:00,76737,10.357,3.48,,,,
91,9/29/2011,10:30:00,76835,10.455,3.48,,,,
92,9/29/2011,11:00:00,76836,10.553,3.48,,,,
93,9/29/2011,11:30:00,76754,10.651,3.48,,,,
94,9/29/2011,12:00:00,76738,10.651,3.48,,,,
95,9/29/2011,12:30:00,76755,10.748,3.48,,,,
96,9/29/2011,13:00:00,76738,10.748,3.48,,,,
97,9/29/2011,13:30:00,76722,10.846,3.48,,,,
98,9/29/2011,14:00:00,76690,10.944,3.48,,,,
99,9/29/2011,14:30:00,76804,10.944,3.48,,,,
100,9/29/2011,15:00:00,76804,11.041,3.48,,,,
101,9/29/2011,15:30:00,76788,11.041,3.48,,,,
102,9/29/2011,16:00:00,76772,11.139,3.48,,,,
103,9/29/2011,16:30:00,76804,11.139,3.48,,,,
104,9/29/2011,17:00:00,76788,11.236,3.48,,,,
105,9/29/2011,17:30:00,76788,11.236,3.48,,,,
106,9/29/2011,18:00:00,76804,11.236,3.48,,,,
107,9/29/2011,18:30:00,76837,11.334,3.48,,,,
108,9/29/2011,19:00:00,76886,11.334,3.48,,,,
109,9/29/2011,19:30:00,76935,11.334,3.48,,,,
110,9/29/2011,20:00:00,76968,11.334,3.48,,,,
111,9/29/2011,20:30:00,77000,11.334,3.48,,,,
112,9/29/2011,21:00:00,76984,11.334,3.48,,,,
113,9/29/2011,21:30:00,76984,11.334,3.48,,,,
114,9/29/2011,22:00:00,76984,11.236,3.48,,,,
115,9/29/2011,22:30:00,76984,11.236,3.48,,,,
116,9/29/2011,23:00:00,76984,11.236,3.48,,,,
117,9/29/2011,23:30:00,76967,11.236,3.48,,,,
118,9/30/2011,0:00:00,76951,11.139,3.48,,,,
119,9/30/2011,0:30:00,76967,11.139,3.48,,,,
120,9/30/2011,1:00:00,77016,11.041,3.48,,,,
121,9/30/2011,1:30:00,77016,11.041,3.48,,,,
122,9/30/2011,2:00:00,77016,10.944,3.48,,,,
123,9/30/2011,2:30:00,77015,10.846,3.48,,,,
124,9/30/2011,3:00:00,77015,10.748,3.48,,,,
125,9/30/2011,3:30:00,76999,10.651,3.48,,,,
