Plot Title: LwrRed 10499411 20150708-2015,,,,,,,,,
#,"Date Time, GMT-07:00","Date Time, GMT-07:00","Abs Pres, Pa (LGR S/N: 10499411, SEN S/N: 10499411)","Temp, °C (LGR S/N: 10499411, SEN S/N: 10499411)","Batt, V (LGR S/N: 10499411, SEN S/N: 10499411)",Coupler Detached (LGR S/N: 10499411),Coupler Attached (LGR S/N: 10499411),Stopped (LGR S/N: 10499411),End Of File (LGR S/N: 10499411)
1,7/8/2015,8:45:00,78161,12.98,3.54,Logged,,,
2,7/8/2015,9:00:00,78154,12.787,3.51,,,,
3,7/8/2015,9:15:00,78133,12.787,3.51,,,,
4,7/8/2015,9:30:00,78136,12.883,3.54,,,,
5,7/8/2015,9:45:00,78140,12.98,3.54,,,,
6,7/8/2015,10:00:00,78146,13.173,3.54,,,,
7,7/8/2015,10:15:00,78153,13.365,3.54,,,,
8,7/8/2015,10:30:00,78125,13.461,3.54,,,,
9,7/8/2015,10:45:00,78114,13.461,3.54,,,,
10,7/8/2015,11:00:00,78100,13.654,3.54,,,,
11,7/8/2015,11:15:00,78093,13.75,3.54,,,,
12,7/8/2015,11:30:00,78065,13.846,3.54,,,,
13,7/8/2015,11:45:00,78047,13.942,3.54,,,,
14,7/8/2015,12:00:00,78022,14.134,3.54,,,,
15,7/8/2015,12:15:00,77984,14.23,3.54,,,,
16,7/8/2015,12:30:00,77969,14.421,3.54,,,,
17,7/8/2015,12:45:00,77941,14.517,3.54,,,,
18,7/8/2015,13:00:00,77927,14.709,3.54,,,,
19,7/8/2015,13:15:00,77891,14.9,3.54,,,,
20,7/8/2015,13:30:00,77895,14.996,3.54,,,,
21,7/8/2015,13:45:00,77891,15.187,3.51,,,,
22,7/8/2015,14:00:00,77894,15.282,3.51,,,,
23,7/8/2015,14:15:00,77901,15.473,3.51,,,,
24,7/8/2015,14:30:00,77907,15.664,3.51,,,,
25,7/8/2015,14:45:00,77900,15.76,3.51,,,,
26,7/8/2015,15:00:00,77917,15.951,3.51,,,,
27,7/8/2015,15:15:00,77879,16.046,3.51,,,,
28,7/8/2015,15:30:00,77861,16.141,3.51,,,,
29,7/8/2015,15:45:00,77861,16.141,3.51,,,,
30,7/8/2015,16:00:00,77822,16.237,3.51,,,,
31,7/8/2015,16:15:00,77791,16.237,3.51,,,,
32,7/8/2015,16:30:00,77794,16.332,3.51,,,,
33,7/8/2015,16:45:00,77784,16.332,3.51,,,,
34,7/8/2015,17:00:00,77784,16.332,3.51,,,,
35,7/8/2015,17:15:00,77752,16.332,3.51,,,,
36,7/8/2015,17:30:00,77763,16.332,3.51,,,,
37,7/8/2015,17:45:00,77773,16.332,3.51,,,,
38,7/8/2015,18:00:00,77836,16.332,3.51,,,,
39,7/8/2015,18:15:00,77857,16.332,3.51,,,,
40,7/8/2015,18:30:00,77867,16.332,3.51,,,,
41,7/8/2015,18:45:00,77857,16.332,3.51,,,,
