"Plot Title: 1280509 EFJ HV I 20141028-2014"
"#","Date Time, GMT-06:00","Abs Pres, Pa (LGR S/N: 1280509, SEN S/N: 1280509)","Temp, °C (LGR S/N: 1280509, SEN S/N: 1280509)","Coupler Detached (LGR S/N: 1280509)","Coupler Attached (LGR S/N: 1280509)","Host Connected (LGR S/N: 1280509)","Stopped (LGR S/N: 1280509)","End Of File (LGR S/N: 1280509)"
1,10/28/14 10:30:00 AM,76035,6.166,Logged,,,,
2,10/28/14 11:00:00 AM,76012,6.268,,,,,
3,10/28/14 11:30:00 AM,76023,6.268,,,,,
4,10/28/14 12:00:00 PM,76023,6.370,,,,,
5,10/28/14 12:30:00 PM,76033,6.370,,,,,
6,10/28/14 01:00:00 PM,75989,6.471,,,,,
7,10/28/14 01:30:00 PM,75967,6.471,,,,,
8,10/28/14 02:00:00 PM,75956,6.573,,,,,
9,10/28/14 02:30:00 PM,75923,6.573,,,,,
10,10/28/14 03:00:00 PM,75901,6.573,,,,,
11,10/28/14 03:30:00 PM,75901,6.674,,,,,
12,10/28/14 04:00:00 PM,75923,6.674,,,,,
13,10/28/14 04:30:00 PM,75934,6.674,,,,,
14,10/28/14 05:00:00 PM,75944,6.674,,,,,
15,10/28/14 05:30:00 PM,75955,6.775,,,,,
16,10/28/14 06:00:00 PM,75988,6.775,,,,,
17,10/28/14 06:30:00 PM,76009,6.775,,,,,
18,10/28/14 07:00:00 PM,76031,6.775,,,,,
19,10/28/14 07:30:00 PM,76064,6.674,,,,,
20,10/28/14 08:00:00 PM,76097,6.674,,,,,
21,10/28/14 08:30:00 PM,76098,6.573,,,,,
22,10/28/14 09:00:00 PM,76109,6.573,,,,,
23,10/28/14 09:30:00 PM,76131,6.471,,,,,
24,10/28/14 10:00:00 PM,76153,6.370,,,,,
25,10/28/14 10:30:00 PM,76154,6.268,,,,,
26,10/28/14 11:00:00 PM,76165,6.268,,,,,
27,10/28/14 11:30:00 PM,76155,6.166,,,,,
28,10/29/14 12:00:00 AM,76165,6.166,,,,,
