"Plot Title: MirrorLaketrib20190925"
"#","Date Time, GMT-06:00","Abs Pres, Pa (LGR S/N: 1028728, SEN S/N: 1028728)","Temp, °C (LGR S/N: 1028728, SEN S/N: 1028728)","Coupler Detached (LGR S/N: 1028728)","Coupler Attached (LGR S/N: 1028728)","Host Connected (LGR S/N: 1028728)","Stopped (LGR S/N: 1028728)","End Of File (LGR S/N: 1028728)"
1,09/25/19 02:00:00 PM,281873,13.558,Logged,,,,
2,09/25/19 02:30:00 PM,281880,13.654,,,,,
3,09/25/19 03:00:00 PM,281888,13.750,,,,,
4,09/25/19 03:30:00 PM,281896,13.846,,,,,
5,09/25/19 04:00:00 PM,281903,13.942,,,,,
6,09/25/19 04:30:00 PM,281903,13.942,,,,,
7,09/25/19 05:00:00 PM,281896,13.846,,,,,
8,09/25/19 05:30:00 PM,281888,13.750,,,,,
9,09/25/19 06:00:00 PM,281873,13.558,,,,,
10,09/25/19 06:30:00 PM,281857,13.365,,,,,
11,09/25/19 07:00:00 PM,281865,13.461,,,,,
12,09/25/19 07:30:00 PM,281857,13.365,,,,,
13,09/25/19 08:00:00 PM,281850,13.269,,,,,
14,09/25/19 08:30:00 PM,281819,12.883,,,,,
15,09/25/19 09:00:00 PM,281796,12.594,,,,,
16,09/25/19 09:30:00 PM,281780,12.401,,,,,
17,09/25/19 10:00:00 PM,281773,12.304,,,,,
18,09/25/19 10:30:00 PM,281757,12.110,,,,,
19,09/25/19 11:00:00 PM,281742,11.916,,,,,
20,09/25/19 11:30:00 PM,281727,11.722,,,,,
21,09/26/19 12:00:00 AM,281719,11.625,,,,,
22,09/26/19 12:30:00 AM,281711,11.528,,,,,
23,09/26/19 01:00:00 AM,281703,11.431,,,,,
24,09/26/19 01:30:00 AM,281696,11.334,,,,,
25,09/26/19 02:00:00 AM,281688,11.236,,,,,
26,09/26/19 02:30:00 AM,281680,11.139,,,,,
27,09/26/19 03:00:00 AM,281673,11.041,,,,,
28,09/26/19 03:30:00 AM,281673,11.041,,,,,
29,09/26/19 04:00:00 AM,281680,11.139,,,,,
30,09/26/19 04:30:00 AM,281680,11.139,,,,,
31,09/26/19 05:00:00 AM,281673,11.041,,,,,
32,09/26/19 05:30:00 AM,281673,11.041,,,,,
33,09/26/19 06:00:00 AM,281673,11.041,,,,,
34,09/26/19 06:30:00 AM,281665,10.944,,,,,
35,09/26/19 07:00:00 AM,281665,10.944,,,,,
36,09/26/19 07:30:00 AM,281665,10.944,,,,,
37,09/26/19 08:00:00 AM,281657,10.846,,,,,
38,09/26/19 08:30:00 AM,281657,10.846,,,,,
39,09/26/19 09:00:00 AM,281680,11.139,,,,,
40,09/26/19 09:30:00 AM,281688,11.236,,,,,
41,09/26/19 10:00:00 AM,281696,11.334,,,,,
