Plot Title: 1028729,,,,,,,
#,"Date Time, GMT-07:00","Date Time, GMT-07:00","Abs Pres, Pa (LGR S/N: 1028729, SEN S/N: 1028729)","Temp, °C (LGR S/N: 1028729, SEN S/N: 1028729)","Batt, V (LGR S/N: 1028729, SEN S/N: 1028729)",Coupler Detached (LGR S/N: 1028729),End Of File (LGR S/N: 1028729)
1,8/27/2012,8:07:32,77062,15.091,3.48,Logged,
2,8/27/2012,8:37:32,77063,14.996,3.51,,
3,8/27/2012,9:07:32,77062,15.187,3.48,,
4,8/27/2012,9:37:32,77092,15.282,3.51,,
5,8/27/2012,10:07:32,77045,15.473,3.51,,
6,8/27/2012,10:37:32,77028,15.76,3.51,,
7,8/27/2012,11:07:32,77040,16.332,3.51,,
8,8/27/2012,11:37:32,77036,17.094,3.51,,
9,8/27/2012,12:07:32,77016,17.95,3.51,,
10,8/27/2012,12:37:32,76982,18.616,3.54,,
11,8/27/2012,13:07:32,76948,19.187,3.54,,
12,8/27/2012,13:37:32,76914,19.758,3.51,,
13,8/27/2012,14:07:32,76912,20.138,3.51,,
14,8/27/2012,14:37:32,76850,20.234,3.51,,
15,8/27/2012,15:07:32,76834,20.234,3.51,,
16,8/27/2012,15:37:32,76834,20.234,3.51,,
17,8/27/2012,16:07:32,76817,20.615,3.51,,
18,8/27/2012,16:37:32,76816,20.71,3.51,,
19,8/27/2012,17:07:32,76801,20.71,3.51,,
20,8/27/2012,17:37:32,76817,20.615,3.51,,
21,8/27/2012,18:07:32,76849,20.329,3.51,,
22,8/27/2012,18:37:32,76882,20.043,3.51,,Logged
