Plot Title: 1028729,,,,,,,,,
#,"Date Time, GMT-07:00","Date Time, GMT-07:00","Abs Pres, Pa (LGR S/N: 1028729, SEN S/N: 1028729)","Temp, °C (LGR S/N: 1028729, SEN S/N: 1028729)","Batt, V (LGR S/N: 1028729, SEN S/N: 1028729)",Coupler Detached (LGR S/N: 1028729),Coupler Attached (LGR S/N: 1028729),Stopped (LGR S/N: 1028729),End Of File (LGR S/N: 1028729)
1,6/26/2009,13:00:00,76815,15.187,3.51,Logged,,,
2,6/26/2009,13:30:00,76815,15.091,3.51,,,,
3,6/26/2009,14:00:00,76738,15.091,3.51,,,,
4,6/26/2009,14:30:00,76737,15.282,3.54,,,,
5,6/26/2009,15:00:00,76690,15.473,3.54,,,,
6,6/26/2009,15:30:00,76688,15.76,3.54,,,,
7,6/26/2009,16:00:00,76764,15.951,3.54,,,,
8,6/26/2009,16:30:00,76795,15.951,3.54,,,,
9,6/26/2009,17:00:00,76765,15.855,3.54,,,,
10,6/26/2009,17:30:00,76719,15.76,3.54,,,,
11,6/26/2009,18:00:00,76720,15.664,3.54,,,,
12,6/26/2009,18:30:00,76736,15.569,3.54,,,,
13,6/26/2009,19:00:00,76767,15.473,3.54,,,,
14,6/26/2009,19:30:00,76798,15.473,3.54,,,,
15,6/26/2009,20:00:00,76814,15.378,3.54,,,,
16,6/26/2009,20:30:00,76907,15.282,3.54,,,,
17,6/26/2009,21:00:00,76923,15.187,3.54,,,,
18,6/26/2009,21:30:00,76862,15.091,3.54,,,,
19,6/26/2009,22:00:00,76862,14.996,3.57,,,,
20,6/26/2009,22:30:00,76816,14.9,3.57,,,,
21,6/26/2009,23:00:00,76863,14.804,3.57,,,,
22,6/26/2009,23:30:00,76864,14.709,3.57,,,,
23,6/27/2009,0:00:00,76864,14.613,3.57,,,,
24,6/27/2009,0:30:00,76834,14.517,3.57,,,,
25,6/27/2009,1:00:00,76850,14.421,3.54,,,,
26,6/27/2009,1:30:00,76850,14.325,3.54,,,,
27,6/27/2009,2:00:00,76835,14.23,3.54,,,,
28,6/27/2009,2:30:00,76836,14.134,3.54,,,,
29,6/27/2009,3:00:00,76821,14.038,3.54,,,,
30,6/27/2009,3:30:00,76837,13.942,3.54,,,,
31,6/27/2009,4:00:00,76868,13.846,3.54,,,,
32,6/27/2009,4:30:00,76884,13.75,3.54,,,,
33,6/27/2009,5:00:00,76900,13.654,3.54,,,,
34,6/27/2009,5:30:00,76901,13.558,3.54,,,,
35,6/27/2009,6:00:00,76901,13.461,3.54,,,,
36,6/27/2009,6:30:00,76933,13.365,3.54,,,,
37,6/27/2009,7:00:00,76949,13.269,3.54,,,,
38,6/27/2009,7:30:00,76949,13.173,3.54,,,,
39,6/27/2009,8:00:00,76964,13.173,3.54,,,,
40,6/27/2009,8:30:00,76949,13.173,3.54,,,,
41,6/27/2009,9:00:00,76934,13.173,3.54,,,,
42,6/27/2009,9:30:00,76964,13.269,3.54,,,,
43,6/27/2009,10:00:00,76979,13.269,3.54,,,,
44,6/27/2009,10:30:00,76963,13.365,3.54,,,,
45,6/27/2009,11:00:00,76978,13.461,3.54,,,,
46,6/27/2009,11:30:00,76976,13.846,3.54,,,,
47,6/27/2009,12:00:00,76975,14.134,3.54,,,,
48,6/27/2009,12:30:00,76957,14.517,3.54,,,,
49,6/27/2009,13:00:00,76956,14.804,3.57,,,,
50,6/27/2009,13:30:00,76938,15.187,3.54,,,,
51,6/27/2009,14:00:00,76952,15.569,3.54,,,,
52,6/27/2009,14:30:00,76934,15.951,3.54,,,,
53,6/27/2009,15:00:00,76932,16.427,3.54,,,,
54,6/27/2009,15:30:00,76914,16.808,3.54,,,,
55,6/27/2009,16:00:00,76928,17.189,3.54,,,,
56,6/27/2009,16:30:00,76926,17.475,3.54,,,,
57,6/27/2009,17:00:00,76926,17.57,3.54,,,,
58,6/27/2009,17:30:00,76895,17.475,3.54,,,,
59,6/27/2009,18:00:00,76926,17.475,3.54,,,,
60,6/27/2009,18:30:00,76943,17.284,3.54,,,,
61,6/27/2009,19:00:00,76989,17.189,3.54,,,,
62,6/27/2009,19:30:00,76975,16.999,3.54,,,,
63,6/27/2009,20:00:00,77022,16.903,3.54,,,,
64,6/27/2009,20:30:00,77023,16.713,3.54,,,,
65,6/27/2009,21:00:00,77055,16.523,3.54,,,,
66,6/27/2009,21:30:00,77117,16.332,3.54,,,,
67,6/27/2009,22:00:00,77133,16.237,3.54,,,,
68,6/27/2009,22:30:00,77119,16.046,3.54,,,,
69,6/27/2009,23:00:00,77135,15.855,3.54,,,,
70,6/27/2009,23:30:00,77120,15.76,3.54,,,,
71,6/28/2009,0:00:00,77121,15.664,3.54,,,,
72,6/28/2009,0:30:00,77121,15.569,3.54,,,,
73,6/28/2009,1:00:00,77122,15.473,3.54,,,,
74,6/28/2009,1:30:00,77122,15.378,3.54,,,,
75,6/28/2009,2:00:00,77122,15.378,3.54,,,,
76,6/28/2009,2:30:00,77123,15.282,3.54,,,,
77,6/28/2009,3:00:00,77108,15.187,3.54,,,,
78,6/28/2009,3:30:00,77108,15.091,3.54,,,,
79,6/28/2009,4:00:00,77139,15.091,3.54,,,,
80,6/28/2009,4:30:00,77139,15.091,3.54,,,,
81,6/28/2009,5:00:00,77140,14.996,3.57,,,,
82,6/28/2009,5:30:00,77187,14.9,3.57,,,,
83,6/28/2009,6:00:00,77187,14.9,3.57,,,,
84,6/28/2009,6:30:00,77202,14.9,3.57,,,,
85,6/28/2009,7:00:00,77233,14.804,3.57,,,,
86,6/28/2009,7:30:00,77233,14.804,3.57,,,,
87,6/28/2009,8:00:00,77233,14.804,3.57,,,,
88,6/28/2009,8:30:00,77280,14.804,3.57,,,,
89,6/28/2009,9:00:00,77264,14.804,3.57,,,,
90,6/28/2009,9:30:00,77249,14.804,3.57,,,,
91,6/28/2009,10:00:00,77280,14.804,3.57,,,,
92,6/28/2009,10:30:00,77295,14.804,3.57,,,,
93,6/28/2009,11:00:00,77296,14.709,3.57,,,,
94,6/28/2009,11:30:00,77234,14.709,3.57,,,,
95,6/28/2009,12:00:00,77203,14.804,3.57,,,,
96,6/28/2009,12:30:00,77155,15.091,3.54,,,,
97,6/28/2009,13:00:00,77138,15.378,3.54,,,,
98,6/28/2009,13:30:00,77121,15.664,3.54,,,,
99,6/28/2009,14:00:00,77103,16.046,3.54,,,,
100,6/28/2009,14:30:00,77040,16.427,3.54,,,,
101,6/28/2009,15:00:00,77038,16.713,3.54,,,,
102,6/28/2009,15:30:00,77053,16.808,3.54,,,,
103,6/28/2009,16:00:00,77084,16.808,3.54,,,,
104,6/28/2009,16:30:00,77069,16.808,3.54,,,,
105,6/28/2009,17:00:00,77115,16.713,3.54,,,,
106,6/28/2009,17:30:00,77100,16.618,3.54,,,,
107,6/28/2009,18:00:00,77024,16.523,3.54,,,,
108,6/28/2009,18:30:00,77009,16.427,3.54,,,,
109,6/28/2009,19:00:00,76994,16.237,3.54,,,,
110,6/28/2009,19:30:00,76964,16.141,3.54,,,,
111,6/28/2009,20:00:00,77026,16.046,3.54,,,,
112,6/28/2009,20:30:00,77027,15.951,3.54,,,,
113,6/28/2009,21:00:00,77028,15.76,3.54,,,,
114,6/28/2009,21:30:00,77044,15.664,3.54,,,,
115,6/28/2009,22:00:00,77029,15.473,3.54,,,,
116,6/28/2009,22:30:00,76999,15.378,3.54,,,,
117,6/28/2009,23:00:00,77015,15.282,3.54,,,,
118,6/28/2009,23:30:00,76970,15.091,3.54,,,,
119,6/29/2009,0:00:00,76955,14.996,3.57,,,,
120,6/29/2009,0:30:00,76940,14.9,3.57,,,,
121,6/29/2009,1:00:00,76956,14.709,3.57,,,,
122,6/29/2009,1:30:00,76941,14.613,3.57,,,,
123,6/29/2009,2:00:00,76958,14.421,3.57,,,,
124,6/29/2009,2:30:00,76927,14.325,3.54,,,,
125,6/29/2009,3:00:00,76882,14.23,3.54,,,,
126,6/29/2009,3:30:00,76867,14.038,3.54,,,,
127,6/29/2009,4:00:00,76883,13.942,3.54,,,,
128,6/29/2009,4:30:00,76868,13.846,3.54,,,,
129,6/29/2009,5:00:00,76885,13.654,3.54,,,,
130,6/29/2009,5:30:00,76885,13.558,3.54,,,,
131,6/29/2009,6:00:00,76901,13.461,3.54,,,,
132,6/29/2009,6:30:00,76902,13.365,3.54,,,,
133,6/29/2009,7:00:00,76918,13.269,3.54,,,,
134,6/29/2009,7:30:00,76902,13.269,3.54,,,,
135,6/29/2009,8:00:00,76918,13.173,3.54,,,,
136,6/29/2009,8:30:00,76887,13.173,3.54,,,,
137,6/29/2009,9:00:00,76856,13.269,3.54,,,,
138,6/29/2009,9:30:00,76840,13.365,3.54,,,,
139,6/29/2009,10:00:00,76840,13.365,3.54,,,,
140,6/29/2009,10:30:00,76824,13.461,3.54,,,,
141,6/29/2009,11:00:00,76823,13.654,3.54,,,,
142,6/29/2009,11:30:00,76822,13.942,3.54,,,,
143,6/29/2009,12:00:00,76805,14.134,3.54,,,,
144,6/29/2009,12:30:00,76757,14.421,3.54,,,,
145,6/29/2009,13:00:00,76724,14.804,3.57,,,,
146,6/29/2009,13:30:00,76691,15.187,3.54,,,,
147,6/29/2009,14:00:00,76674,15.569,3.54,,,,
148,6/29/2009,14:30:00,76641,15.951,3.54,,,,
149,6/29/2009,15:00:00,76608,16.332,3.54,,,,
150,6/29/2009,15:30:00,76591,16.618,3.54,,,,
151,6/29/2009,16:00:00,76589,16.999,3.54,,,,
152,6/29/2009,16:30:00,76556,17.379,3.54,,,,
153,6/29/2009,17:00:00,76540,17.57,3.54,,,,
154,6/29/2009,17:30:00,76571,17.57,3.54,,,,
155,6/29/2009,18:00:00,76571,17.475,3.54,,,,
156,6/29/2009,18:30:00,76618,17.379,3.54,,,,
157,6/29/2009,19:00:00,76650,17.189,3.54,,,,
158,6/29/2009,19:30:00,76635,17.094,3.54,,,,
