"Plot Title: Mirror Lake trib2 20190925"
"#","Date Time, GMT-06:00","Abs Pres, Pa (LGR S/N: 9811660, SEN S/N: 9811660)","Temp, °C (LGR S/N: 9811660, SEN S/N: 9811660)","Coupler Detached (LGR S/N: 9811660)","Coupler Attached (LGR S/N: 9811660)","Host Connected (LGR S/N: 9811660)","Stopped (LGR S/N: 9811660)","End Of File (LGR S/N: 9811660)"
1,09/25/19 01:30:00 PM,75171,13.942,Logged,,,,
2,09/25/19 02:00:00 PM,75153,13.461,,,,,
3,09/25/19 02:30:00 PM,75179,13.558,,,,,
4,09/25/19 03:00:00 PM,75168,13.654,,,,,
5,09/25/19 03:30:00 PM,75169,13.750,,,,,
6,09/25/19 04:00:00 PM,75145,13.846,,,,,
7,09/25/19 04:30:00 PM,75158,13.846,,,,,
8,09/25/19 05:00:00 PM,75181,13.750,,,,,
9,09/25/19 05:30:00 PM,75205,13.654,,,,,
10,09/25/19 06:00:00 PM,75203,13.461,,,,,
11,09/25/19 06:30:00 PM,75225,13.269,,,,,
12,09/25/19 07:00:00 PM,75065,13.365,,,,,
13,09/25/19 07:30:00 PM,75076,13.269,,,,,
14,09/25/19 08:00:00 PM,75137,13.173,,,,,
15,09/25/19 08:30:00 PM,75232,12.787,,,,,
16,09/25/19 09:00:00 PM,75253,12.497,,,,,
17,09/25/19 09:30:00 PM,75251,12.304,,,,,
18,09/25/19 10:00:00 PM,75236,12.110,,,,,
19,09/25/19 10:30:00 PM,75260,12.013,,,,,
20,09/25/19 11:00:00 PM,75245,11.819,,,,,
21,09/25/19 11:30:00 PM,75243,11.625,,,,,
22,09/26/19 12:00:00 AM,75254,11.528,,,,,
23,09/26/19 12:30:00 AM,75253,11.431,,,,,
24,09/26/19 01:00:00 AM,75252,11.334,,,,,
25,09/26/19 01:30:00 AM,75276,11.236,,,,,
26,09/26/19 02:00:00 AM,75250,11.139,,,,,
27,09/26/19 02:30:00 AM,75249,11.041,,,,,
28,09/26/19 03:00:00 AM,75235,10.944,,,,,
29,09/26/19 03:30:00 AM,75235,10.944,,,,,
30,09/26/19 04:00:00 AM,75248,10.944,,,,,
31,09/26/19 04:30:00 AM,75248,10.944,,,,,
32,09/26/19 05:00:00 AM,75272,10.944,,,,,
33,09/26/19 05:30:00 AM,75272,10.944,,,,,
34,09/26/19 06:00:00 AM,75284,10.846,,,,,
35,09/26/19 06:30:00 AM,75308,10.846,,,,,
36,09/26/19 07:00:00 AM,75308,10.846,,,,,
37,09/26/19 07:30:00 AM,75357,10.748,,,,,
38,09/26/19 08:00:00 AM,75394,10.748,,,,,
39,09/26/19 08:30:00 AM,75418,10.651,,,,,
40,09/26/19 09:00:00 AM,75422,11.041,,,,,
41,09/26/19 09:30:00 AM,75448,11.139,,,,,
42,09/26/19 10:00:00 AM,75449,11.236,,,,,
43,09/26/19 10:30:00 AM,75427,11.431,,,,,
44,09/26/19 11:00:00 AM,75416,11.625,,,,,
45,09/26/19 11:30:00 AM,75394,11.819,,,,,
46,09/26/19 12:00:00 PM,75384,12.013,,,,,
47,09/26/19 12:30:00 PM,75374,12.207,,,,,
48,09/26/19 01:00:00 PM,75362,12.304,,,,,
49,09/26/19 01:30:00 PM,75302,12.401,,,,,
50,09/26/19 02:00:00 PM,75290,12.497,,,,,
51,09/26/19 02:30:00 PM,75242,12.594,,,,,
52,09/26/19 03:00:00 PM,75206,12.690,,,,,
53,09/26/19 03:30:00 PM,75157,12.787,,,,,
54,09/26/19 04:00:00 PM,75135,12.980,,,,,
55,09/26/19 04:30:00 PM,75136,13.076,,,,,
56,09/26/19 05:00:00 PM,75148,13.076,,,,,
57,09/26/19 05:30:00 PM,75137,13.173,,,,,
58,09/26/19 06:00:00 PM,75136,13.076,,,,,
59,09/26/19 06:30:00 PM,75110,12.980,,,,,
60,09/26/19 07:00:00 PM,75121,12.883,,,,,
61,09/26/19 07:30:00 PM,75133,12.787,,,,,
62,09/26/19 08:00:00 PM,75132,12.690,,,,,
63,09/26/19 08:30:00 PM,75142,12.497,,,,,
64,09/26/19 09:00:00 PM,75177,12.304,,,,,
65,09/26/19 09:30:00 PM,75175,12.207,,,,,
66,09/26/19 10:00:00 PM,75173,12.013,,,,,
67,09/26/19 10:30:00 PM,75160,11.916,,,,,
68,09/26/19 11:00:00 PM,75183,11.819,,,,,
69,09/26/19 11:30:00 PM,75170,11.722,,,,,
70,09/27/19 12:00:00 AM,75144,11.625,,,,,
71,09/27/19 12:30:00 AM,75118,11.528,,,,,
72,09/27/19 01:00:00 AM,75104,11.431,,,,,
73,09/27/19 01:30:00 AM,75103,11.334,,,,,
74,09/27/19 02:00:00 AM,75090,11.236,,,,,
75,09/27/19 02:30:00 AM,75064,11.139,,,,,
76,09/27/19 03:00:00 AM,75039,11.139,,,,,
77,09/27/19 03:30:00 AM,75026,11.041,,,,,
78,09/27/19 04:00:00 AM,75025,10.944,,,,,
79,09/27/19 04:30:00 AM,75022,10.748,,,,,
