Plot Title: 9811668 San Luis 20140911-2014,,,,,,,,,
#,"Date Time, GMT-06:00","Date Time, GMT-06:00","Abs Pres, Pa (LGR S/N: 9811668, SEN S/N: 9811668)","Temp, °C (LGR S/N: 9811668, SEN S/N: 9811668)","Batt, V (LGR S/N: 9811668, SEN S/N: 9811668)",Coupler Detached (LGR S/N: 9811668),Coupler Attached (LGR S/N: 9811668),Stopped (LGR S/N: 9811668),End Of File (LGR S/N: 9811668)
1,9/11/2014,14:15:00,75432,15.282,3.57,Logged,,,
2,9/11/2014,14:30:00,75422,15.378,3.57,,,,
3,9/11/2014,14:45:00,75399,15.473,3.57,,,,
4,9/11/2014,15:00:00,75390,15.664,3.57,,,,
5,9/11/2014,15:15:00,75355,15.76,3.57,,,,
6,9/11/2014,15:30:00,75369,15.855,3.57,,,,
7,9/11/2014,15:45:00,75346,15.951,3.57,,,,
8,9/11/2014,16:00:00,75346,15.951,3.57,,,,
9,9/11/2014,16:15:00,75334,15.951,3.57,,,,
10,9/11/2014,16:30:00,75334,15.951,3.57,,,,
11,9/11/2014,16:45:00,75321,15.855,3.57,,,,
12,9/11/2014,17:00:00,75321,15.855,3.57,,,,
13,9/11/2014,17:15:00,75295,15.76,3.57,,,,
14,9/11/2014,17:30:00,75319,15.76,3.57,,,,
15,9/11/2014,17:45:00,75319,15.76,3.57,,,,
16,9/11/2014,18:00:00,75318,15.664,3.57,,,,
17,9/11/2014,18:15:00,75330,15.664,3.57,,,,
18,9/11/2014,18:30:00,75340,15.569,3.57,,,,
19,9/11/2014,18:45:00,75352,15.569,3.57,,,,
20,9/11/2014,19:00:00,75351,15.473,3.57,,,,
21,9/11/2014,19:15:00,75361,15.378,3.57,,,,
22,9/11/2014,19:30:00,75372,15.282,3.57,,,,
23,9/11/2014,19:45:00,75383,15.187,3.57,,,,
24,9/11/2014,20:00:00,75381,15.091,3.57,,,,
25,9/11/2014,20:15:00,75428,14.996,3.6,,,,
26,9/11/2014,20:30:00,75426,14.9,3.6,,,,
27,9/11/2014,20:45:00,75461,14.804,3.6,,,,
28,9/11/2014,21:00:00,75473,14.804,3.6,,,,
29,9/11/2014,21:15:00,75472,14.709,3.6,,,,
30,9/11/2014,21:30:00,75482,14.613,3.6,,,,
31,9/11/2014,21:45:00,75494,14.613,3.6,,,,
32,9/11/2014,22:00:00,75493,14.517,3.6,,,,
33,9/11/2014,22:15:00,75515,14.421,3.6,,,,
34,9/11/2014,22:30:00,75502,14.325,3.6,,,,
35,9/11/2014,22:45:00,75514,14.325,3.6,,,,
36,9/11/2014,23:00:00,75573,14.23,3.6,,,,
37,9/11/2014,23:15:00,75549,14.23,3.6,,,,
38,9/11/2014,23:30:00,75571,14.134,3.6,,,,
39,9/11/2014,23:45:00,75570,14.038,3.6,,,,
40,9/12/2014,0:00:00,75558,14.038,3.6,,,,
41,9/12/2014,0:15:00,75558,14.038,3.6,,,,
42,9/12/2014,0:30:00,75556,13.942,3.6,,,,
43,9/12/2014,0:45:00,75568,13.942,3.6,,,,
44,9/12/2014,1:00:00,75556,13.942,3.6,,,,
45,9/12/2014,1:15:00,75555,13.846,3.6,,,,
46,9/12/2014,1:30:00,75567,13.846,3.6,,,,
47,9/12/2014,1:45:00,75567,13.846,3.6,,,,
48,9/12/2014,2:00:00,75541,13.75,3.6,,,,
49,9/12/2014,2:15:00,75541,13.75,3.6,,,,
50,9/12/2014,2:30:00,75552,13.654,3.6,,,,
51,9/12/2014,2:45:00,75564,13.654,3.6,,,,
52,9/12/2014,3:00:00,75551,13.558,3.6,,,,
53,9/12/2014,3:15:00,75539,13.558,3.6,,,,
54,9/12/2014,3:30:00,75537,13.461,3.6,,,,
55,9/12/2014,3:45:00,75549,13.461,3.6,,,,
56,9/12/2014,4:00:00,75537,13.461,3.6,,,,
57,9/12/2014,4:15:00,75549,13.461,3.6,,,,
58,9/12/2014,4:30:00,75560,13.365,3.6,,,,
59,9/12/2014,4:45:00,75570,13.269,3.6,,,,
60,9/12/2014,5:00:00,75582,13.269,3.6,,,,
61,9/12/2014,5:15:00,75594,13.269,3.6,,,,
62,9/12/2014,5:30:00,75605,13.173,3.6,,,,
63,9/12/2014,5:45:00,75593,13.173,3.6,,,,
64,9/12/2014,6:00:00,75617,13.173,3.6,,,,
65,9/12/2014,6:15:00,75604,13.076,3.57,,,,
66,9/12/2014,6:30:00,75628,13.076,3.57,,,,
67,9/12/2014,6:45:00,75638,12.98,3.57,,,,
68,9/12/2014,7:00:00,75650,12.98,3.57,,,,
69,9/12/2014,7:15:00,75662,12.98,3.57,,,,
70,9/12/2014,7:30:00,75674,12.98,3.57,,,,
71,9/12/2014,7:45:00,75662,12.98,3.57,,,,
72,9/12/2014,8:00:00,75698,12.98,3.57,,,,
73,9/12/2014,8:15:00,75723,12.98,3.57,,,,
74,9/12/2014,8:30:00,75712,13.076,3.57,,,,
75,9/12/2014,8:45:00,75712,13.076,3.57,,,,
76,9/12/2014,9:00:00,75725,13.173,3.57,,,,
77,9/12/2014,9:15:00,75727,13.269,3.6,,,,
78,9/12/2014,9:30:00,75715,13.269,3.6,,,,
79,9/12/2014,9:45:00,75704,13.365,3.6,,,,
80,9/12/2014,10:00:00,75704,13.365,3.6,,,,
81,9/12/2014,10:15:00,75706,13.461,3.6,,,,
82,9/12/2014,10:30:00,75707,13.558,3.6,,,,
83,9/12/2014,10:45:00,75695,13.558,3.6,,,,
84,9/12/2014,11:00:00,75660,13.654,3.6,,,,
85,9/12/2014,11:15:00,75662,13.75,3.6,,,,
86,9/12/2014,11:30:00,75663,13.846,3.6,,,,
87,9/12/2014,11:45:00,75641,13.942,3.6,,,,
88,9/12/2014,12:00:00,75628,13.942,3.6,,,,
89,9/12/2014,12:15:00,75606,14.038,3.6,,,,
90,9/12/2014,12:30:00,75595,14.134,3.6,,,,
91,9/12/2014,12:45:00,75574,14.325,3.6,,,,
92,9/12/2014,13:00:00,75576,14.421,3.6,,,,
93,9/12/2014,13:15:00,75566,14.613,3.6,,,,
94,9/12/2014,13:30:00,75556,14.709,3.6,,,,
95,9/12/2014,13:45:00,75559,14.9,3.6,,,,
96,9/12/2014,14:00:00,75548,14.996,3.6,,,,
97,9/12/2014,14:15:00,75548,14.996,3.6,,,,
98,9/12/2014,14:30:00,75513,15.091,3.57,,,,
