"","datetime_NM","temp_C","season","temp_C_c","siteID"
"1",2011-10-27 13:00:00,5.244,"Summer",5.244,"RedondoUpperCZOFlume"
"2",2011-10-27 14:00:00,5.244,"Summer",5.244,"RedondoUpperCZOFlume"
"3",2011-10-27 15:00:00,5.244,"Summer",5.244,"RedondoUpperCZOFlume"
"4",2011-10-27 16:00:00,5.244,"Summer",5.244,"RedondoUpperCZOFlume"
"5",2011-10-27 17:00:00,5.244,"Summer",5.244,"RedondoUpperCZOFlume"
"6",2011-10-27 18:00:00,5.347,"Summer",5.347,"RedondoUpperCZOFlume"
"7",2011-10-27 19:00:00,5.347,"Summer",5.347,"RedondoUpperCZOFlume"
"8",2011-10-27 20:00:00,5.244,"Summer",5.244,"RedondoUpperCZOFlume"
"9",2011-10-27 21:00:00,5.141,"Summer",5.141,"RedondoUpperCZOFlume"
"10",2011-10-27 22:00:00,5.089,"Summer",5.089,"RedondoUpperCZOFlume"
"11",2011-10-27 23:00:00,5.037,"Summer",5.037,"RedondoUpperCZOFlume"
"12",2011-10-28 00:00:00,4.934,"Summer",4.934,"RedondoUpperCZOFlume"
"13",2011-10-28 01:00:00,4.831,"Summer",4.831,"RedondoUpperCZOFlume"
"14",2011-10-28 02:00:00,4.779,"Summer",4.779,"RedondoUpperCZOFlume"
"15",2011-10-28 03:00:00,4.675,"Summer",4.675,"RedondoUpperCZOFlume"
"16",2011-10-28 04:00:00,4.623,"Summer",4.623,"RedondoUpperCZOFlume"
"17",2011-10-28 05:00:00,4.519,"Summer",4.519,"RedondoUpperCZOFlume"
"18",2011-10-28 06:00:00,4.415,"Summer",4.415,"RedondoUpperCZOFlume"
"19",2011-10-28 07:00:00,4.415,"Summer",4.415,"RedondoUpperCZOFlume"
"20",2011-10-28 08:00:00,4.363,"Summer",4.363,"RedondoUpperCZOFlume"
"21",2011-10-28 09:00:00,4.311,"Summer",4.311,"RedondoUpperCZOFlume"
"22",2011-10-28 10:00:00,4.311,"Summer",4.311,"RedondoUpperCZOFlume"
"23",2011-10-28 11:00:00,4.259,"Summer",4.259,"RedondoUpperCZOFlume"
"24",2011-10-28 12:00:00,4.259,"Summer",4.259,"RedondoUpperCZOFlume"
"25",2011-10-28 13:00:00,4.311,"Summer",4.311,"RedondoUpperCZOFlume"
"26",2011-10-28 14:00:00,4.311,"Summer",4.311,"RedondoUpperCZOFlume"
"27",2011-10-28 15:00:00,4.623,"Summer",4.623,"RedondoUpperCZOFlume"
"28",2011-10-28 16:00:00,5.0375,"Summer",5.0375,"RedondoUpperCZOFlume"
"29",2011-10-28 17:00:00,5.3985,"Summer",5.3985,"RedondoUpperCZOFlume"
"30",2011-10-28 18:00:00,5.6035,"Summer",NA,"RedondoUpperCZOFlume"
"31",2011-10-28 19:00:00,5.6035,"Summer",NA,"RedondoUpperCZOFlume"
"32",2011-10-28 20:00:00,5.501,"Summer",5.501,"RedondoUpperCZOFlume"
"33",2011-10-28 21:00:00,5.2955,"Summer",5.2955,"RedondoUpperCZOFlume"
"34",2011-10-28 22:00:00,5.141,"Summer",5.141,"RedondoUpperCZOFlume"
"35",2011-10-28 23:00:00,4.9855,"Summer",4.9855,"RedondoUpperCZOFlume"
"36",2011-10-29 00:00:00,4.831,"Summer",4.831,"RedondoUpperCZOFlume"
"37",2011-10-29 01:00:00,4.727,"Summer",4.727,"RedondoUpperCZOFlume"
"38",2011-10-29 02:00:00,4.623,"Summer",4.623,"RedondoUpperCZOFlume"
"39",2011-10-29 03:00:00,4.519,"Summer",4.519,"RedondoUpperCZOFlume"
"40",2011-10-29 04:00:00,4.415,"Summer",4.415,"RedondoUpperCZOFlume"
"41",2011-10-29 05:00:00,4.363,"Summer",4.363,"RedondoUpperCZOFlume"
"42",2011-10-29 06:00:00,4.311,"Summer",4.311,"RedondoUpperCZOFlume"
"43",2011-10-29 07:00:00,4.259,"Summer",4.259,"RedondoUpperCZOFlume"
"44",2011-10-29 08:00:00,4.207,"Summer",4.207,"RedondoUpperCZOFlume"
"45",2011-10-29 09:00:00,4.1545,"Summer",4.1545,"RedondoUpperCZOFlume"
"46",2011-10-29 10:00:00,4.05,"Summer",4.05,"RedondoUpperCZOFlume"
"47",2011-10-29 11:00:00,3.998,"Summer",3.998,"RedondoUpperCZOFlume"
"48",2011-10-29 12:00:00,3.998,"Summer",3.998,"RedondoUpperCZOFlume"
"49",2011-10-29 13:00:00,4.05,"Summer",4.05,"RedondoUpperCZOFlume"
"50",2011-10-29 14:00:00,4.1545,"Summer",4.1545,"RedondoUpperCZOFlume"
"51",2011-10-29 15:00:00,4.519,"Summer",4.519,"RedondoUpperCZOFlume"
"52",2011-10-29 16:00:00,4.934,"Summer",4.934,"RedondoUpperCZOFlume"
"53",2011-10-29 17:00:00,5.347,"Summer",5.347,"RedondoUpperCZOFlume"
"54",2011-10-29 18:00:00,5.552,"Summer",NA,"RedondoUpperCZOFlume"
"55",2011-10-29 19:00:00,5.501,"Summer",NA,"RedondoUpperCZOFlume"
"56",2011-10-29 20:00:00,5.347,"Summer",5.347,"RedondoUpperCZOFlume"
"57",2011-10-29 21:00:00,5.1925,"Summer",5.1925,"RedondoUpperCZOFlume"
"58",2011-10-29 22:00:00,4.9855,"Summer",4.9855,"RedondoUpperCZOFlume"
"59",2011-10-29 23:00:00,4.8825,"Summer",4.8825,"RedondoUpperCZOFlume"
"60",2011-10-30 00:00:00,4.779,"Summer",4.779,"RedondoUpperCZOFlume"
"61",2011-10-30 01:00:00,4.675,"Summer",4.675,"RedondoUpperCZOFlume"
"62",2011-10-30 02:00:00,4.571,"Summer",4.571,"RedondoUpperCZOFlume"
"63",2011-10-30 03:00:00,4.467,"Summer",4.467,"RedondoUpperCZOFlume"
"64",2011-10-30 04:00:00,4.415,"Summer",4.415,"RedondoUpperCZOFlume"
"65",2011-10-30 05:00:00,4.311,"Summer",4.311,"RedondoUpperCZOFlume"
"66",2011-10-30 06:00:00,4.311,"Summer",4.311,"RedondoUpperCZOFlume"
"67",2011-10-30 07:00:00,4.259,"Summer",4.259,"RedondoUpperCZOFlume"
"68",2011-10-30 08:00:00,4.207,"Summer",4.207,"RedondoUpperCZOFlume"
"69",2011-10-30 09:00:00,4.102,"Summer",4.102,"RedondoUpperCZOFlume"
"70",2011-10-30 10:00:00,4.102,"Summer",4.102,"RedondoUpperCZOFlume"
"71",2011-10-30 11:00:00,3.998,"Summer",3.998,"RedondoUpperCZOFlume"
"72",2011-10-30 12:00:00,4.05,"Summer",4.05,"RedondoUpperCZOFlume"
"73",2011-10-30 13:00:00,4.102,"Summer",4.102,"RedondoUpperCZOFlume"
