"","yr","Value.mn","Value.sd","Value.n","siteID"
"1",2011,13.4766666666667,0.404119206835476,3,"RioSanAntonioToledo"
"2",2012,11.4852237121052,2.45256109643496,4717,"RioSanAntonioToledo"
"3",2013,12.3052212491738,4.67329998115615,4539,"RioSanAntonioToledo"
"4",2014,11.4553499114148,2.32257846914748,3951,"RioSanAntonioToledo"
"5",2015,10.1562017426273,1.56065522800882,1492,"RioSanAntonioToledo"
"6",2016,4.84450726744186,0.47866388455629,344,"RioSanAntonioToledo"
"7",2017,11.0358677587844,2.04161047219128,3159,"RioSanAntonioToledo"
"8",2018,12.0826968198824,1.87134414404486,3742,"RioSanAntonioToledo"
"9",2019,13.1987517755682,0.810509845713197,2112,"RioSanAntonioToledo"
