"","yr","Value.mn","Value.sd","Value.n","siteID"
"1",2008,0.529903846153846,0.52230298635494,65,"Indios"
"2",2009,6.38782477243173,4.19597300180219,6152,"Indios"
"3",2010,6.1588808149983,4.54805582718646,6863,"Indios"
"4",2011,7.03894658735672,5.2095598209859,5758,"Indios"
"5",2012,2.13013616071429,2.09667991888421,672,"Indios"
