"Plot Title: upr_efj_gage"
"#","Date Time, GMT-06:00","Abs Pres, Pa (LGR S/N: 9811665, SEN S/N: 9811665)","Temp, °C (LGR S/N: 9811665, SEN S/N: 9811665)","Coupler Detached (LGR S/N: 9811665)","Coupler Attached (LGR S/N: 9811665)","Host Connected (LGR S/N: 9811665)","Stopped (LGR S/N: 9811665)","End Of File (LGR S/N: 9811665)"
1,08/28/13 12:15:00 PM,162786,16.237,Logged,,,,
2,08/28/13 12:30:00 PM,163383,14.613,,,,,
3,08/28/13 12:45:00 PM,165524,14.517,,,,,
4,08/28/13 01:00:00 PM,168211,14.517,,,,,
5,08/28/13 01:15:00 PM,175089,18.140,,,,,
6,08/28/13 01:30:00 PM,179733,20.424,,,,,
7,08/28/13 01:45:00 PM,183617,23.100,,,,,
8,08/28/13 02:00:00 PM,185877,24.158,,,,,
9,08/28/13 02:15:00 PM,187388,24.738,,,,,
10,08/28/13 02:30:00 PM,188331,25.028,,,,,
11,08/28/13 02:45:00 PM,189199,25.125,,,,,
12,08/28/13 03:00:00 PM,190345,27.173,,,,,
13,08/28/13 03:15:00 PM,190046,26.683,,,,,
14,08/28/13 03:30:00 PM,189994,26.390,,,,,
15,08/28/13 03:45:00 PM,190000,26.195,,,,,
16,08/28/13 04:00:00 PM,190028,25.902,,,,,
17,08/28/13 04:15:00 PM,190047,25.708,,,,,
18,08/28/13 04:30:00 PM,190043,25.610,,,,,
19,08/28/13 04:45:00 PM,190132,25.513,,,,,
20,08/28/13 05:00:00 PM,190012,25.513,,,,,
21,08/28/13 05:15:00 PM,190155,25.416,,,,,
22,08/28/13 05:30:00 PM,190275,25.416,,,,,
23,08/28/13 05:45:00 PM,190368,25.416,,,,,
24,08/28/13 06:00:00 PM,190461,25.416,,,,,
25,08/28/13 06:15:00 PM,190541,25.416,,,,,
26,08/28/13 06:30:00 PM,190590,25.319,,,,,
27,08/28/13 06:45:00 PM,190630,25.319,,,,,
28,08/28/13 07:00:00 PM,190670,25.319,,,,,
29,08/28/13 07:15:00 PM,190696,25.319,,,,,
30,08/28/13 07:30:00 PM,190710,25.319,,,,,
31,08/28/13 07:45:00 PM,190683,25.319,,,,,
32,08/28/13 08:00:00 PM,190656,25.319,,,,,
33,08/28/13 08:15:00 PM,190586,25.222,,,,,
34,08/28/13 08:30:00 PM,190520,25.222,,,,,
35,08/28/13 08:45:00 PM,190453,25.222,,,,,
36,08/28/13 09:00:00 PM,190373,25.222,,,,,
37,08/28/13 09:15:00 PM,190307,25.222,,,,,
38,08/28/13 09:30:00 PM,190254,25.222,,,,,
39,08/28/13 09:45:00 PM,190187,25.222,,,,,
40,08/28/13 10:00:00 PM,190121,25.222,,,,,
41,08/28/13 10:15:00 PM,190054,25.222,,,,,
42,08/28/13 10:30:00 PM,189987,25.222,,,,,
43,08/28/13 10:45:00 PM,189921,25.222,,,,,
44,08/28/13 11:00:00 PM,189841,25.222,,,,,
45,08/28/13 11:15:00 PM,189758,25.125,,,,,
46,08/28/13 11:30:00 PM,189678,25.125,,,,,
47,08/28/13 11:45:00 PM,189558,25.125,,,,,
48,08/29/13 12:00:00 AM,189358,25.125,,,,,
49,08/29/13 12:15:00 AM,189305,25.125,,,,,
50,08/29/13 12:30:00 AM,189265,25.125,,,,,
51,08/29/13 12:45:00 AM,189225,25.125,,,,,
52,08/29/13 01:00:00 AM,189168,25.028,,,,,
53,08/29/13 01:15:00 AM,189049,25.028,,,,,
54,08/29/13 01:30:00 AM,189035,25.028,,,,,
55,08/29/13 01:45:00 AM,189009,25.028,,,,,
56,08/29/13 02:00:00 AM,189009,25.028,,,,,
57,08/29/13 02:15:00 AM,189005,24.931,,,,,
58,08/29/13 02:30:00 AM,189045,24.931,,,,,
59,08/29/13 02:45:00 AM,189151,24.931,,,,,
60,08/29/13 03:00:00 AM,189151,24.931,,,,,
