Plot Title: 1208164,,,,,,
#,"Date Time, GMT-06:00","Date Time, GMT-06:00","Temp, °C (LGR S/N: 1208164, SEN S/N: 1208164)","Intensity, Lux (LGR S/N: 1208164, SEN S/N: 1208164)","Batt, V (LGR S/N: 1208164, SEN S/N: 1208164)",End Of File (LGR S/N: 1208164)
1611,1/23/2011,20:00:00,0.343,0,2.91,
1612,1/23/2011,23:00:00,0.343,0,2.91,
1613,1/24/2011,2:00:00,0.232,0,2.91,
1614,1/24/2011,5:00:00,0.232,0,2.91,
1615,1/24/2011,8:00:00,0.232,0,2.91,
1616,1/24/2011,11:00:00,0.232,0,2.91,
1617,1/24/2011,14:00:00,0.121,0,2.91,
1618,1/24/2011,17:00:00,0.232,0,2.91,
1619,1/24/2011,20:00:00,0.232,0,2.91,
1620,1/24/2011,23:00:00,0.232,0,2.91,
1621,1/25/2011,2:00:00,0.232,0,2.91,
1622,1/25/2011,5:00:00,0.232,0,2.91,
1623,1/25/2011,8:00:00,0.232,0,2.91,
1624,1/25/2011,11:00:00,0.232,0,2.91,
1625,1/25/2011,14:00:00,0.232,0,2.91,
1626,1/25/2011,17:00:00,0.232,0,2.91,
1627,1/25/2011,20:00:00,0.232,0,2.91,
1628,1/25/2011,23:00:00,0.232,0,2.91,
1629,1/26/2011,2:00:00,0.232,0,2.91,
1630,1/26/2011,5:00:00,0.232,0,2.91,
1631,1/26/2011,8:00:00,0.232,0,2.91,
1632,1/26/2011,11:00:00,0.121,0,2.91,
1633,1/26/2011,14:00:00,0.121,0,2.91,
1634,1/26/2011,17:00:00,0.121,0,2.91,
1635,1/26/2011,20:00:00,0.121,0,2.91,
1636,1/26/2011,23:00:00,0.121,0,2.91,
1637,1/27/2011,2:00:00,0.121,0,2.91,
1638,1/27/2011,5:00:00,0.121,0,2.91,
1639,1/27/2011,8:00:00,0.121,0,2.91,
1640,1/27/2011,11:00:00,0.121,0,2.91,
1641,1/27/2011,14:00:00,0.121,0,2.91,
1642,1/27/2011,17:00:00,0.232,0,2.91,
1643,1/27/2011,20:00:00,0.232,0,2.91,
1644,1/27/2011,23:00:00,0.232,0,2.91,
1645,1/28/2011,2:00:00,0.232,0,2.91,
1646,1/28/2011,5:00:00,0.121,0,2.91,
1647,1/28/2011,8:00:00,0.121,0,2.91,
1648,1/28/2011,11:00:00,0.121,0,2.91,
1649,1/28/2011,14:00:00,0.121,0,2.91,
1650,1/28/2011,17:00:00,0.232,0,2.91,
1651,1/28/2011,20:00:00,0.232,0,2.91,
1652,1/28/2011,23:00:00,0.232,0,2.91,
1653,1/29/2011,2:00:00,0.232,0,2.91,
1654,1/29/2011,5:00:00,0.121,0,2.91,
1655,1/29/2011,8:00:00,0.121,0,2.91,
1656,1/29/2011,11:00:00,0.121,0,2.91,
1657,1/29/2011,14:00:00,0.232,0,2.91,
1658,1/29/2011,17:00:00,0.232,0,2.91,
1659,1/29/2011,20:00:00,0.232,0,2.91,
1660,1/29/2011,23:00:00,0.232,0,2.91,
1661,1/30/2011,2:00:00,0.232,0,2.91,
1662,1/30/2011,5:00:00,0.232,0,2.91,
1663,1/30/2011,8:00:00,0.232,0,2.91,
1664,1/30/2011,11:00:00,0.232,0,2.91,
1665,1/30/2011,14:00:00,0.121,0,2.91,
1666,1/30/2011,17:00:00,0.232,0,2.91,
1667,1/30/2011,20:00:00,0.232,0,2.91,
1668,1/30/2011,23:00:00,0.232,0,2.91,
1669,1/31/2011,2:00:00,0.232,0,2.91,
1670,1/31/2011,5:00:00,0.232,0,2.91,
1671,1/31/2011,8:00:00,0.232,0,2.91,
1672,1/31/2011,11:00:00,0.232,0,2.91,
1673,1/31/2011,14:00:00,0.121,0,2.91,
1674,1/31/2011,17:00:00,0.232,0,2.91,
1675,1/31/2011,20:00:00,0.232,0,2.91,
1676,1/31/2011,23:00:00,0.232,0,2.91,
1677,2/1/2011,2:00:00,0.232,0,2.91,
1678,2/1/2011,5:00:00,0.232,0,2.91,
1679,2/1/2011,8:00:00,0.121,0,2.91,
1680,2/1/2011,11:00:00,-0.102,0,2.91,
1681,2/1/2011,14:00:00,-0.102,0,2.91,
1682,2/1/2011,17:00:00,-0.549,0,2.93,
1683,2/1/2011,20:00:00,-1.684,0,2.91,
1684,2/1/2011,23:00:00,-2.61,0,2.91,
1685,2/2/2011,2:00:00,-1.456,0,2.91,
1686,2/2/2011,5:00:00,-1.341,0,2.91,
1687,2/2/2011,8:00:00,-1.684,0,2.91,
1688,2/2/2011,11:00:00,-2.03,0,2.91,
1689,2/2/2011,14:00:00,-1.684,0,2.91,
1690,2/2/2011,17:00:00,-1.001,0,2.91,
1691,2/2/2011,20:00:00,-0.887,0,2.93,
1692,2/2/2011,23:00:00,-0.887,0,2.93,
1693,2/3/2011,2:00:00,-0.887,0,2.91,
1694,2/3/2011,5:00:00,-0.887,0,2.91,
1695,2/3/2011,8:00:00,-0.549,0,2.93,
1696,2/3/2011,11:00:00,-0.549,0,2.93,
1697,2/3/2011,14:00:00,-0.437,0,2.93,
1698,2/3/2011,17:00:00,-0.325,0,2.91,
1699,2/3/2011,20:00:00,-0.213,0,2.91,
1700,2/3/2011,23:00:00,-0.213,0,2.91,
1701,2/4/2011,2:00:00,-0.213,0,2.91,
1702,2/4/2011,5:00:00,-0.213,0,2.91,
1703,2/4/2011,8:00:00,-0.213,0,2.91,
1704,2/4/2011,11:00:00,-0.102,0,2.91,
1705,2/4/2011,14:00:00,-0.102,0,2.91,
1706,2/4/2011,17:00:00,-0.102,0,2.91,
1707,2/4/2011,20:00:00,-0.102,0,2.91,
1708,2/4/2011,23:00:00,0.01,0,2.91,
1709,2/5/2011,2:00:00,0.01,0,2.91,
1710,2/5/2011,5:00:00,0.01,0,2.91,
1711,2/5/2011,8:00:00,0.01,0,2.91,
1712,2/5/2011,11:00:00,0.01,0,2.91,
1713,2/5/2011,14:00:00,0.01,0,2.91,
1714,2/5/2011,17:00:00,0.01,0,2.91,
1715,2/5/2011,20:00:00,0.01,0,2.91,
1716,2/5/2011,23:00:00,0.01,0,2.91,
1717,2/6/2011,2:00:00,0.01,0,2.91,
1718,2/6/2011,5:00:00,0.01,0,2.91,
1719,2/6/2011,8:00:00,-0.102,0,2.91,
1720,2/6/2011,11:00:00,-0.102,0,2.91,
1721,2/6/2011,14:00:00,-0.102,0,2.91,
1722,2/6/2011,17:00:00,-0.102,0,2.91,
1723,2/6/2011,20:00:00,-0.102,0,2.91,
1724,2/6/2011,23:00:00,-0.102,0,2.91,
1725,2/7/2011,2:00:00,-0.102,0,2.91,
1726,2/7/2011,5:00:00,-0.102,0,2.91,
1727,2/7/2011,8:00:00,-0.213,0,2.91,
1728,2/7/2011,11:00:00,-0.102,0,2.91,
1729,2/7/2011,14:00:00,-0.102,0,2.91,
1730,2/7/2011,17:00:00,-0.102,0,2.91,
1731,2/7/2011,20:00:00,-0.102,0,2.91,
1732,2/7/2011,23:00:00,-0.102,0,2.91,
1733,2/8/2011,2:00:00,-0.102,0,2.91,
1734,2/8/2011,5:00:00,-0.102,0,2.91,
1735,2/8/2011,8:00:00,0.01,0,2.91,
1736,2/8/2011,11:00:00,-0.102,0,2.91,
1737,2/8/2011,14:00:00,-0.102,0,2.91,
1738,2/8/2011,17:00:00,0.01,0,2.91,
1739,2/8/2011,20:00:00,-0.102,0,2.91,
1740,2/8/2011,23:00:00,-0.102,0,2.91,
1741,2/9/2011,2:00:00,-0.102,0,2.91,
1742,2/9/2011,5:00:00,-0.213,0,2.91,
1743,2/9/2011,8:00:00,-0.325,0,2.91,
1744,2/9/2011,11:00:00,-0.213,0,2.91,
1745,2/9/2011,14:00:00,-0.213,0,2.91,
1746,2/9/2011,17:00:00,-0.102,0,2.91,
1747,2/9/2011,20:00:00,-0.102,0,2.91,
1748,2/9/2011,23:00:00,-0.213,0,2.91,
1749,2/10/2011,2:00:00,-0.325,0,2.91,
1750,2/10/2011,5:00:00,-0.437,0,2.93,
1751,2/10/2011,8:00:00,-0.213,0,2.91,
1752,2/10/2011,11:00:00,-0.213,0,2.91,
1753,2/10/2011,14:00:00,-0.102,0,2.91,
1754,2/10/2011,17:00:00,-0.102,0,2.91,
1755,2/10/2011,20:00:00,-0.102,0,2.91,
1756,2/10/2011,23:00:00,-0.102,0,2.91,
1757,2/11/2011,2:00:00,-0.102,0,2.91,
1758,2/11/2011,5:00:00,-0.102,0,2.91,
1759,2/11/2011,8:00:00,-0.102,0,2.91,
1760,2/11/2011,11:00:00,-0.102,0,2.91,
1761,2/11/2011,14:00:00,-0.102,0,2.91,
1762,2/11/2011,17:00:00,0.01,0,2.91,
1763,2/11/2011,20:00:00,0.01,0,2.91,
1764,2/11/2011,23:00:00,0.01,0,2.91,
1765,2/12/2011,2:00:00,0.01,0,2.91,
1766,2/12/2011,5:00:00,0.01,0,2.91,
1767,2/12/2011,8:00:00,0.01,0,2.91,
1768,2/12/2011,11:00:00,0.01,0,2.91,
1769,2/12/2011,14:00:00,0.01,0,2.91,
1770,2/12/2011,17:00:00,0.01,0,2.91,
1771,2/12/2011,20:00:00,0.01,0,2.91,
1772,2/12/2011,23:00:00,0.01,0,2.91,
1773,2/13/2011,2:00:00,0.01,0,2.91,
1774,2/13/2011,5:00:00,0.01,0,2.91,
1775,2/13/2011,8:00:00,0.01,0,2.91,
1776,2/13/2011,11:00:00,0.01,0,2.91,
1777,2/13/2011,14:00:00,0.121,0,2.91,
1778,2/13/2011,17:00:00,0.01,0,2.91,
1779,2/13/2011,20:00:00,0.01,0,2.91,
1780,2/13/2011,23:00:00,0.01,0,2.91,
1781,2/14/2011,2:00:00,0.121,0,2.91,
1782,2/14/2011,5:00:00,0.121,0,2.91,
1783,2/14/2011,8:00:00,0.121,0,2.91,
1784,2/14/2011,11:00:00,0.121,0,2.91,
1785,2/14/2011,14:00:00,0.121,0,2.91,
1786,2/14/2011,17:00:00,0.121,0,2.91,
1787,2/14/2011,20:00:00,0.121,0,2.91,
1788,2/14/2011,23:00:00,0.121,0,2.91,
1789,2/15/2011,2:00:00,0.121,0,2.91,
1790,2/15/2011,5:00:00,0.121,0,2.91,
1791,2/15/2011,8:00:00,0.121,0,2.91,
1792,2/15/2011,11:00:00,0.121,0,2.91,
1793,2/15/2011,14:00:00,0.121,0,2.91,
1794,2/15/2011,17:00:00,0.121,0,2.91,
1795,2/15/2011,20:00:00,0.121,0,2.91,
1796,2/15/2011,23:00:00,0.121,0,2.91,
1797,2/16/2011,2:00:00,0.121,0,2.91,
1798,2/16/2011,5:00:00,0.121,0,2.91,
1799,2/16/2011,8:00:00,0.232,0,2.91,
1800,2/16/2011,11:00:00,0.232,0,2.91,
1801,2/16/2011,14:00:00,0.121,0,2.91,
1802,2/16/2011,17:00:00,0.232,0,2.91,
1803,2/16/2011,20:00:00,0.232,0,2.91,
1804,2/16/2011,23:00:00,0.232,0,2.91,
1805,2/17/2011,2:00:00,0.121,0,2.91,
1806,2/17/2011,5:00:00,0.121,0,2.91,
1807,2/17/2011,8:00:00,0.121,0,2.91,
1808,2/17/2011,11:00:00,0.121,0,2.91,
1809,2/17/2011,14:00:00,0.121,0,2.91,
1810,2/17/2011,17:00:00,0.232,0,2.91,
1811,2/17/2011,20:00:00,0.232,0,2.91,
1812,2/17/2011,23:00:00,0.232,0,2.91,
1813,2/18/2011,2:00:00,0.232,0,2.91,
1814,2/18/2011,5:00:00,0.232,0,2.91,
1815,2/18/2011,8:00:00,0.232,0,2.91,
1816,2/18/2011,11:00:00,0.121,0,2.91,
1817,2/18/2011,14:00:00,0.232,0,2.91,
1818,2/18/2011,17:00:00,0.232,0,2.91,
1819,2/18/2011,20:00:00,0.232,0,2.91,
1820,2/18/2011,23:00:00,0.232,0,2.91,
1821,2/19/2011,2:00:00,0.232,0,2.91,
1822,2/19/2011,5:00:00,0.232,0,2.91,
1823,2/19/2011,8:00:00,0.232,0,2.91,
1824,2/19/2011,11:00:00,0.232,0,2.91,
1825,2/19/2011,14:00:00,0.232,0,2.91,
1826,2/19/2011,17:00:00,0.232,0,2.91,
1827,2/19/2011,20:00:00,0.232,0,2.91,
1828,2/19/2011,23:00:00,0.232,0,2.91,
1829,2/20/2011,2:00:00,0.232,0,2.91,
1830,2/20/2011,5:00:00,0.232,0,2.91,
1831,2/20/2011,8:00:00,0.232,0,2.91,
1832,2/20/2011,11:00:00,0.232,0,2.91,
1833,2/20/2011,14:00:00,0.232,0,2.91,
1834,2/20/2011,17:00:00,0.232,0,2.91,
1835,2/20/2011,20:00:00,0.232,0,2.91,
1836,2/20/2011,23:00:00,0.232,0,2.91,
1837,2/21/2011,2:00:00,0.121,0,2.91,
1838,2/21/2011,5:00:00,0.121,0,2.91,
1839,2/21/2011,8:00:00,0.232,0,2.91,
1840,2/21/2011,11:00:00,0.232,0,2.91,
1841,2/21/2011,14:00:00,0.232,0,2.91,
1842,2/21/2011,17:00:00,0.232,0,2.91,
1843,2/21/2011,20:00:00,0.232,0,2.91,
1844,2/21/2011,23:00:00,0.232,0,2.91,
1845,2/22/2011,2:00:00,0.232,0,2.91,
1846,2/22/2011,5:00:00,0.232,0,2.91,
1847,2/22/2011,8:00:00,0.232,0,2.91,
1848,2/22/2011,11:00:00,0.232,0,2.91,
1849,2/22/2011,14:00:00,0.232,0,2.91,
1850,2/22/2011,17:00:00,0.343,0,2.91,
1851,2/22/2011,20:00:00,0.343,0,2.91,
1852,2/22/2011,23:00:00,0.343,0,2.91,
1853,2/23/2011,2:00:00,0.232,0,2.91,
1854,2/23/2011,5:00:00,0.232,0,2.91,
1855,2/23/2011,8:00:00,0.232,0,2.91,
1856,2/23/2011,11:00:00,0.343,0,2.91,
1857,2/23/2011,14:00:00,0.232,0,2.91,
1858,2/23/2011,17:00:00,0.343,0,2.91,
1859,2/23/2011,20:00:00,0.343,0,2.91,
1860,2/23/2011,23:00:00,0.343,0,2.91,
1861,2/24/2011,2:00:00,0.343,0,2.91,
1862,2/24/2011,5:00:00,0.232,0,2.91,
1863,2/24/2011,8:00:00,0.232,0,2.91,
1864,2/24/2011,11:00:00,0.232,0,2.91,
1865,2/24/2011,14:00:00,0.232,0,2.91,
1866,2/24/2011,17:00:00,0.232,0,2.91,
1867,2/24/2011,20:00:00,0.232,0,2.91,
1868,2/24/2011,23:00:00,0.232,0,2.91,
1869,2/25/2011,2:00:00,0.232,0,2.91,
1870,2/25/2011,5:00:00,0.232,0,2.91,
1871,2/25/2011,8:00:00,0.232,0,2.91,
1872,2/25/2011,11:00:00,0.232,0,2.91,
1873,2/25/2011,14:00:00,0.232,0,2.91,
1874,2/25/2011,17:00:00,0.232,0,2.91,
1875,2/25/2011,20:00:00,0.232,0,2.91,
1876,2/25/2011,23:00:00,0.343,0,2.91,
1877,2/26/2011,2:00:00,0.343,0,2.91,
1878,2/26/2011,5:00:00,0.232,0,2.91,
1879,2/26/2011,8:00:00,0.232,0,2.91,
1880,2/26/2011,11:00:00,0.232,0,2.91,
1881,2/26/2011,14:00:00,0.121,0,2.91,
1882,2/26/2011,17:00:00,0.232,0,2.91,
1883,2/26/2011,20:00:00,0.343,0,2.91,
1884,2/26/2011,23:00:00,0.343,0,2.91,
1885,2/27/2011,2:00:00,0.232,0,2.91,
1886,2/27/2011,5:00:00,0.232,0,2.91,
1887,2/27/2011,8:00:00,0.121,0,2.91,
1888,2/27/2011,11:00:00,0.121,0,2.91,
1889,2/27/2011,14:00:00,0.232,0,2.91,
1890,2/27/2011,17:00:00,0.232,0,2.91,
1891,2/27/2011,20:00:00,0.121,0,2.91,
1892,2/27/2011,23:00:00,0.232,0,2.91,
1893,2/28/2011,2:00:00,0.121,0,2.91,
1894,2/28/2011,5:00:00,0.232,0,2.91,
1895,2/28/2011,8:00:00,0.232,0,2.91,
1896,2/28/2011,11:00:00,0.232,0,2.91,
1897,2/28/2011,14:00:00,0.232,0,2.91,
1898,2/28/2011,17:00:00,0.343,0,2.91,
1899,2/28/2011,20:00:00,0.343,0,2.91,
1900,2/28/2011,23:00:00,0.343,0,2.91,
1901,3/1/2011,2:00:00,0.343,0,2.91,
1902,3/1/2011,5:00:00,0.232,0,2.91,
1903,3/1/2011,8:00:00,0.232,0,2.91,
1904,3/1/2011,11:00:00,0.232,0,2.91,
1905,3/1/2011,14:00:00,0.232,0,2.91,
1906,3/1/2011,17:00:00,0.343,0,2.91,
1907,3/1/2011,20:00:00,0.232,0,2.91,
1908,3/1/2011,23:00:00,0.232,0,2.91,
1909,3/2/2011,2:00:00,0.232,0,2.91,
1910,3/2/2011,5:00:00,0.232,0,2.91,
1911,3/2/2011,8:00:00,0.343,0,2.91,
1912,3/2/2011,11:00:00,0.343,0,2.91,
1913,3/2/2011,14:00:00,0.343,0,2.91,
1914,3/2/2011,17:00:00,0.343,0,2.91,
1915,3/2/2011,20:00:00,0.343,0,2.91,
1916,3/2/2011,23:00:00,0.343,0,2.91,
1917,3/3/2011,2:00:00,0.343,0,2.91,
1918,3/3/2011,5:00:00,0.343,0,2.91,
1919,3/3/2011,8:00:00,0.343,0,2.91,
1920,3/3/2011,11:00:00,0.343,0,2.91,
1921,3/3/2011,14:00:00,0.343,0,2.91,
1922,3/3/2011,17:00:00,0.343,0,2.91,
1923,3/3/2011,20:00:00,0.343,0,2.91,
1924,3/3/2011,23:00:00,0.343,0,2.91,
1925,3/4/2011,2:00:00,0.343,0,2.91,
1926,3/4/2011,5:00:00,0.343,0,2.91,
1927,3/4/2011,8:00:00,0.343,0,2.91,
1928,3/4/2011,11:00:00,0.343,0,2.91,
1929,3/4/2011,14:00:00,0.232,0,2.91,
1930,3/4/2011,17:00:00,0.232,0,2.91,
1931,3/4/2011,20:00:00,0.232,0,2.91,
1932,3/4/2011,23:00:00,0.343,0,2.91,
1933,3/5/2011,2:00:00,0.232,0,2.91,
1934,3/5/2011,5:00:00,0.232,0,2.91,
1935,3/5/2011,8:00:00,0.232,0,2.91,
1936,3/5/2011,11:00:00,0.232,0,2.91,
1937,3/5/2011,14:00:00,0.232,0,2.91,
1938,3/5/2011,17:00:00,0.232,0,2.91,
1939,3/5/2011,20:00:00,0.343,0,2.91,
1940,3/5/2011,23:00:00,0.232,0,2.91,
1941,3/6/2011,2:00:00,0.232,0,2.91,
1942,3/6/2011,5:00:00,0.232,0,2.91,
1943,3/6/2011,8:00:00,0.232,0,2.91,
1944,3/6/2011,11:00:00,0.232,0,2.91,
1945,3/6/2011,14:00:00,0.232,0,2.91,
1946,3/6/2011,17:00:00,0.232,0,2.91,
1947,3/6/2011,20:00:00,0.232,0,2.91,
1948,3/6/2011,23:00:00,0.232,0,2.91,
1949,3/7/2011,2:00:00,0.232,0,2.91,
1950,3/7/2011,5:00:00,0.232,0,2.91,
1951,3/7/2011,8:00:00,0.343,0,2.91,
1952,3/7/2011,11:00:00,0.343,0,2.91,
1953,3/7/2011,14:00:00,0.232,0,2.91,
1954,3/7/2011,17:00:00,0.343,0,2.91,
1955,3/7/2011,20:00:00,0.232,0,2.91,
1956,3/7/2011,23:00:00,0.232,0,2.91,
1957,3/8/2011,2:00:00,0.232,0,2.91,
1958,3/8/2011,5:00:00,0.232,0,2.91,
1959,3/8/2011,8:00:00,0.232,0,2.91,
1960,3/8/2011,11:00:00,0.232,0,2.91,
1961,3/8/2011,14:00:00,0.232,0,2.91,
1962,3/8/2011,17:00:00,0.232,0,2.91,
1963,3/8/2011,20:00:00,0.232,0,2.91,
1964,3/8/2011,23:00:00,0.232,0,2.91,
1965,3/9/2011,2:00:00,0.232,0,2.91,
1966,3/9/2011,5:00:00,0.232,0,2.91,
1967,3/9/2011,8:00:00,0.232,0,2.91,
1968,3/9/2011,11:00:00,0.232,0,2.91,
1969,3/9/2011,14:00:00,0.343,0,2.91,
1970,3/9/2011,17:00:00,0.343,0,2.91,
1971,3/9/2011,20:00:00,0.343,0,2.91,
1972,3/9/2011,23:00:00,0.343,0,2.91,
1973,3/10/2011,2:00:00,0.232,0,2.91,
1974,3/10/2011,5:00:00,0.343,0,2.91,
1975,3/10/2011,8:00:00,0.232,0,2.91,
1976,3/10/2011,11:00:00,0.343,0,2.91,
1977,3/10/2011,14:00:00,0.343,0,2.91,
1978,3/10/2011,17:00:00,0.232,0,2.91,
1979,3/10/2011,20:00:00,0.343,0,2.91,
1980,3/10/2011,23:00:00,0.343,0,2.91,
1981,3/11/2011,2:00:00,0.343,0,2.91,
1982,3/11/2011,5:00:00,0.343,0,2.91,
1983,3/11/2011,8:00:00,0.343,0,2.91,
1984,3/11/2011,11:00:00,0.343,0,2.91,
1985,3/11/2011,14:00:00,0.343,0,2.91,
1986,3/11/2011,17:00:00,0.343,0,2.91,
1987,3/11/2011,20:00:00,0.343,0,2.91,
1988,3/11/2011,23:00:00,0.343,0,2.91,
1989,3/12/2011,2:00:00,0.343,0,2.91,
1990,3/12/2011,5:00:00,0.343,0,2.91,
1991,3/12/2011,8:00:00,0.343,0,2.91,
1992,3/12/2011,11:00:00,0.343,0,2.91,
1993,3/12/2011,14:00:00,0.343,0,2.91,
1994,3/12/2011,17:00:00,0.343,0,2.91,
1995,3/12/2011,20:00:00,0.343,0,2.91,
1996,3/12/2011,23:00:00,0.343,0,2.91,
1997,3/13/2011,2:00:00,0.343,0,2.91,
1998,3/13/2011,5:00:00,0.343,0,2.91,
1999,3/13/2011,8:00:00,0.343,0,2.91,
2000,3/13/2011,11:00:00,0.343,0,2.91,
2001,3/13/2011,14:00:00,0.343,0,2.91,
2002,3/13/2011,17:00:00,0.343,0,2.91,
2003,3/13/2011,20:00:00,0.343,0,2.91,
2004,3/13/2011,23:00:00,0.343,0,2.91,
2005,3/14/2011,2:00:00,0.343,0,2.91,
2006,3/14/2011,5:00:00,0.343,0,2.91,
2007,3/14/2011,8:00:00,0.343,0,2.91,
2008,3/14/2011,11:00:00,0.343,0,2.91,
2009,3/14/2011,14:00:00,0.343,0,2.91,
2010,3/14/2011,17:00:00,0.343,0,2.91,
2011,3/14/2011,20:00:00,0.343,0,2.91,
2012,3/14/2011,23:00:00,0.343,0,2.91,
2013,3/15/2011,2:00:00,0.343,0,2.91,
2014,3/15/2011,5:00:00,0.343,0,2.91,
2015,3/15/2011,8:00:00,0.343,0,2.91,
2016,3/15/2011,11:00:00,0.343,0,2.91,
2017,3/15/2011,14:00:00,0.343,0,2.91,
2018,3/15/2011,17:00:00,0.343,0,2.91,
2019,3/15/2011,20:00:00,0.232,0,2.91,
2020,3/15/2011,23:00:00,0.232,0,2.91,
2021,3/16/2011,2:00:00,0.232,0,2.91,
2022,3/16/2011,5:00:00,0.232,0,2.91,
2023,3/16/2011,8:00:00,0.232,0,2.91,
2024,3/16/2011,11:00:00,0.343,86.1,2.91,
2025,3/16/2011,14:00:00,0.232,0,2.91,
2026,3/16/2011,17:00:00,0.232,0,2.91,
2027,3/16/2011,20:00:00,0.232,0,2.91,
2028,3/16/2011,23:00:00,0.232,0,2.91,
2029,3/17/2011,2:00:00,0.232,0,2.91,
2030,3/17/2011,5:00:00,0.232,0,2.91,
2031,3/17/2011,8:00:00,0.232,0,2.91,
2032,3/17/2011,11:00:00,0.343,150.7,2.91,
2033,3/17/2011,14:00:00,0.232,10.8,2.91,
2034,3/17/2011,17:00:00,0.232,0,2.91,
2035,3/17/2011,20:00:00,0.232,0,2.91,
2036,3/17/2011,23:00:00,0.232,0,2.91,
2037,3/18/2011,2:00:00,0.232,0,2.91,
2038,3/18/2011,5:00:00,0.232,0,2.91,
2039,3/18/2011,8:00:00,0.232,0,2.91,
2040,3/18/2011,11:00:00,0.343,129.2,2.91,
2041,3/18/2011,14:00:00,0.232,21.5,2.91,
2042,3/18/2011,17:00:00,0.232,0,2.91,
2043,3/18/2011,20:00:00,0.232,0,2.91,
2044,3/18/2011,23:00:00,0.232,0,2.91,
2045,3/19/2011,2:00:00,0.232,0,2.91,
2046,3/19/2011,5:00:00,0.232,0,2.91,
2047,3/19/2011,8:00:00,0.232,0,2.91,
2048,3/19/2011,11:00:00,0.453,624.3,2.91,
2049,3/19/2011,14:00:00,0.232,53.8,2.91,
2050,3/19/2011,17:00:00,0.232,10.8,2.91,
2051,3/19/2011,20:00:00,0.343,0,2.91,
2052,3/19/2011,23:00:00,0.232,0,2.91,
2053,3/20/2011,2:00:00,0.232,0,2.91,
2054,3/20/2011,5:00:00,0.232,0,2.91,
2055,3/20/2011,8:00:00,0.232,0,2.91,
2056,3/20/2011,11:00:00,0.563,764.2,2.91,
2057,3/20/2011,14:00:00,0.343,279.9,2.91,
2058,3/20/2011,17:00:00,0.343,139.9,2.91,
2059,3/20/2011,20:00:00,0.232,0,2.91,
2060,3/20/2011,23:00:00,0.232,0,2.91,
2061,3/21/2011,2:00:00,0.343,0,2.91,
2062,3/21/2011,5:00:00,0.343,0,2.91,
2063,3/21/2011,8:00:00,0.343,86.1,2.91,
2064,3/21/2011,11:00:00,0.674,1377.8,2.91,
2065,3/21/2011,14:00:00,0.563,355.2,2.91,
2066,3/21/2011,17:00:00,0.563,193.8,2.91,
2067,3/21/2011,20:00:00,0.453,0,2.91,
2068,3/21/2011,23:00:00,0.453,0,2.91,
2069,3/22/2011,2:00:00,0.453,0,2.91,
2070,3/22/2011,5:00:00,0.343,0,2.91,
2071,3/22/2011,8:00:00,0.453,21.5,2.91,
2072,3/22/2011,11:00:00,0.453,43.1,2.91,
2073,3/22/2011,14:00:00,0.453,96.9,2.91,
2074,3/22/2011,17:00:00,0.453,0,2.91,
2075,3/22/2011,20:00:00,0.343,0,2.91,
2076,3/22/2011,23:00:00,0.343,0,2.91,
2077,3/23/2011,2:00:00,0.343,0,2.91,
2078,3/23/2011,5:00:00,0.343,0,2.91,
2079,3/23/2011,8:00:00,0.121,0,2.91,
2080,3/23/2011,11:00:00,0.784,2066.7,2.91,
2081,3/23/2011,14:00:00,0.563,226,2.91,
2082,3/23/2011,17:00:00,0.563,0,2.91,
2083,3/23/2011,20:00:00,0.453,0,2.91,
2084,3/23/2011,23:00:00,0.232,0,2.91,
2085,3/24/2011,2:00:00,0.232,0,2.91,
2086,3/24/2011,5:00:00,0.343,0,2.91,
2087,3/24/2011,8:00:00,0.453,0,2.91,
2088,3/24/2011,11:00:00,1.221,2583.4,2.93,
2089,3/24/2011,14:00:00,0.784,559.7,2.93,
2090,3/24/2011,17:00:00,0.563,32.3,2.91,
2091,3/24/2011,20:00:00,0.453,0,2.91,
2092,3/24/2011,23:00:00,0.343,0,2.91,
2093,3/25/2011,2:00:00,0.232,0,2.91,
2094,3/25/2011,5:00:00,0.232,0,2.91,
2095,3/25/2011,8:00:00,0.232,21.5,2.91,
2096,3/25/2011,11:00:00,1.656,2497.2,2.93,
2097,3/25/2011,14:00:00,1.112,516.7,2.93,
2098,3/25/2011,17:00:00,0.893,344.4,2.93,
2099,3/25/2011,20:00:00,0.563,0,2.93,
2100,3/25/2011,23:00:00,0.563,0,2.91,
2101,3/26/2011,2:00:00,0.453,0,2.91,
2102,3/26/2011,5:00:00,0.343,0,2.91,
2103,3/26/2011,8:00:00,0.232,10.8,2.91,
2104,3/26/2011,11:00:00,2.517,1001,2.93,
2105,3/26/2011,14:00:00,1.221,269.1,2.93,
2106,3/26/2011,17:00:00,0.893,355.2,2.93,
2107,3/26/2011,20:00:00,0.784,0,2.93,
2108,3/26/2011,23:00:00,0.674,0,2.93,
2109,3/27/2011,2:00:00,0.674,0,2.93,
2110,3/27/2011,5:00:00,0.563,0,2.93,
2111,3/27/2011,8:00:00,0.563,215.3,2.93,
2112,3/27/2011,11:00:00,1.221,688.9,2.93,
2113,3/27/2011,14:00:00,1.33,775,2.93,
2114,3/27/2011,17:00:00,0.893,312.2,2.93,
2115,3/27/2011,20:00:00,0.674,0,2.93,
2116,3/27/2011,23:00:00,0.563,0,2.93,
2117,3/28/2011,2:00:00,0.563,0,2.93,
