Plot Title: 1208164,,,,,,
#,"Date Time, GMT-06:00","Date Time, GMT-06:00","Temp, °C (LGR S/N: 1208164, SEN S/N: 1208164)","Intensity, Lux (LGR S/N: 1208164, SEN S/N: 1208164)","Batt, V (LGR S/N: 1208164, SEN S/N: 1208164)",End Of File (LGR S/N: 1208164)
2118,3/28/2011,5:00:00,0.563,0,2.93,
2119,3/28/2011,8:00:00,0.563,96.9,2.93,
2120,3/28/2011,11:00:00,3.155,1808.3,2.93,
2121,3/28/2011,14:00:00,1.33,1141,2.93,
2122,3/28/2011,17:00:00,1.112,139.9,2.93,
2123,3/28/2011,20:00:00,1.003,0,2.93,
2124,3/28/2011,23:00:00,1.003,0,2.93,
2125,3/29/2011,2:00:00,0.893,0,2.93,
2126,3/29/2011,5:00:00,0.784,0,2.93,
2127,3/29/2011,8:00:00,0.674,172.2,2.93,
2128,3/29/2011,11:00:00,3.049,1894.5,2.93,
2129,3/29/2011,14:00:00,1.548,1463.9,2.93,
2130,3/29/2011,17:00:00,1.33,322.9,2.93,
2131,3/29/2011,20:00:00,1.221,0,2.93,
2132,3/29/2011,23:00:00,1.003,0,2.93,
2133,3/30/2011,2:00:00,1.003,0,2.93,
2134,3/30/2011,5:00:00,1.003,0,2.93,
2135,3/30/2011,8:00:00,1.003,538.2,2.93,
2136,3/30/2011,11:00:00,2.088,3961.1,2.93,
2137,3/30/2011,14:00:00,1.872,2411.1,2.93,
2138,3/30/2011,17:00:00,1.439,559.7,2.93,
2139,3/30/2011,20:00:00,1.33,0,2.93,
2140,3/30/2011,23:00:00,1.33,0,2.93,
2141,3/31/2011,2:00:00,1.221,0,2.93,
2142,3/31/2011,5:00:00,1.221,0,2.93,
2143,3/31/2011,8:00:00,1.221,172.2,2.93,
2144,3/31/2011,11:00:00,3.261,1722.2,2.93,
2145,3/31/2011,14:00:00,2.41,2927.8,2.93,
2146,3/31/2011,17:00:00,1.872,64.6,2.93,
2147,3/31/2011,20:00:00,1.764,0,2.93,
2148,3/31/2011,23:00:00,1.656,0,2.93,
2149,4/1/2011,2:00:00,1.548,0,2.93,
2150,4/1/2011,5:00:00,1.548,0,2.93,
2151,4/1/2011,8:00:00,1.548,75.3,2.93,
2152,4/1/2011,11:00:00,3.367,1302.4,2.93,
2153,4/1/2011,14:00:00,2.73,742.7,2.93,
2154,4/1/2011,17:00:00,2.195,53.8,2.93,
2155,4/1/2011,20:00:00,2.088,0,2.93,
2156,4/1/2011,23:00:00,1.98,0,2.93,
2157,4/2/2011,2:00:00,1.872,0,2.93,
2158,4/2/2011,5:00:00,1.872,0,2.93,
2159,4/2/2011,8:00:00,1.764,118.4,2.93,
2160,4/2/2011,11:00:00,3.788,2325,2.93,
2161,4/2/2011,14:00:00,3.261,1808.3,2.93,
2162,4/2/2011,17:00:00,3.049,656.6,2.93,
2163,4/2/2011,20:00:00,2.73,0,2.93,
2164,4/2/2011,23:00:00,2.624,0,2.93,
2165,4/3/2011,2:00:00,2.624,0,2.93,
2166,4/3/2011,5:00:00,2.624,0,2.93,
2167,4/3/2011,8:00:00,2.624,301.4,2.93,
2168,4/3/2011,11:00:00,2.837,914.9,2.93,
2169,4/3/2011,14:00:00,3.155,570.5,2.95,
2170,4/3/2011,17:00:00,3.049,215.3,2.95,
2171,4/3/2011,20:00:00,2.837,0,2.93,
2172,4/3/2011,23:00:00,2.517,0,2.93,
2173,4/4/2011,2:00:00,2.088,0,2.93,
2174,4/4/2011,5:00:00,1.764,0,2.93,
2175,4/4/2011,8:00:00,1.656,53.8,2.93,
2176,4/4/2011,11:00:00,3.472,1894.5,2.93,
2177,4/4/2011,14:00:00,3.049,1550,2.93,
2178,4/4/2011,17:00:00,2.624,64.6,2.93,
2179,4/4/2011,20:00:00,2.41,0,2.93,
2180,4/4/2011,23:00:00,2.195,0,2.93,
2181,4/5/2011,2:00:00,2.195,0,2.93,
2182,4/5/2011,5:00:00,2.088,0,2.93,
2183,4/5/2011,8:00:00,2.088,75.3,2.93,
2184,4/5/2011,11:00:00,4.102,1808.3,2.95,
2185,4/5/2011,14:00:00,3.683,344.4,2.95,
2186,4/5/2011,17:00:00,3.472,376.7,2.95,
2187,4/5/2011,20:00:00,3.155,0,2.95,
2188,4/5/2011,23:00:00,2.943,0,2.95,
2189,4/6/2011,2:00:00,2.73,0,2.95,
2190,4/6/2011,5:00:00,2.624,0,2.93,
2191,4/6/2011,8:00:00,2.517,129.2,2.93,
2192,4/6/2011,11:00:00,4.311,2669.5,2.95,
2193,4/6/2011,14:00:00,3.683,1636.1,2.95,
2194,4/6/2011,17:00:00,3.578,215.3,2.95,
2195,4/6/2011,20:00:00,3.261,0,2.95,
2196,4/6/2011,23:00:00,2.73,0,2.95,
2197,4/7/2011,2:00:00,2.837,0,2.95,
2198,4/7/2011,5:00:00,2.73,0,2.95,
2199,4/7/2011,8:00:00,2.303,139.9,2.93,
2200,4/7/2011,11:00:00,2.303,279.9,2.93,
2201,4/7/2011,14:00:00,2.517,462.9,2.93,
2202,4/7/2011,17:00:00,2.624,150.7,2.95,
2203,4/7/2011,20:00:00,2.517,0,2.93,
2204,4/7/2011,23:00:00,2.303,0,2.93,
2205,4/8/2011,2:00:00,2.088,0,2.93,
2206,4/8/2011,5:00:00,2.088,0,2.93,
2207,4/8/2011,8:00:00,2.088,129.2,2.93,
2208,4/8/2011,11:00:00,4.102,3444.5,2.95,
2209,4/8/2011,14:00:00,3.261,409,2.95,
2210,4/8/2011,17:00:00,3.049,129.2,2.95,
2211,4/8/2011,20:00:00,2.837,0,2.95,
2212,4/8/2011,23:00:00,2.624,0,2.95,
2213,4/9/2011,2:00:00,2.624,0,2.93,
2214,4/9/2011,5:00:00,2.517,0,2.93,
2215,4/9/2011,8:00:00,2.41,279.9,2.93,
2216,4/9/2011,11:00:00,2.837,785.8,2.95,
2217,4/9/2011,14:00:00,3.049,1808.3,2.95,
2218,4/9/2011,17:00:00,3.049,2411.1,2.95,
2219,4/9/2011,20:00:00,2.624,0,2.95,
2220,4/9/2011,23:00:00,1.98,0,2.93,
2221,4/10/2011,2:00:00,1.872,0,2.93,
2222,4/10/2011,5:00:00,1.656,0,2.93,
2223,4/10/2011,8:00:00,1.548,495.1,2.93,
2224,4/10/2011,11:00:00,3.472,10677.8,2.95,
2225,4/10/2011,14:00:00,2.517,3100,2.93,
2226,4/10/2011,17:00:00,2.41,1550,2.93,
2227,4/10/2011,20:00:00,2.088,0,2.93,
2228,4/10/2011,23:00:00,1.872,0,2.93,
2229,4/11/2011,2:00:00,1.656,0,2.93,
2230,4/11/2011,5:00:00,1.548,0,2.93,
2231,4/11/2011,8:00:00,1.439,538.2,2.93,
2232,4/11/2011,11:00:00,3.893,5511.1,2.95,
2233,4/11/2011,14:00:00,3.261,3616.7,2.95,
2234,4/11/2011,17:00:00,3.155,1980.6,2.95,
2235,4/11/2011,20:00:00,2.517,0,2.93,
2236,4/11/2011,23:00:00,2.303,0,2.93,
2237,4/12/2011,2:00:00,2.195,0,2.93,
2238,4/12/2011,5:00:00,2.088,0,2.93,
2239,4/12/2011,8:00:00,1.98,1636.1,2.93,
2240,4/12/2011,11:00:00,3.578,10677.8,2.95,
2241,4/12/2011,14:00:00,3.578,11711.2,2.95,
2242,4/12/2011,17:00:00,3.261,441.3,2.95,
2243,4/12/2011,20:00:00,2.837,0,2.95,
2244,4/12/2011,23:00:00,2.41,0,2.93,
2245,4/13/2011,2:00:00,2.41,0,2.93,
2246,4/13/2011,5:00:00,2.195,0,2.93,
2247,4/13/2011,8:00:00,1.98,678.1,2.93,
2248,4/13/2011,11:00:00,4.831,7577.8,2.93,
2249,4/13/2011,14:00:00,4.623,30311.3,2.95,
2250,4/13/2011,17:00:00,3.788,613.5,2.95,
2251,4/13/2011,20:00:00,3.261,0,2.95,
2252,4/13/2011,23:00:00,2.837,0,2.95,
2253,4/14/2011,2:00:00,2.517,0,2.95,
2254,4/14/2011,5:00:00,2.195,0,2.93,
2255,4/14/2011,8:00:00,1.98,2927.8,2.93,
2256,4/14/2011,11:00:00,4.311,8266.7,2.95,
2257,4/14/2011,14:00:00,3.683,8611.2,2.95,
2258,4/14/2011,17:00:00,3.049,527.4,2.95,
2259,4/14/2011,20:00:00,2.41,0,2.95,
2260,4/14/2011,23:00:00,1.98,0,2.93,
2261,4/15/2011,2:00:00,1.764,0,2.93,
2262,4/15/2011,5:00:00,1.548,0,2.93,
2263,4/15/2011,8:00:00,1.548,592,2.93,
2264,4/15/2011,11:00:00,4.207,8611.2,2.95,
2265,4/15/2011,14:00:00,3.472,3444.5,2.95,
2266,4/15/2011,17:00:00,3.155,430.6,2.95,
2267,4/15/2011,20:00:00,2.837,0,2.95,
2268,4/15/2011,23:00:00,2.41,0,2.95,
2269,4/16/2011,2:00:00,2.088,0,2.93,
2270,4/16/2011,5:00:00,1.872,0,2.93,
2271,4/16/2011,8:00:00,1.98,731.9,2.93,
2272,4/16/2011,11:00:00,4.519,12400.1,2.95,
2273,4/16/2011,14:00:00,4.415,7577.8,2.95,
2274,4/16/2011,17:00:00,3.893,559.7,2.95,
2275,4/16/2011,20:00:00,3.472,0,2.95,
2276,4/16/2011,23:00:00,3.049,0,2.95,
2277,4/17/2011,2:00:00,2.837,0,2.95,
2278,4/17/2011,5:00:00,2.624,0,2.95,
2279,4/17/2011,8:00:00,2.624,527.4,2.95,
2280,4/17/2011,11:00:00,5.552,11022.3,2.93,
2281,4/17/2011,14:00:00,5.45,13089,2.93,
2282,4/17/2011,17:00:00,4.831,495.1,2.93,
2283,4/17/2011,20:00:00,4.207,0,2.95,
2284,4/17/2011,23:00:00,3.893,0,2.95,
2285,4/18/2011,2:00:00,3.578,0,2.95,
2286,4/18/2011,5:00:00,3.367,0,2.95,
2287,4/18/2011,8:00:00,3.155,462.9,2.95,
2288,4/18/2011,11:00:00,6.268,10677.8,2.93,
2289,4/18/2011,14:00:00,5.655,13089,2.93,
2290,4/18/2011,17:00:00,5.141,1033.3,2.93,
2291,4/18/2011,20:00:00,4.519,0,2.95,
2292,4/18/2011,23:00:00,4.207,0,2.95,
2293,4/19/2011,2:00:00,3.893,0,2.95,
2294,4/19/2011,5:00:00,3.578,0,2.95,
2295,4/19/2011,8:00:00,3.049,215.3,2.95,
2296,4/19/2011,11:00:00,3.998,5166.7,2.95,
2297,4/19/2011,14:00:00,5.141,9644.5,2.93,
2298,4/19/2011,17:00:00,4.623,839.6,2.95,
2299,4/19/2011,20:00:00,3.998,0,2.95,
2300,4/19/2011,23:00:00,3.261,0,2.95,
2301,4/20/2011,2:00:00,3.049,0,2.95,
2302,4/20/2011,5:00:00,2.837,0,2.95,
2303,4/20/2011,8:00:00,2.73,538.2,2.95,
2304,4/20/2011,11:00:00,6.064,15155.7,2.93,
2305,4/20/2011,14:00:00,5.655,2755.6,2.95,
2306,4/20/2011,17:00:00,5.037,409,2.93,
2307,4/20/2011,20:00:00,4.415,0,2.95,
2308,4/20/2011,23:00:00,4.102,0,2.95,
2309,4/21/2011,2:00:00,3.683,0,2.95,
2310,4/21/2011,5:00:00,3.367,0,2.95,
2311,4/21/2011,8:00:00,3.155,462.9,2.95,
2312,4/21/2011,11:00:00,6.064,18600.1,2.93,
2313,4/21/2011,14:00:00,5.757,1722.2,2.95,
2314,4/21/2011,17:00:00,5.141,398.3,2.93,
2315,4/21/2011,20:00:00,4.519,0,2.95,
2316,4/21/2011,23:00:00,3.893,0,2.95,
2317,4/22/2011,2:00:00,3.578,0,2.95,
2318,4/22/2011,5:00:00,3.155,0,2.95,
2319,4/22/2011,8:00:00,2.837,387.5,2.95,
2320,4/22/2011,11:00:00,6.064,16533.4,2.95,
2321,4/22/2011,14:00:00,5.552,2927.8,2.95,
2322,4/22/2011,17:00:00,5.141,1894.5,2.93,
2323,4/22/2011,20:00:00,4.415,0,2.95,
2324,4/22/2011,23:00:00,3.683,0,2.95,
2325,4/23/2011,2:00:00,3.367,0,2.95,
2326,4/23/2011,5:00:00,3.155,0,2.95,
2327,4/23/2011,8:00:00,3.155,785.8,2.95,
2328,4/23/2011,11:00:00,3.788,6200,2.95,
2329,4/23/2011,14:00:00,4.102,3616.7,2.95,
2330,4/23/2011,17:00:00,3.893,1894.5,2.95,
2331,4/23/2011,20:00:00,3.472,0,2.95,
2332,4/23/2011,23:00:00,3.367,0,2.95,
2333,4/24/2011,2:00:00,3.155,0,2.95,
2334,4/24/2011,5:00:00,2.943,0,2.95,
2335,4/24/2011,8:00:00,3.049,1550,2.95,
2336,4/24/2011,11:00:00,3.578,2411.1,2.95,
2337,4/24/2011,14:00:00,4.727,6544.5,2.95,
2338,4/24/2011,17:00:00,3.578,118.4,2.95,
2339,4/24/2011,20:00:00,3.261,0,2.95,
2340,4/24/2011,23:00:00,3.049,0,2.95,
2341,4/25/2011,2:00:00,2.517,0,2.95,
2342,4/25/2011,5:00:00,2.41,0,2.95,
2343,4/25/2011,8:00:00,2.41,1270.1,2.95,
2344,4/25/2011,11:00:00,2.943,3100,2.95,
2345,4/25/2011,14:00:00,3.367,4650,2.95,
2346,4/25/2011,17:00:00,3.049,312.2,2.95,
2347,4/25/2011,20:00:00,2.73,0,2.95,
2348,4/25/2011,23:00:00,2.624,0,2.95,
2349,4/26/2011,2:00:00,2.41,0,2.95,
2350,4/26/2011,5:00:00,2.41,0,2.95,
2351,4/26/2011,8:00:00,2.303,904.2,2.95,
2352,4/26/2011,11:00:00,2.943,7233.4,2.95,
2353,4/26/2011,14:00:00,2.303,807.3,2.95,
2354,4/26/2011,17:00:00,2.195,990.3,2.95,
2355,4/26/2011,20:00:00,1.98,0,2.95,
2356,4/26/2011,23:00:00,1.656,0,2.93,
2357,4/27/2011,2:00:00,1.439,0,2.93,
2358,4/27/2011,5:00:00,1.221,0,2.93,
2359,4/27/2011,8:00:00,1.112,398.3,2.93,
2360,4/27/2011,11:00:00,3.472,5338.9,2.95,
2361,4/27/2011,14:00:00,3.261,1550,2.95,
2362,4/27/2011,17:00:00,2.837,344.4,2.95,
2363,4/27/2011,20:00:00,2.303,0,2.95,
2364,4/27/2011,23:00:00,1.872,0,2.93,
2365,4/28/2011,2:00:00,1.548,0,2.93,
2366,4/28/2011,5:00:00,1.221,0,2.93,
2367,4/28/2011,8:00:00,1.003,516.7,2.93,
2368,4/28/2011,11:00:00,4.831,82667.2,2.93,
2369,4/28/2011,14:00:00,4.311,6544.5,2.95,
2370,4/28/2011,17:00:00,3.683,850.4,2.95,
2371,4/28/2011,20:00:00,3.155,0,2.95,
2372,4/28/2011,23:00:00,2.624,0,2.95,
2373,4/29/2011,2:00:00,2.517,0,2.95,
2374,4/29/2011,5:00:00,2.303,0,2.95,
2375,4/29/2011,8:00:00,2.303,559.7,2.95,
2376,4/29/2011,11:00:00,5.962,115734.1,2.93,
2377,4/29/2011,14:00:00,5.655,3616.7,2.93,
2378,4/29/2011,17:00:00,5.037,1636.1,2.93,
2379,4/29/2011,20:00:00,4.207,0,2.95,
2380,4/29/2011,23:00:00,3.683,0,2.95,
2381,4/30/2011,2:00:00,2.943,0,2.95,
2382,4/30/2011,5:00:00,2.303,0,2.95,
2383,4/30/2011,8:00:00,1.98,1980.6,2.93,
2384,4/30/2011,11:00:00,4.934,88178.4,2.93,
2385,4/30/2011,14:00:00,4.623,1980.6,2.95,
2386,4/30/2011,17:00:00,3.788,452.1,2.95,
2387,4/30/2011,20:00:00,3.049,0,2.95,
2388,4/30/2011,23:00:00,2.41,0,2.95,
2389,5/1/2011,2:00:00,1.98,0,2.95,
2390,5/1/2011,5:00:00,1.764,0,2.93,
2391,5/1/2011,8:00:00,1.33,1184,2.93,
2392,5/1/2011,11:00:00,1.439,1227.1,2.93,
2393,5/1/2011,14:00:00,1.764,2927.8,2.93,
2394,5/1/2011,17:00:00,1.656,2238.9,2.93,
2395,5/1/2011,20:00:00,1.872,0,2.93,
2396,5/1/2011,23:00:00,2.088,0,2.93,
2397,5/2/2011,2:00:00,1.98,0,2.93,
2398,5/2/2011,5:00:00,1.872,0,2.93,
2399,5/2/2011,8:00:00,2.088,3272.2,2.93,
2400,5/2/2011,11:00:00,2.41,5166.7,2.95,
2401,5/2/2011,14:00:00,2.517,4477.8,2.95,
2402,5/2/2011,17:00:00,2.517,1205.6,2.95,
2403,5/2/2011,20:00:00,2.303,0,2.95,
2404,5/2/2011,23:00:00,1.872,0,2.93,
2405,5/3/2011,2:00:00,1.439,0,2.93,
2406,5/3/2011,5:00:00,1.439,0,2.93,
2407,5/3/2011,8:00:00,1.33,624.3,2.93,
2408,5/3/2011,11:00:00,3.998,74400.5,2.95,
2409,5/3/2011,14:00:00,3.788,5166.7,2.95,
2410,5/3/2011,17:00:00,3.049,495.1,2.95,
2411,5/3/2011,20:00:00,2.517,0,2.95,Logged
