Plot Title: LaJara1,,,,,,,,
#,"Date Time, GMT+00:00","Date Time, GMT+00:00","Abs Pres, Pa (LGR S/N: 9991867, SEN S/N: 9991867)","Temp, °C (LGR S/N: 9991867, SEN S/N: 9991867)",Coupler Detached (LGR S/N: 9991867),Coupler Attached (LGR S/N: 9991867),Stopped (LGR S/N: 9991867),End Of File (LGR S/N: 9991867)
86,4/26/2012,8:30:00,80841,21.951,,,,
87,4/26/2012,9:00:00,80851,21.76,,,,
88,4/26/2012,9:30:00,80833,21.473,,,,
89,4/26/2012,10:00:00,80856,21.282,,,,
90,4/26/2012,10:30:00,80866,21.091,,,,
91,4/26/2012,11:00:00,80834,20.805,,,,
92,4/26/2012,11:30:00,80844,20.615,,,,
93,4/26/2012,12:00:00,80815,20.424,,,,
94,4/26/2012,12:30:00,80798,20.234,,,,
95,4/26/2012,13:00:00,80823,20.138,,,,
96,4/26/2012,13:30:00,80807,19.948,,,,
97,4/26/2012,14:00:00,80833,19.948,,,,
98,4/26/2012,14:30:00,80835,20.043,,,,
99,4/26/2012,15:00:00,80808,20.043,,,,
100,4/26/2012,15:30:00,80785,20.234,,,,
101,4/26/2012,16:00:00,80762,20.424,,,,
102,4/26/2012,16:30:00,80767,20.71,,,,
103,4/26/2012,17:00:00,80704,20.901,,,,
104,4/26/2012,17:30:00,80645,21.282,,,,
105,4/26/2012,18:00:00,80583,21.569,,,,
106,4/26/2012,18:30:00,80575,21.855,,,,
107,4/26/2012,19:00:00,80448,22.142,,,,
108,4/26/2012,19:30:00,80428,22.525,,,,
109,4/26/2012,20:00:00,80328,22.812,,,,
110,4/26/2012,20:30:00,80293,23.1,,,,
111,4/26/2012,21:00:00,80272,23.388,,,,
112,4/26/2012,21:30:00,80064,23.581,,,,
113,4/26/2012,22:00:00,80067,23.773,,,,
114,4/26/2012,22:30:00,80016,23.869,,,,
115,4/26/2012,23:00:00,80031,23.966,,,,
116,4/26/2012,23:30:00,79992,23.966,,,,
117,4/27/2012,0:00:00,80188,23.869,,,,
118,4/27/2012,0:30:00,80253,23.773,,,,
119,4/27/2012,1:00:00,80432,23.484,,,,
120,4/27/2012,1:30:00,80482,23.292,,,,
121,4/27/2012,2:00:00,80515,22.908,,,,
122,4/27/2012,2:30:00,80602,22.621,,,,
123,4/27/2012,3:00:00,80597,22.333,,,,
124,4/27/2012,3:30:00,80590,21.951,,,,
125,4/27/2012,4:00:00,80598,21.664,,,,
126,4/27/2012,4:30:00,80567,21.378,,,,
127,4/27/2012,5:00:00,80549,21.091,,,,
128,4/27/2012,5:30:00,80544,20.805,,,,
129,4/27/2012,6:00:00,80539,20.519,,,,
130,4/27/2012,6:30:00,80549,20.329,,,,
131,4/27/2012,7:00:00,80557,20.043,,,,
132,4/27/2012,7:30:00,80554,19.853,,,,
133,4/27/2012,8:00:00,80498,19.662,,,,
134,4/27/2012,8:30:00,80467,19.377,,,,
135,4/27/2012,9:00:00,80437,19.187,,,,
136,4/27/2012,9:30:00,80459,18.901,,,,
137,4/27/2012,10:00:00,80456,18.711,,,,
138,4/27/2012,10:30:00,80479,18.521,,,,
139,4/27/2012,11:00:00,80489,18.331,,,,
140,4/27/2012,11:30:00,80529,18.331,,,,
141,4/27/2012,12:00:00,80514,18.236,,,,
142,4/27/2012,12:30:00,80540,18.236,,,,
143,4/27/2012,13:00:00,80568,18.331,,,,
144,4/27/2012,13:30:00,80581,18.331,,,,
145,4/27/2012,14:00:00,80609,18.426,,,,
146,4/27/2012,14:30:00,80611,18.521,,,,
147,4/27/2012,15:00:00,80614,18.711,,,,
148,4/27/2012,15:30:00,80589,18.806,,,,
149,4/27/2012,16:00:00,80604,18.901,,,,
150,4/27/2012,16:30:00,80594,19.092,,,,
151,4/27/2012,17:00:00,80596,19.187,,,,
152,4/27/2012,17:30:00,80599,19.377,,,,
153,4/27/2012,18:00:00,80590,19.662,,,,
154,4/27/2012,18:30:00,80552,19.758,,,,
155,4/27/2012,19:00:00,80542,19.948,,,,
156,4/27/2012,19:30:00,80572,20.138,,,,
157,4/27/2012,20:00:00,80536,20.329,,,,
158,4/27/2012,20:30:00,80499,20.519,,,,
159,4/27/2012,21:00:00,80436,20.71,,,,
160,4/27/2012,21:30:00,80440,20.901,,,,
161,4/27/2012,22:00:00,80403,21.091,,,,
162,4/27/2012,22:30:00,80380,21.282,,,,
163,4/27/2012,23:00:00,80369,21.378,,,,
164,4/27/2012,23:30:00,80346,21.569,,,,
165,4/28/2012,0:00:00,80336,21.76,,,,
166,4/28/2012,0:30:00,80351,21.855,,,,
167,4/28/2012,1:00:00,80364,21.855,,,,
168,4/28/2012,1:30:00,80367,22.046,,,,
169,4/28/2012,2:00:00,80397,22.238,,,,
170,4/28/2012,2:30:00,80408,22.142,,,,
171,4/28/2012,3:00:00,80443,21.855,,,,
172,4/28/2012,3:30:00,80466,21.664,,,,
173,4/28/2012,4:00:00,80514,21.378,,,,
174,4/28/2012,4:30:00,80521,20.996,,,,
175,4/28/2012,5:00:00,80529,20.71,,,,
176,4/28/2012,5:30:00,80549,20.329,,,,
177,4/28/2012,6:00:00,80556,19.948,,,,
178,4/28/2012,6:30:00,80549,19.567,,,,
179,4/28/2012,7:00:00,80558,19.282,,,,
180,4/28/2012,7:30:00,80564,18.901,,,,
181,4/28/2012,8:00:00,80533,18.616,,,,
182,4/28/2012,8:30:00,80487,18.236,,,,
183,4/28/2012,9:00:00,80470,17.95,,,,
184,4/28/2012,9:30:00,80465,17.665,,,,
185,4/28/2012,10:00:00,80459,17.284,,,,
186,4/28/2012,10:30:00,80441,16.999,,,,
187,4/28/2012,11:00:00,80450,16.713,,,,
188,4/28/2012,11:30:00,80473,16.523,,,,
189,4/28/2012,12:00:00,80483,16.332,,,,
190,4/28/2012,12:30:00,80493,16.141,,,,
191,4/28/2012,13:00:00,80492,16.046,,,,
192,4/28/2012,13:30:00,80517,15.951,,,,
193,4/28/2012,14:00:00,80555,15.855,,,,
194,4/28/2012,14:30:00,80555,15.855,,,,
195,4/28/2012,15:00:00,80583,15.951,,,,
196,4/28/2012,15:30:00,80584,16.046,,,,
197,4/28/2012,16:00:00,80574,16.237,,,,
198,4/28/2012,16:30:00,80579,16.523,,,,
199,4/28/2012,17:00:00,80568,16.713,,,,
200,4/28/2012,17:30:00,80547,16.999,,,,
201,4/28/2012,18:00:00,80512,17.284,,,,
202,4/28/2012,18:30:00,80501,17.475,,,,
203,4/28/2012,19:00:00,80493,17.76,,,,
204,4/28/2012,19:30:00,80483,17.95,,,,
205,4/28/2012,20:00:00,80461,18.236,,,,
206,4/28/2012,20:30:00,80438,18.426,,,,
207,4/28/2012,21:00:00,80390,18.711,,,,
208,4/28/2012,21:30:00,80340,18.901,,,,
209,4/28/2012,22:00:00,80370,19.092,,,,
210,4/28/2012,22:30:00,80373,19.282,,,,
211,4/28/2012,23:00:00,80364,19.567,,,,
212,4/28/2012,23:30:00,80371,19.948,,,,
213,4/29/2012,0:00:00,80346,20.043,,,,
214,4/29/2012,0:30:00,80346,20.043,,,,
215,4/29/2012,1:00:00,80357,19.948,,,,
216,4/29/2012,1:30:00,80343,19.853,,,,
217,4/29/2012,2:00:00,80372,20.043,,,,
218,4/29/2012,2:30:00,80404,20.329,,,,
219,4/29/2012,3:00:00,80402,20.234,,,,
220,4/29/2012,3:30:00,80438,20.043,,,,
221,4/29/2012,4:00:00,80473,19.758,,,,
222,4/29/2012,4:30:00,80508,19.472,,,,
223,4/29/2012,5:00:00,80531,19.282,,,,
224,4/29/2012,5:30:00,80500,18.996,,,,
225,4/29/2012,6:00:00,80510,18.806,,,,
226,4/29/2012,6:30:00,80507,18.616,,,,
227,4/29/2012,7:00:00,80555,18.331,,,,
228,4/29/2012,7:30:00,80550,18.045,,,,
229,4/29/2012,8:00:00,80506,17.76,,,,
230,4/29/2012,8:30:00,80501,17.475,,,,
231,4/29/2012,9:00:00,80497,17.189,,,,
232,4/29/2012,9:30:00,80505,16.903,,,,
233,4/29/2012,10:00:00,80501,16.618,,,,
234,4/29/2012,10:30:00,80523,16.332,,,,
235,4/29/2012,11:00:00,80533,16.141,,,,
236,4/29/2012,11:30:00,80556,15.951,,,,
237,4/29/2012,12:00:00,80553,15.76,,,,
238,4/29/2012,12:30:00,80603,15.569,,,,
239,4/29/2012,13:00:00,80616,15.569,,,,
240,4/29/2012,13:30:00,80656,15.569,,,,
241,4/29/2012,14:00:00,80656,15.569,,,,
242,4/29/2012,14:30:00,80671,15.664,,,,
243,4/29/2012,15:00:00,80674,15.855,,,,
244,4/29/2012,15:30:00,80690,16.046,,,,
245,4/29/2012,16:00:00,80694,16.332,,,,
246,4/29/2012,16:30:00,80687,16.713,,,,
247,4/29/2012,17:00:00,80668,17.189,,,,
248,4/29/2012,17:30:00,80651,17.76,,,,
249,4/29/2012,18:00:00,80618,18.14,,,,
250,4/29/2012,18:30:00,80588,18.711,,,,
251,4/29/2012,19:00:00,80541,19.092,,,,
252,4/29/2012,19:30:00,80549,19.567,,,,
253,4/29/2012,20:00:00,80531,20.043,,,,
254,4/29/2012,20:30:00,80511,20.424,,,,
255,4/29/2012,21:00:00,80450,20.71,,,,
256,4/29/2012,21:30:00,80427,20.901,,,,
257,4/29/2012,22:00:00,80389,20.996,,,,
258,4/29/2012,22:30:00,80420,21.282,,,,
259,4/29/2012,23:00:00,80412,21.569,,,,
260,4/29/2012,23:30:00,80428,21.76,,,,
261,4/30/2012,0:00:00,80433,22.046,,,,
262,4/30/2012,0:30:00,80437,22.238,,,,
263,4/30/2012,1:00:00,80504,22.333,,,,
264,4/30/2012,1:30:00,80514,22.142,,,,
265,4/30/2012,2:00:00,80564,21.951,,,,
266,4/30/2012,2:30:00,80587,21.76,,,,
267,4/30/2012,3:00:00,80635,21.473,,,,
268,4/30/2012,3:30:00,80643,21.187,,,,
269,4/30/2012,4:00:00,80702,20.805,,,,
270,4/30/2012,4:30:00,80737,20.519,,,,
271,4/30/2012,5:00:00,80731,20.138,,,,
272,4/30/2012,5:30:00,80737,19.758,,,,
273,4/30/2012,6:00:00,80757,19.377,,,,
274,4/30/2012,6:30:00,80792,19.092,,,,
275,4/30/2012,7:00:00,80773,18.711,,,,
276,4/30/2012,7:30:00,80781,18.426,,,,
277,4/30/2012,8:00:00,80750,18.14,,,,
278,4/30/2012,8:30:00,80732,17.855,,,,
279,4/30/2012,9:00:00,80727,17.57,,,,
280,4/30/2012,9:30:00,80762,17.284,,,,
281,4/30/2012,10:00:00,80784,16.999,,,,
282,4/30/2012,10:30:00,80781,16.808,,,,
283,4/30/2012,11:00:00,80766,16.713,,,,
284,4/30/2012,11:30:00,80791,16.618,,,,
285,4/30/2012,12:00:00,80790,16.523,,,,
286,4/30/2012,12:30:00,80828,16.427,,,,
287,4/30/2012,13:00:00,80856,16.523,,,,
288,4/30/2012,13:30:00,80881,16.427,,,,
289,4/30/2012,14:00:00,80882,16.523,,,,
290,4/30/2012,14:30:00,80873,16.808,,,,
291,4/30/2012,15:00:00,80853,17.189,,,,
292,4/30/2012,15:30:00,80848,17.665,,,,
293,4/30/2012,16:00:00,80856,18.14,,,,
294,4/30/2012,16:30:00,80863,18.616,,,,
295,4/30/2012,17:00:00,80870,18.996,,,,
296,4/30/2012,17:30:00,80835,19.282,,,,
297,4/30/2012,18:00:00,80841,19.662,,,,
298,4/30/2012,18:30:00,80807,19.948,,,,
299,4/30/2012,19:00:00,80773,20.329,,,,
300,4/30/2012,19:30:00,80754,20.71,,,,
301,4/30/2012,20:00:00,80719,20.996,,,,
302,4/30/2012,20:30:00,80686,21.378,,,,
303,4/30/2012,21:00:00,80653,21.76,,,,
304,4/30/2012,21:30:00,80579,22.046,,,,
305,4/30/2012,22:00:00,80559,22.429,,,,
306,4/30/2012,22:30:00,80538,22.717,,,,
307,4/30/2012,23:00:00,80516,23.004,,,,
308,4/30/2012,23:30:00,80508,23.292,,,,
309,5/1/2012,0:00:00,80472,23.484,,,,
310,5/1/2012,0:30:00,80449,23.677,,,,
311,5/1/2012,1:00:00,80424,23.773,,,,
312,5/1/2012,1:30:00,80449,23.677,,,,
313,5/1/2012,2:00:00,80472,23.484,,,,
314,5/1/2012,2:30:00,80478,23.1,,,,
315,5/1/2012,3:00:00,80518,22.333,,,,
316,5/1/2012,3:30:00,80542,22.238,,,,
317,5/1/2012,4:00:00,80552,22.046,,,,
318,5/1/2012,4:30:00,80562,21.855,,,,
319,5/1/2012,5:00:00,80531,21.569,,,,
320,5/1/2012,5:30:00,80552,21.282,,,,
321,5/1/2012,6:00:00,80547,20.996,,,,
322,5/1/2012,6:30:00,80531,20.805,,,,
323,5/1/2012,7:00:00,80512,20.519,,,,
324,5/1/2012,7:30:00,80493,20.138,,,,
325,5/1/2012,8:00:00,80460,19.758,,,,
326,5/1/2012,8:30:00,80455,19.472,,,,
327,5/1/2012,9:00:00,80530,19.187,,,,
328,5/1/2012,9:30:00,80523,18.806,,,,
329,5/1/2012,10:00:00,80530,18.426,,,,
330,5/1/2012,10:30:00,80524,18.045,,,,
331,5/1/2012,11:00:00,80532,17.76,,,,
332,5/1/2012,11:30:00,80541,17.475,,,,
333,5/1/2012,12:00:00,80538,17.284,,,,
334,5/1/2012,12:30:00,80550,17.189,,,,
335,5/1/2012,13:00:00,80563,17.189,,,,
336,5/1/2012,13:30:00,80576,17.189,,,,
337,5/1/2012,14:00:00,80579,17.379,,,,
338,5/1/2012,14:30:00,80567,17.475,,,,
339,5/1/2012,15:00:00,80552,18.14,,,,
340,5/1/2012,15:30:00,80548,18.711,,,,
341,5/1/2012,16:00:00,80556,19.187,,,,
342,5/1/2012,16:30:00,80538,19.662,,,,
343,5/1/2012,17:00:00,80481,20.234,,,,
344,5/1/2012,17:30:00,80501,20.615,,,,
345,5/1/2012,18:00:00,80506,20.901,,,,
346,5/1/2012,18:30:00,80431,21.187,,,,
347,5/1/2012,19:00:00,80384,21.473,,,,
348,5/1/2012,19:30:00,80379,21.951,,,,
349,5/1/2012,20:00:00,80349,22.525,,,,
350,5/1/2012,20:30:00,80318,23.004,,,,
351,5/1/2012,21:00:00,80285,23.388,,,,
352,5/1/2012,21:30:00,80302,23.581,,,,
353,5/1/2012,22:00:00,80254,23.869,,,,
354,5/1/2012,22:30:00,80233,24.158,,,,
355,5/1/2012,23:00:00,80187,24.545,,,,
356,5/1/2012,23:30:00,80181,24.931,,,,
357,5/2/2012,0:00:00,80207,24.931,,,,
358,5/2/2012,0:30:00,80194,24.931,,,,
359,5/2/2012,1:00:00,80192,24.835,,,,
360,5/2/2012,1:30:00,80244,24.738,,,,
361,5/2/2012,2:00:00,80270,24.738,,,,
362,5/2/2012,2:30:00,80293,24.545,,,,
363,5/2/2012,3:00:00,80316,24.351,,,,
364,5/2/2012,3:30:00,80326,24.158,,,,
365,5/2/2012,4:00:00,80360,23.869,,,,
366,5/2/2012,4:30:00,80330,23.677,,,,
367,5/2/2012,5:00:00,80351,23.388,,,,
368,5/2/2012,5:30:00,80386,23.1,,,,
369,5/2/2012,6:00:00,80394,22.812,,,,
370,5/2/2012,6:30:00,80402,22.525,,,,
371,5/2/2012,7:00:00,80422,22.142,,,,
372,5/2/2012,7:30:00,80470,21.855,,,,
373,5/2/2012,8:00:00,80478,21.569,,,,
374,5/2/2012,8:30:00,80511,21.187,,,,
375,5/2/2012,9:00:00,80478,20.805,,,,
376,5/2/2012,9:30:00,80499,20.519,,,,
377,5/2/2012,10:00:00,80519,20.138,,,,
378,5/2/2012,10:30:00,80501,19.853,,,,
379,5/2/2012,11:00:00,80521,19.472,,,,
380,5/2/2012,11:30:00,80556,19.187,,,,
381,5/2/2012,12:00:00,80566,18.996,,,,
382,5/2/2012,12:30:00,80589,18.806,,,,
383,5/2/2012,13:00:00,80627,18.711,,,,
384,5/2/2012,13:30:00,80639,18.616,,,,
385,5/2/2012,14:00:00,80654,18.711,,,,
386,5/2/2012,14:30:00,80634,19.092,,,,
387,5/2/2012,15:00:00,80628,19.567,,,,
388,5/2/2012,15:30:00,80610,20.043,,,,
389,5/2/2012,16:00:00,80617,20.424,,,,
390,5/2/2012,16:30:00,80611,20.901,,,,
391,5/2/2012,17:00:00,80605,21.282,,,,
392,5/2/2012,17:30:00,80598,21.664,,,,
393,5/2/2012,18:00:00,80579,22.046,,,,
394,5/2/2012,18:30:00,80534,22.525,,,,
395,5/2/2012,19:00:00,80526,22.812,,,,
396,5/2/2012,19:30:00,80520,23.196,,,,
397,5/2/2012,20:00:00,80472,23.484,,,,
398,5/2/2012,20:30:00,80439,23.869,,,,
399,5/2/2012,21:00:00,80416,24.062,,,,
400,5/2/2012,21:30:00,80380,24.255,,,,
401,5/2/2012,22:00:00,80357,24.448,,,,
402,5/2/2012,22:30:00,80348,24.641,,,,
403,5/2/2012,23:00:00,80338,24.835,,,,
404,5/2/2012,23:30:00,80355,25.028,,,,
405,5/3/2012,0:00:00,80330,25.125,,,,
406,5/3/2012,0:30:00,80332,25.222,,,,
407,5/3/2012,1:00:00,80345,25.222,,,,
408,5/3/2012,1:30:00,80343,25.125,,,,
409,5/3/2012,2:00:00,80381,25.028,,,,
410,5/3/2012,2:30:00,80419,24.931,,,,
411,5/3/2012,3:00:00,80455,24.738,,,,
412,5/3/2012,3:30:00,80478,24.545,,,,
413,5/3/2012,4:00:00,80501,24.351,,,,
414,5/3/2012,4:30:00,80537,24.158,,,,
415,5/3/2012,5:00:00,80532,23.869,,,,
416,5/3/2012,5:30:00,80527,23.581,,,,
417,5/3/2012,6:00:00,80546,23.196,,,,
418,5/3/2012,6:30:00,80592,22.812,,,,
419,5/3/2012,7:00:00,80612,22.429,,,,
420,5/3/2012,7:30:00,80603,21.951,,,,
421,5/3/2012,8:00:00,80572,21.664,,,,
422,5/3/2012,8:30:00,80593,21.378,,,,
423,5/3/2012,9:00:00,80641,21.091,,,,
424,5/3/2012,9:30:00,80676,20.805,,,,
425,5/3/2012,10:00:00,80686,20.615,,,,
426,5/3/2012,10:30:00,80747,20.329,,,,
427,5/3/2012,11:00:00,80782,20.043,,,,
428,5/3/2012,11:30:00,80775,19.662,,,,
429,5/3/2012,12:00:00,80810,19.377,,,,
430,5/3/2012,12:30:00,80832,19.092,,,,
431,5/3/2012,13:00:00,80895,18.901,,,,
432,5/3/2012,13:30:00,80880,18.806,,,,
433,5/3/2012,14:00:00,80881,18.901,,,,
434,5/3/2012,14:30:00,80885,19.092,,,,
435,5/3/2012,15:00:00,80889,19.377,,,,
436,5/3/2012,15:30:00,80906,19.567,,,,
437,5/3/2012,16:00:00,80896,19.758,,,,
438,5/3/2012,16:30:00,80927,20.043,,,,
439,5/3/2012,17:00:00,80892,20.329,,,,
440,5/3/2012,17:30:00,80899,20.71,,,,
441,5/3/2012,18:00:00,80853,21.091,,,,
442,5/3/2012,18:30:00,80805,21.378,,,,
443,5/3/2012,19:00:00,80798,21.76,,,,
444,5/3/2012,19:30:00,80765,22.142,,,,
445,5/3/2012,20:00:00,80718,22.429,,,,
446,5/3/2012,20:30:00,80698,22.812,,,,
447,5/3/2012,21:00:00,80690,23.1,,,,
448,5/3/2012,21:30:00,80670,23.484,,,,
449,5/3/2012,22:00:00,80636,23.773,,,,
450,5/3/2012,22:30:00,80590,24.158,,,,
451,5/3/2012,23:00:00,80599,24.641,,,,
452,5/3/2012,23:30:00,80593,25.028,,,,
453,5/4/2012,0:00:00,80598,25.319,,,,
454,5/4/2012,0:30:00,80588,25.513,,,,
455,5/4/2012,1:00:00,80575,25.513,,,,
456,5/4/2012,1:30:00,80613,25.416,,,,
457,5/4/2012,2:00:00,80636,25.222,,,,
458,5/4/2012,2:30:00,80697,24.931,,,,
459,5/4/2012,3:00:00,80741,24.448,,,,
460,5/4/2012,3:30:00,80780,23.677,,,,
461,5/4/2012,4:00:00,80792,22.908,,,,
462,5/4/2012,4:30:00,80803,22.046,,,,
463,5/4/2012,5:00:00,80808,21.569,,,,
464,5/4/2012,5:30:00,80838,20.996,,,,
465,5/4/2012,6:00:00,80841,20.424,,,,
466,5/4/2012,6:30:00,80858,19.853,,,,
467,5/4/2012,7:00:00,80851,19.472,,,,
468,5/4/2012,7:30:00,80885,19.092,,,,
469,5/4/2012,8:00:00,80855,18.901,,,,
470,5/4/2012,8:30:00,80824,18.616,,,,
471,5/4/2012,9:00:00,80845,18.331,,,,
472,5/4/2012,9:30:00,80879,17.95,,,,
473,5/4/2012,10:00:00,80889,17.76,,,,
474,5/4/2012,10:30:00,80912,17.57,,,,
475,5/4/2012,11:00:00,80924,17.475,,,,
476,5/4/2012,11:30:00,80946,17.189,,,,
477,5/4/2012,12:00:00,80956,16.999,,,,
478,5/4/2012,12:30:00,80982,16.999,,,,
479,5/4/2012,13:00:00,81019,16.808,,,,
480,5/4/2012,13:30:00,81019,16.808,,,,
481,5/4/2012,14:00:00,81020,16.903,,,,
482,5/4/2012,14:30:00,81000,17.284,,,,
483,5/4/2012,15:00:00,80996,17.855,,,,
484,5/4/2012,15:30:00,80981,18.521,,,,
485,5/4/2012,16:00:00,80923,18.996,,,,
486,5/4/2012,16:30:00,80942,19.377,,,,
487,5/4/2012,17:00:00,80998,19.567,,,,
488,5/4/2012,17:30:00,80939,19.948,,,,
489,5/4/2012,18:00:00,80915,20.138,,,,
490,5/4/2012,18:30:00,80871,20.615,,,,
491,5/4/2012,19:00:00,80838,20.996,,,,
492,5/4/2012,19:30:00,80846,21.473,,,,
493,5/4/2012,20:00:00,80802,21.951,,,,
494,5/4/2012,20:30:00,80789,22.717,,,,
495,5/4/2012,21:00:00,80759,23.292,,,,
496,5/4/2012,21:30:00,80715,23.773,,,,
497,5/4/2012,22:00:00,80681,24.062,,,,
498,5/4/2012,22:30:00,80701,24.448,,,,
499,5/4/2012,23:00:00,80653,24.738,,,,
500,5/4/2012,23:30:00,80672,25.028,,,,
501,5/5/2012,0:00:00,80636,25.222,,,,
502,5/5/2012,0:30:00,80638,25.319,,,,
503,5/5/2012,1:00:00,80626,25.416,,,,
504,5/5/2012,1:30:00,80651,25.319,,,,
505,5/5/2012,2:00:00,80662,25.222,,,,
506,5/5/2012,2:30:00,80714,25.125,,,,
507,5/5/2012,3:00:00,80710,24.931,,,,
508,5/5/2012,3:30:00,80756,24.545,,,,
509,5/5/2012,4:00:00,80764,24.255,,,,
510,5/5/2012,4:30:00,80745,23.966,,,,
511,5/5/2012,5:00:00,80778,23.581,,,,
512,5/5/2012,5:30:00,80799,23.292,,,,
513,5/5/2012,6:00:00,80766,22.908,,,,
514,5/5/2012,6:30:00,80787,22.621,,,,
515,5/5/2012,7:00:00,80795,22.333,,,,
516,5/5/2012,7:30:00,80788,21.951,,,,
517,5/5/2012,8:00:00,80770,21.664,,,,
518,5/5/2012,8:30:00,80752,21.378,,,,
519,5/5/2012,9:00:00,80787,21.091,,,,
520,5/5/2012,9:30:00,80808,20.805,,,,
521,5/5/2012,10:00:00,80778,20.615,,,,
522,5/5/2012,10:30:00,80800,20.329,,,,
523,5/5/2012,11:00:00,80808,20.043,,,,
