"","datetime_NM","temp_C","yr","day","mo","season"
"1",2011-10-27 12:00:00,5.244,2011,300,10,"Summer"
"2",2011-10-27 13:00:00,5.244,2011,300,10,"Summer"
"3",2011-10-27 14:00:00,5.244,2011,300,10,"Summer"
"4",2011-10-27 15:00:00,5.244,2011,300,10,"Summer"
"5",2011-10-27 16:00:00,5.244,2011,300,10,"Summer"
"6",2011-10-27 17:00:00,5.347,2011,300,10,"Summer"
"7",2011-10-27 18:00:00,5.347,2011,300,10,"Summer"
"8",2011-10-27 19:00:00,5.244,2011,300,10,"Summer"
"9",2011-10-27 20:00:00,5.141,2011,300,10,"Summer"
"10",2011-10-27 21:00:00,5.089,2011,300,10,"Summer"
"11",2011-10-27 22:00:00,5.037,2011,300,10,"Summer"
"12",2011-10-27 23:00:00,4.934,2011,300,10,"Summer"
"13",2011-10-28 00:00:00,4.831,2011,301,10,"Summer"
"14",2011-10-28 01:00:00,4.779,2011,301,10,"Summer"
"15",2011-10-28 02:00:00,4.675,2011,301,10,"Summer"
"16",2011-10-28 03:00:00,4.623,2011,301,10,"Summer"
"17",2011-10-28 04:00:00,4.519,2011,301,10,"Summer"
"18",2011-10-28 05:00:00,4.415,2011,301,10,"Summer"
"19",2011-10-28 06:00:00,4.415,2011,301,10,"Summer"
"20",2011-10-28 07:00:00,4.363,2011,301,10,"Summer"
"21",2011-10-28 08:00:00,4.311,2011,301,10,"Summer"
"22",2011-10-28 09:00:00,4.311,2011,301,10,"Summer"
"23",2011-10-28 10:00:00,4.259,2011,301,10,"Summer"
"24",2011-10-28 11:00:00,4.259,2011,301,10,"Summer"
"25",2011-10-28 12:00:00,4.311,2011,301,10,"Summer"
"26",2011-10-28 13:00:00,4.311,2011,301,10,"Summer"
"27",2011-10-28 14:00:00,4.623,2011,301,10,"Summer"
"28",2011-10-28 15:00:00,5.0375,2011,301,10,"Summer"
"29",2011-10-28 16:00:00,5.3985,2011,301,10,"Summer"
"30",2011-10-28 17:00:00,5.6035,2011,301,10,"Summer"
"31",2011-10-28 18:00:00,5.6035,2011,301,10,"Summer"
"32",2011-10-28 19:00:00,5.501,2011,301,10,"Summer"
"33",2011-10-28 20:00:00,5.2955,2011,301,10,"Summer"
"34",2011-10-28 21:00:00,5.141,2011,301,10,"Summer"
"35",2011-10-28 22:00:00,4.9855,2011,301,10,"Summer"
"36",2011-10-28 23:00:00,4.831,2011,301,10,"Summer"
"37",2011-10-29 00:00:00,4.727,2011,302,10,"Summer"
"38",2011-10-29 01:00:00,4.623,2011,302,10,"Summer"
"39",2011-10-29 02:00:00,4.519,2011,302,10,"Summer"
"40",2011-10-29 03:00:00,4.415,2011,302,10,"Summer"
"41",2011-10-29 04:00:00,4.363,2011,302,10,"Summer"
"42",2011-10-29 05:00:00,4.311,2011,302,10,"Summer"
"43",2011-10-29 06:00:00,4.259,2011,302,10,"Summer"
"44",2011-10-29 07:00:00,4.207,2011,302,10,"Summer"
"45",2011-10-29 08:00:00,4.1545,2011,302,10,"Summer"
"46",2011-10-29 09:00:00,4.05,2011,302,10,"Summer"
"47",2011-10-29 10:00:00,3.998,2011,302,10,"Summer"
"48",2011-10-29 11:00:00,3.998,2011,302,10,"Summer"
"49",2011-10-29 12:00:00,4.05,2011,302,10,"Summer"
"50",2011-10-29 13:00:00,4.1545,2011,302,10,"Summer"
"51",2011-10-29 14:00:00,4.519,2011,302,10,"Summer"
"52",2011-10-29 15:00:00,4.934,2011,302,10,"Summer"
"53",2011-10-29 16:00:00,5.347,2011,302,10,"Summer"
"54",2011-10-29 17:00:00,5.552,2011,302,10,"Summer"
"55",2011-10-29 18:00:00,5.501,2011,302,10,"Summer"
"56",2011-10-29 19:00:00,5.347,2011,302,10,"Summer"
"57",2011-10-29 20:00:00,5.1925,2011,302,10,"Summer"
"58",2011-10-29 21:00:00,4.9855,2011,302,10,"Summer"
"59",2011-10-29 22:00:00,4.8825,2011,302,10,"Summer"
"60",2011-10-29 23:00:00,4.779,2011,302,10,"Summer"
"61",2011-10-30 00:00:00,4.675,2011,303,10,"Summer"
"62",2011-10-30 01:00:00,4.571,2011,303,10,"Summer"
"63",2011-10-30 02:00:00,4.467,2011,303,10,"Summer"
"64",2011-10-30 03:00:00,4.415,2011,303,10,"Summer"
"65",2011-10-30 04:00:00,4.311,2011,303,10,"Summer"
"66",2011-10-30 05:00:00,4.311,2011,303,10,"Summer"
"67",2011-10-30 06:00:00,4.259,2011,303,10,"Summer"
"68",2011-10-30 07:00:00,4.207,2011,303,10,"Summer"
"69",2011-10-30 08:00:00,4.102,2011,303,10,"Summer"
"70",2011-10-30 09:00:00,4.102,2011,303,10,"Summer"
"71",2011-10-30 10:00:00,3.998,2011,303,10,"Summer"
"72",2011-10-30 11:00:00,4.05,2011,303,10,"Summer"
"73",2011-10-30 12:00:00,4.102,2011,303,10,"Summer"
"74",2011-10-30 13:00:00,4.259,2011,303,10,"Summer"
"75",2011-10-30 14:00:00,4.571,2011,303,10,"Summer"
"76",2011-10-30 15:00:00,5.089,2011,303,10,"Summer"
"77",2011-10-30 16:00:00,5.501,2011,303,10,"Summer"
"78",2011-10-30 17:00:00,5.706,2011,303,10,"Summer"
"79",2011-10-30 18:00:00,5.706,2011,303,10,"Summer"
"80",2011-10-30 19:00:00,5.501,2011,303,10,"Summer"
"81",2011-10-30 20:00:00,5.347,2011,303,10,"Summer"
"82",2011-10-30 21:00:00,5.1925,2011,303,10,"Summer"
"83",2011-10-30 22:00:00,4.9855,2011,303,10,"Summer"
"84",2011-10-30 23:00:00,4.8825,2011,303,10,"Summer"
"85",2011-10-31 00:00:00,4.727,2011,304,10,"Summer"
"86",2011-10-31 01:00:00,4.623,2011,304,10,"Summer"
"87",2011-10-31 02:00:00,4.519,2011,304,10,"Summer"
