,Dis Oxygen Sat.DOsat@JemezRiverSciEdCenter,Dis Oxygen Sat.DOsat@JemezRiverSciEdCenter,Dis Oxygen Sat.DOsat@JemezRiverSciEdCenter,Dis Oxygen Sat.DOsat@JemezRiverSciEdCenter,O2 (Dis).DOsat@JemezRiverSciEdCenter,O2 (Dis).DOsat@JemezRiverSciEdCenter,O2 (Dis).DOsat@JemezRiverSciEdCenter,O2 (Dis).DOsat@JemezRiverSciEdCenter,PH Voltage.pH_1@JemezRiverSciEdCenter,PH Voltage.pH_1@JemezRiverSciEdCenter,PH Voltage.pH_1@JemezRiverSciEdCenter,PH Voltage.pH_1@JemezRiverSciEdCenter,pH.pH@JemezRiverSciEdCenter,pH.pH@JemezRiverSciEdCenter,pH.pH@JemezRiverSciEdCenter,pH.pH@JemezRiverSciEdCenter,Sp Cond.SpCond@JemezRiverSciEdCenter,Sp Cond.SpCond@JemezRiverSciEdCenter,Sp Cond.SpCond@JemezRiverSciEdCenter,Sp Cond.SpCond@JemezRiverSciEdCenter,Turbidity.Turbidity@JemezRiverSciEdCenter,Turbidity.Turbidity@JemezRiverSciEdCenter,Turbidity.Turbidity@JemezRiverSciEdCenter,Turbidity.Turbidity@JemezRiverSciEdCenter,Water Temp.WaterTemp@JemezRiverSciEdCenter,Water Temp.WaterTemp@JemezRiverSciEdCenter,Water Temp.WaterTemp@JemezRiverSciEdCenter,Water Temp.WaterTemp@JemezRiverSciEdCenter
mm/dd/yyyy HH:MM:SS,%,,,,mg/l,,,,mV,,,,pH,,,,mS/cm,,,,NTU,,,,°C,,,
Date-Time,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code
05/03/2013 20:45:50,79.3,,,1,7.99,,,1,,,,1,7.86,,,1,0.759,,,1,8.5,,,1,14.96,,,1
05/03/2013 21:00:50,79.4,,,1,8.04,,,1,,,,1,7.86,,,1,0.76,,,1,7.9,,,1,14.71,,,1
05/03/2013 21:15:50,79.5,,,1,8.09,,,1,,,,1,7.86,,,1,0.758,,,1,7.9,,,1,14.46,,,1
05/03/2013 21:30:51,79.5,,,1,8.14,,,1,,,,1,7.86,,,1,0.759,,,1,7.9,,,1,14.19,,,1
05/03/2013 21:45:51,79.6,,,1,8.19,,,1,,,,1,7.86,,,1,0.76,,,1,8.3,,,1,13.95,,,1
05/03/2013 22:00:51,79.7,,,1,8.25,,,1,,,,1,7.86,,,1,0.757,,,1,9.2,,,1,13.7,,,1
05/03/2013 22:15:51,79.8,,,1,8.3,,,1,,,,1,7.85,,,1,0.761,,,1,9,,,1,13.47,,,1
05/03/2013 22:30:51,79.8,,,1,8.35,,,1,,,,1,7.85,,,1,0.759,,,1,9.3,,,1,13.25,,,1
05/03/2013 22:45:51,79.9,,,1,8.38,,,1,,,,1,7.85,,,1,0.759,,,1,14.2,,,1,13.07,,,1
05/03/2013 23:00:51,80,,,1,8.43,,,1,,,,1,7.85,,,1,0.758,,,1,9.6,,,1,12.89,,,1
05/03/2013 23:15:51,80,,,1,8.47,,,1,,,,1,7.85,,,1,0.758,,,1,8.1,,,1,12.68,,,1
05/03/2013 23:30:51,80.1,,,1,8.52,,,1,,,,1,7.85,,,1,0.758,,,1,8.2,,,1,12.48,,,1
05/03/2013 23:45:51,80.1,,,1,8.55,,,1,,,,1,7.84,,,1,0.759,,,1,8.4,,,1,12.31,,,1
05/04/2013 00:00:51,80.2,,,1,8.59,,,1,,,,1,7.85,,,1,0.761,,,1,9.1,,,1,12.15,,,1
05/04/2013 00:15:51,80.2,,,1,8.63,,,1,,,,1,7.85,,,1,0.759,,,1,7.7,,,1,11.99,,,1
05/04/2013 00:30:51,80.2,,,1,8.66,,,1,,,,1,7.85,,,1,0.759,,,1,9.3,,,1,11.81,,,1
05/04/2013 00:45:51,80.3,,,1,8.69,,,1,,,,1,7.85,,,1,0.762,,,1,8.3,,,1,11.69,,,1
05/04/2013 01:00:51,80.3,,,1,8.72,,,1,,,,1,7.85,,,1,0.762,,,1,9.9,,,1,11.56,,,1
05/04/2013 01:15:51,80.3,,,1,8.75,,,1,,,,1,7.84,,,1,0.762,,,1,7.3,,,1,11.44,,,1
05/04/2013 01:30:51,80.3,,,1,8.78,,,1,,,,1,7.85,,,1,0.761,,,1,7.5,,,1,11.27,,,1
05/04/2013 01:45:51,80.4,,,1,8.81,,,1,,,,1,7.85,,,1,0.762,,,1,7.9,,,1,11.15,,,1
05/04/2013 02:00:51,80.4,,,1,8.84,,,1,,,,1,7.84,,,1,0.763,,,1,8.1,,,1,11.03,,,1
05/04/2013 02:15:51,80.4,,,1,8.87,,,1,,,,1,7.84,,,1,0.762,,,1,7.5,,,1,10.9,,,1
05/04/2013 02:30:51,80.4,,,1,8.9,,,1,,,,1,7.84,,,1,0.763,,,1,7.7,,,1,10.74,,,1
05/04/2013 02:45:51,80.4,,,1,8.93,,,1,,,,1,7.84,,,1,0.762,,,1,9.2,,,1,10.59,,,1
05/04/2013 03:00:51,80.5,,,1,8.97,,,1,,,,1,7.84,,,1,0.763,,,1,7.6,,,1,10.44,,,1
05/04/2013 03:15:51,80.5,,,1,9,,,1,,,,1,7.84,,,1,0.762,,,1,7.6,,,1,10.32,,,1
05/04/2013 03:30:51,80.5,,,1,9.03,,,1,,,,1,7.84,,,1,0.761,,,1,7.3,,,1,10.18,,,1
05/04/2013 03:45:51,80.5,,,1,9.06,,,1,,,,1,7.84,,,1,0.764,,,1,7.4,,,1,10.02,,,1
05/04/2013 04:00:51,80.6,,,1,9.1,,,1,,,,1,7.84,,,1,0.762,,,1,8.3,,,1,9.88,,,1
05/04/2013 04:15:52,80.7,,,1,9.13,,,1,,,,1,7.83,,,1,0.763,,,1,8.1,,,1,9.76,,,1
05/04/2013 04:30:51,80.7,,,1,9.17,,,1,,,,1,7.83,,,1,0.763,,,1,8.1,,,1,9.64,,,1
05/04/2013 04:45:51,80.7,,,1,9.19,,,1,,,,1,7.83,,,1,0.762,,,1,7.8,,,1,9.5,,,1
05/04/2013 05:00:51,80.8,,,1,9.23,,,1,,,,1,7.83,,,1,0.762,,,1,7.7,,,1,9.38,,,1
05/04/2013 05:15:51,80.7,,,1,9.25,,,1,,,,1,7.83,,,1,0.762,,,1,7.5,,,1,9.25,,,1
05/04/2013 05:30:52,80.8,,,1,9.28,,,1,,,,1,7.82,,,1,0.759,,,1,7.6,,,1,9.15,,,1
05/04/2013 05:45:52,80.9,,,1,9.32,,,1,,,,1,7.82,,,1,0.76,,,1,7.1,,,1,9.04,,,1
05/04/2013 06:00:52,80.8,,,1,9.34,,,1,,,,1,7.82,,,1,0.759,,,1,7,,,1,8.92,,,1
05/04/2013 06:15:52,80.9,,,1,9.38,,,1,,,,1,7.82,,,1,0.759,,,1,7.2,,,1,8.79,,,1
05/04/2013 06:30:52,81,,,1,9.41,,,1,,,,1,7.82,,,1,0.76,,,1,6.8,,,1,8.69,,,1
05/04/2013 06:45:52,81.1,,,1,9.45,,,1,,,,1,7.82,,,1,0.759,,,1,6.6,,,1,8.59,,,1
05/04/2013 07:00:52,81.3,,,1,9.49,,,1,,,,1,7.82,,,1,0.759,,,1,6.5,,,1,8.51,,,1
05/04/2013 07:15:52,81.6,,,1,9.54,,,1,,,,1,7.82,,,1,0.757,,,1,5.9,,,1,8.44,,,1
05/04/2013 07:30:52,81.8,,,1,9.57,,,1,,,,1,7.83,,,1,0.76,,,1,5.9,,,1,8.37,,,1
05/04/2013 07:45:52,81.9,,,1,9.6,,,1,,,,1,7.83,,,1,0.761,,,1,5.6,,,1,8.31,,,1
05/04/2013 08:00:52,82.1,,,1,9.64,,,1,,,,1,7.83,,,1,0.76,,,1,5.3,,,1,8.27,,,1
05/04/2013 08:15:52,82.6,,,1,9.69,,,1,,,,1,7.83,,,1,0.759,,,1,5.1,,,1,8.29,,,1
05/04/2013 08:30:52,83.3,,,1,9.74,,,1,,,,1,7.83,,,1,0.759,,,1,5.4,,,1,8.4,,,1
05/04/2013 08:45:52,83.8,,,1,9.78,,,1,,,,1,7.84,,,1,0.759,,,1,5.1,,,1,8.52,,,1
05/04/2013 09:00:52,84.6,,,1,9.81,,,1,,,,1,7.84,,,1,0.76,,,1,5,,,1,8.76,,,1
05/04/2013 09:15:52,85.2,,,1,9.82,,,1,,,,1,7.85,,,1,0.76,,,1,5.1,,,1,9,,,1
05/04/2013 09:30:52,85.7,,,1,9.83,,,1,,,,1,7.85,,,1,0.759,,,1,4.8,,,1,9.25,,,1
05/04/2013 09:45:52,86.2,,,1,9.81,,,1,,,,1,7.86,,,1,0.76,,,1,5.1,,,1,9.54,,,1
05/04/2013 10:00:52,86.7,,,1,9.79,,,1,,,,1,7.86,,,1,0.76,,,1,4.9,,,1,9.9,,,1
05/04/2013 10:15:51,87.2,,,1,9.76,,,1,,,,1,7.87,,,1,0.76,,,1,4.8,,,1,10.26,,,1
05/04/2013 10:30:52,87.7,,,1,9.72,,,1,,,,1,7.88,,,1,0.759,,,1,5,,,1,10.66,,,1
05/04/2013 10:45:51,88.1,,,1,9.67,,,1,,,,1,7.88,,,1,0.759,,,1,5,,,1,11.08,,,1
05/04/2013 11:00:51,88.5,,,1,9.62,,,1,,,,1,7.89,,,1,0.761,,,1,5.2,,,1,11.51,,,1
05/04/2013 11:15:51,88.9,,,1,9.56,,,1,,,,1,7.9,,,1,0.761,,,1,5.3,,,1,11.97,,,1
05/04/2013 11:30:51,89.3,,,1,9.5,,,1,,,,1,7.91,,,1,0.761,,,1,5.4,,,1,12.46,,,1
05/04/2013 11:45:51,89.5,,,1,9.42,,,1,,,,1,7.92,,,1,0.76,,,1,5.4,,,1,12.98,,,1
05/04/2013 12:00:51,89.8,,,1,9.34,,,1,,,,1,7.93,,,1,0.762,,,1,5.3,,,1,13.5,,,1
05/04/2013 12:15:51,90.1,,,1,9.27,,,1,,,,1,7.94,,,1,0.762,,,1,5.7,,,1,13.99,,,1
05/04/2013 12:30:50,90.3,,,1,9.19,,,1,,,,1,7.94,,,1,0.765,,,1,5.3,,,1,14.45,,,1
05/04/2013 12:45:51,90.4,,,1,9.12,,,1,,,,1,7.96,,,1,0.763,,,1,6.5,,,1,14.91,,,1
05/04/2013 13:00:50,90.5,,,1,9.04,,,1,,,,1,7.96,,,1,0.765,,,1,5.7,,,1,15.36,,,1
05/04/2013 13:15:50,90.6,,,1,8.95,,,1,,,,1,7.97,,,1,0.764,,,1,5.7,,,1,15.81,,,1
05/04/2013 13:30:50,90.6,,,1,8.88,,,1,,,,1,7.98,,,1,0.765,,,1,5.4,,,1,16.22,,,1
05/04/2013 13:45:50,90.5,,,1,8.8,,,1,,,,1,7.98,,,1,0.765,,,1,6,,,1,16.59,,,1
05/04/2013 14:00:50,90.4,,,1,8.73,,,1,,,,1,7.99,,,1,0.764,,,1,5.7,,,1,16.96,,,1
05/04/2013 14:15:50,90.3,,,1,8.66,,,1,,,,1,7.99,,,1,0.767,,,1,5.6,,,1,17.27,,,1
05/04/2013 14:30:50,90.1,,,1,8.59,,,1,,,,1,7.99,,,1,0.766,,,1,6.1,,,1,17.54,,,1
05/04/2013 14:45:50,89.9,,,1,8.53,,,1,,,,1,8,,,1,0.766,,,1,5.4,,,1,17.83,,,1
05/04/2013 15:00:50,89.7,,,1,8.46,,,1,,,,1,8,,,1,0.768,,,1,5.4,,,1,18.05,,,1
05/04/2013 15:15:50,89.3,,,1,8.4,,,1,,,,1,8,,,1,0.767,,,1,5.6,,,1,18.22,,,1
05/04/2013 15:30:50,89,,,1,8.35,,,1,,,,1,8,,,1,0.768,,,1,6.4,,,1,18.38,,,1
05/04/2013 15:45:50,88.6,,,1,8.29,,,1,,,,1,8,,,1,0.768,,,1,6.1,,,1,18.46,,,1
05/04/2013 16:00:50,88.1,,,1,8.24,,,1,,,,1,8,,,1,0.769,,,1,5.5,,,1,18.53,,,1
05/04/2013 16:15:50,87.7,,,1,8.19,,,1,,,,1,8,,,1,0.768,,,1,5.7,,,1,18.58,,,1
05/04/2013 16:30:50,87.1,,,1,8.13,,,1,,,,1,7.99,,,1,0.767,,,1,6.4,,,1,18.62,,,1
05/04/2013 16:45:50,86.6,,,1,8.08,,,1,,,,1,7.98,,,1,0.767,,,1,6.1,,,1,18.63,,,1
05/04/2013 17:00:50,86,,,1,8.02,,,1,,,,1,7.98,,,1,0.767,,,1,5.9,,,1,18.59,,,1
05/04/2013 17:15:50,85.3,,,1,7.97,,,1,,,,1,7.97,,,1,0.765,,,1,6.5,,,1,18.54,,,1
05/04/2013 17:30:50,84.6,,,1,7.92,,,1,,,,1,7.96,,,1,0.764,,,1,6.7,,,1,18.44,,,1
05/04/2013 17:45:50,83.8,,,1,7.87,,,1,,,,1,7.96,,,1,0.762,,,1,6.3,,,1,18.29,,,1
05/04/2013 18:00:50,83,,,1,7.82,,,1,,,,1,7.95,,,1,0.757,,,1,6.8,,,1,18.16,,,1
05/04/2013 18:15:50,82.2,,,1,7.77,,,1,,,,1,7.94,,,1,0.755,,,1,7,,,1,17.97,,,1
05/04/2013 18:30:50,81.7,,,1,7.75,,,1,,,,1,7.92,,,1,0.755,,,1,7,,,1,17.8,,,1
05/04/2013 18:45:50,81,,,1,7.72,,,1,,,,1,7.91,,,1,0.756,,,1,7,,,1,17.57,,,1
05/04/2013 19:00:50,80.4,,,1,7.71,,,1,,,,1,7.9,,,1,0.755,,,1,7.2,,,1,17.3,,,1
05/04/2013 19:15:50,80.1,,,1,7.7,,,1,,,,1,7.9,,,1,0.752,,,1,7.5,,,1,17.14,,,1
05/04/2013 19:30:50,79.9,,,1,7.7,,,1,,,,1,7.89,,,1,0.754,,,1,7.1,,,1,17.05,,,1
05/04/2013 19:45:50,79.6,,,1,7.69,,,1,,,,1,7.89,,,1,0.752,,,1,7.4,,,1,16.93,,,1
05/04/2013 20:00:50,79.2,,,1,7.68,,,1,,,,1,7.88,,,1,0.753,,,1,6.5,,,1,16.76,,,1
05/04/2013 20:15:50,79,,,1,7.69,,,1,,,,1,7.88,,,1,0.754,,,1,7.6,,,1,16.59,,,1
05/04/2013 20:30:50,79,,,1,7.71,,,1,,,,1,7.87,,,1,0.754,,,1,8,,,1,16.38,,,1
05/04/2013 20:45:50,78.9,,,1,7.74,,,1,,,,1,7.87,,,1,0.754,,,1,8.6,,,1,16.2,,,1
05/04/2013 21:00:50,79,,,1,7.78,,,1,,,,1,7.87,,,1,0.756,,,1,8.7,,,1,16.05,,,1
05/04/2013 21:15:50,79.1,,,1,7.82,,,1,,,,1,7.87,,,1,0.755,,,1,7.6,,,1,15.87,,,1
05/04/2013 21:30:50,79.2,,,1,7.85,,,1,,,,1,7.86,,,1,0.756,,,1,8.1,,,1,15.68,,,1
05/04/2013 21:45:50,79.3,,,1,7.9,,,1,,,,1,7.86,,,1,0.756,,,1,8.4,,,1,15.46,,,1
05/04/2013 22:00:50,79.3,,,1,7.95,,,1,,,,1,7.87,,,1,0.758,,,1,8.9,,,1,15.19,,,1
05/04/2013 22:15:50,79.5,,,1,8,,,1,,,,1,7.87,,,1,0.756,,,1,7.7,,,1,14.96,,,1
05/04/2013 22:30:51,79.5,,,1,8.04,,,1,,,,1,7.87,,,1,0.758,,,1,8.1,,,1,14.74,,,1
05/04/2013 22:45:51,79.5,,,1,8.08,,,1,,,,1,7.86,,,1,0.758,,,1,8.3,,,1,14.58,,,1
05/04/2013 23:00:51,79.6,,,1,8.12,,,1,,,,1,7.87,,,1,0.758,,,1,8.9,,,1,14.38,,,1
05/04/2013 23:15:50,79.7,,,1,8.16,,,1,,,,1,7.86,,,1,0.756,,,1,9.7,,,1,14.23,,,1
05/04/2013 23:30:50,79.8,,,1,8.19,,,1,,,,1,7.86,,,1,0.756,,,1,8.3,,,1,14.06,,,1
05/04/2013 23:45:50,79.8,,,1,8.22,,,1,,,,1,7.86,,,1,0.758,,,1,8.7,,,1,13.92,,,1
05/05/2013 00:00:51,79.9,,,1,8.26,,,1,,,,1,7.86,,,1,0.76,,,1,8.3,,,1,13.77,,,1
05/05/2013 00:15:51,80,,,1,8.29,,,1,,,,1,7.86,,,1,0.757,,,1,8.5,,,1,13.64,,,1
05/05/2013 00:30:51,80,,,1,8.32,,,1,,,,1,7.86,,,1,0.758,,,1,8.3,,,1,13.5,,,1
05/05/2013 00:45:51,80.2,,,1,8.35,,,1,,,,1,7.85,,,1,0.76,,,1,8.6,,,1,13.4,,,1
05/05/2013 01:00:51,80.2,,,1,8.38,,,1,,,,1,7.85,,,1,0.76,,,1,8.6,,,1,13.28,,,1
05/05/2013 01:15:51,80.2,,,1,8.41,,,1,,,,1,7.86,,,1,0.761,,,1,8.3,,,1,13.14,,,1
05/05/2013 01:30:51,80.2,,,1,8.44,,,1,,,,1,7.85,,,1,0.762,,,1,8.3,,,1,12.99,,,1
05/05/2013 01:45:51,80.3,,,1,8.46,,,1,,,,1,7.86,,,1,0.762,,,1,8.3,,,1,12.88,,,1
05/05/2013 02:00:51,80.3,,,1,8.48,,,1,,,,1,7.86,,,1,0.762,,,1,7.7,,,1,12.78,,,1
05/05/2013 02:15:51,80.4,,,1,8.51,,,1,,,,1,7.85,,,1,0.762,,,1,7.6,,,1,12.68,,,1
05/05/2013 02:30:51,80.4,,,1,8.54,,,1,,,,1,7.85,,,1,0.763,,,1,7.9,,,1,12.57,,,1
05/05/2013 02:45:51,80.4,,,1,8.55,,,1,,,,1,7.85,,,1,0.762,,,1,7.7,,,1,12.5,,,1
05/05/2013 03:00:51,80.5,,,1,8.58,,,1,,,,1,7.85,,,1,0.761,,,1,7.9,,,1,12.41,,,1
05/05/2013 03:15:51,80.6,,,1,8.6,,,1,,,,1,7.85,,,1,0.763,,,1,8.2,,,1,12.32,,,1
05/05/2013 03:30:51,80.6,,,1,8.62,,,1,,,,1,7.85,,,1,0.763,,,1,8.3,,,1,12.21,,,1
05/05/2013 03:45:51,80.6,,,1,8.65,,,1,,,,1,7.85,,,1,0.762,,,1,8.1,,,1,12.08,,,1
05/05/2013 04:00:51,80.6,,,1,8.68,,,1,,,,1,7.85,,,1,0.763,,,1,8.3,,,1,11.96,,,1
05/05/2013 04:15:51,80.7,,,1,8.71,,,1,,,,1,7.85,,,1,0.763,,,1,9,,,1,11.87,,,1
05/05/2013 04:30:51,80.7,,,1,8.73,,,1,,,,1,7.85,,,1,0.76,,,1,8.6,,,1,11.77,,,1
05/05/2013 04:45:51,80.8,,,1,8.76,,,1,,,,1,7.84,,,1,0.76,,,1,8.2,,,1,11.67,,,1
05/05/2013 05:00:51,80.8,,,1,8.79,,,1,,,,1,7.84,,,1,0.762,,,1,7.6,,,1,11.54,,,1
05/05/2013 05:15:51,80.9,,,1,8.82,,,1,,,,1,7.84,,,1,0.759,,,1,7.4,,,1,11.41,,,1
05/05/2013 05:30:51,80.9,,,1,8.85,,,1,,,,1,7.84,,,1,0.76,,,1,7.7,,,1,11.27,,,1
05/05/2013 05:45:51,81,,,1,8.87,,,1,,,,1,7.84,,,1,0.759,,,1,7.4,,,1,11.18,,,1
05/05/2013 06:00:51,81,,,1,8.9,,,1,,,,1,7.84,,,1,0.761,,,1,7.8,,,1,11.08,,,1
05/05/2013 06:15:51,81.1,,,1,8.92,,,1,,,,1,7.84,,,1,0.761,,,1,9.2,,,1,11.02,,,1
05/05/2013 06:30:52,81.2,,,1,8.95,,,1,,,,1,7.84,,,1,0.761,,,1,7.3,,,1,10.93,,,1
05/05/2013 06:45:52,81.4,,,1,9,,,1,,,,1,7.84,,,1,0.761,,,1,13.6,,,1,10.83,,,1
05/05/2013 07:00:52,81.9,,,1,9.05,,,1,,,,1,7.84,,,1,0.761,,,1,7,,,1,10.78,,,1
05/05/2013 07:15:51,82.4,,,1,9.12,,,1,,,,1,7.85,,,1,0.761,,,1,6.5,,,1,10.74,,,1
05/05/2013 07:30:51,82.9,,,1,9.17,,,1,,,,1,7.85,,,1,0.762,,,1,6,,,1,10.75,,,1
05/05/2013 07:45:51,83.2,,,1,9.21,,,1,,,,1,7.86,,,1,0.761,,,1,6.1,,,1,10.71,,,1
05/05/2013 08:00:51,83.4,,,1,9.25,,,1,,,,1,7.86,,,1,0.762,,,1,5.9,,,1,10.65,,,1
05/05/2013 08:15:51,84.2,,,1,9.32,,,1,,,,1,7.86,,,1,0.76,,,1,5.9,,,1,10.73,,,1
05/05/2013 08:30:51,84.7,,,1,9.35,,,1,,,,1,7.87,,,1,0.761,,,1,5.8,,,1,10.83,,,1
05/05/2013 08:45:51,85.4,,,1,9.41,,,1,,,,1,7.88,,,1,0.762,,,1,5.4,,,1,10.94,,,1
05/05/2013 09:00:51,85.9,,,1,9.45,,,1,,,,1,7.89,,,1,0.76,,,1,5.6,,,1,11.05,,,1
05/05/2013 09:15:51,86.4,,,1,9.47,,,1,,,,1,7.89,,,1,0.761,,,1,5.6,,,1,11.18,,,1
05/05/2013 09:30:51,86.5,,,1,9.46,,,1,,,,1,7.89,,,1,0.76,,,1,6.3,,,1,11.26,,,1
05/05/2013 09:45:51,87,,,1,9.49,,,1,,,,1,7.9,,,1,0.76,,,1,5.6,,,1,11.39,,,1
05/05/2013 10:00:51,87.6,,,1,9.5,,,1,,,,1,7.9,,,1,0.761,,,1,5.4,,,1,11.64,,,1
05/05/2013 10:15:51,87.7,,,1,9.48,,,1,,,,1,7.91,,,1,0.76,,,1,5.3,,,1,11.8,,,1
05/05/2013 10:30:51,88.5,,,1,9.49,,,1,,,,1,7.92,,,1,0.761,,,1,6.4,,,1,12.13,,,1
05/05/2013 10:45:51,88.7,,,1,9.45,,,1,,,,1,7.92,,,1,0.759,,,1,5.4,,,1,12.42,,,1
05/05/2013 11:00:51,88.4,,,1,9.39,,,1,,,,1,7.93,,,1,0.759,,,1,5.7,,,1,12.54,,,1
05/05/2013 11:15:51,88.3,,,1,9.36,,,1,,,,1,7.93,,,1,0.757,,,1,5.5,,,1,12.63,,,1
05/05/2013 11:30:51,88.5,,,1,9.34,,,1,,,,1,7.93,,,1,0.757,,,1,6,,,1,12.83,,,1
05/05/2013 11:45:51,88.8,,,1,9.32,,,1,,,,1,7.93,,,1,0.758,,,1,5.8,,,1,13.06,,,1
05/05/2013 12:00:51,88.9,,,1,9.29,,,1,,,,1,7.94,,,1,0.758,,,1,6.1,,,1,13.29,,,1
05/05/2013 12:15:51,88.7,,,1,9.24,,,1,,,,1,7.94,,,1,0.756,,,1,6.6,,,1,13.4,,,1
05/05/2013 12:30:51,89.7,,,1,9.25,,,1,,,,1,7.95,,,1,0.757,,,1,6.4,,,1,13.91,,,1
05/05/2013 12:45:50,90.6,,,1,9.2,,,1,,,,1,7.96,,,1,0.758,,,1,5.6,,,1,14.58,,,1
05/05/2013 13:00:51,90.2,,,1,9.09,,,1,,,,1,7.97,,,1,0.759,,,1,5.9,,,1,14.9,,,1
05/05/2013 13:15:51,90.3,,,1,9.05,,,1,,,,1,7.97,,,1,0.758,,,1,5.9,,,1,15.15,,,1
05/05/2013 13:30:51,90.8,,,1,8.99,,,1,,,,1,7.98,,,1,0.76,,,1,6.4,,,1,15.72,,,1
05/05/2013 13:45:51,91,,,1,8.92,,,1,,,,1,7.99,,,1,0.762,,,1,5.9,,,1,16.24,,,1
05/05/2013 14:00:51,91,,,1,8.85,,,1,,,,1,7.99,,,1,0.763,,,1,7.1,,,1,16.63,,,1
05/05/2013 14:15:50,91.1,,,1,8.79,,,1,,,,1,8,,,1,0.764,,,1,6.4,,,1,16.96,,,1
05/05/2013 14:30:50,91,,,1,8.71,,,1,,,,1,8.01,,,1,0.765,,,1,5.8,,,1,17.39,,,1
05/05/2013 14:45:50,90.8,,,1,8.62,,,1,,,,1,8.01,,,1,0.765,,,1,6.3,,,1,17.75,,,1
05/05/2013 15:00:50,90.2,,,1,8.53,,,1,,,,1,8.01,,,1,0.766,,,1,6.1,,,1,17.97,,,1
05/05/2013 15:15:50,89.7,,,1,8.45,,,1,,,,1,8.01,,,1,0.763,,,1,6.4,,,1,18.16,,,1
05/05/2013 15:30:50,88.6,,,1,8.36,,,1,,,,1,8,,,1,0.765,,,1,8.4,,,1,18.06,,,1
05/05/2013 15:45:50,88.6,,,1,8.35,,,1,,,,1,8,,,1,0.765,,,1,6.5,,,1,18.14,,,1
05/05/2013 16:00:50,88.1,,,1,8.31,,,1,,,,1,8,,,1,0.764,,,1,6.5,,,1,18.1,,,1
05/05/2013 16:15:50,87.2,,,1,8.24,,,1,,,,1,7.99,,,1,0.764,,,1,6.4,,,1,17.96,,,1
05/05/2013 16:30:50,86.9,,,1,8.22,,,1,,,,1,7.98,,,1,0.764,,,1,6.4,,,1,17.91,,,1
05/05/2013 16:45:50,87,,,1,8.23,,,1,,,,1,7.98,,,1,0.763,,,1,6.4,,,1,17.9,,,1
05/05/2013 17:00:50,86.1,,,1,8.16,,,1,,,,1,7.97,,,1,0.762,,,1,7.1,,,1,17.8,,,1
05/05/2013 17:15:50,85.3,,,1,8.11,,,1,,,,1,7.97,,,1,0.764,,,1,6.9,,,1,17.68,,,1
05/05/2013 17:30:50,84.5,,,1,8.07,,,1,,,,1,7.96,,,1,0.762,,,1,7.3,,,1,17.49,,,1
05/05/2013 17:45:50,84.3,,,1,8.07,,,1,,,,1,7.95,,,1,0.761,,,1,7.2,,,1,17.4,,,1
05/05/2013 18:00:50,83.7,,,1,8.03,,,1,,,,1,7.94,,,1,0.761,,,1,6.7,,,1,17.26,,,1
05/05/2013 18:15:50,83,,,1,7.99,,,1,,,,1,7.93,,,1,0.76,,,1,7.3,,,1,17.06,,,1
05/05/2013 18:30:50,82.2,,,1,7.95,,,1,,,,1,7.92,,,1,0.759,,,1,7,,,1,16.86,,,1
05/05/2013 18:45:50,81.5,,,1,7.91,,,1,,,,1,7.91,,,1,0.759,,,1,7.3,,,1,16.67,,,1
05/05/2013 19:00:50,81.1,,,1,7.89,,,1,,,,1,7.9,,,1,0.758,,,1,7.4,,,1,16.58,,,1
05/05/2013 19:15:51,80.5,,,1,7.86,,,1,,,,1,7.89,,,1,0.759,,,1,7.3,,,1,16.44,,,1
05/05/2013 19:30:51,80.1,,,1,7.84,,,1,,,,1,7.88,,,1,0.759,,,1,6.8,,,1,16.28,,,1
05/05/2013 19:45:51,79.9,,,1,7.84,,,1,,,,1,7.88,,,1,0.76,,,1,7.2,,,1,16.18,,,1
05/05/2013 20:00:50,79.7,,,1,7.84,,,1,,,,1,7.88,,,1,0.76,,,1,7.5,,,1,16.06,,,1
05/05/2013 20:15:50,79.7,,,1,7.86,,,1,,,,1,7.87,,,1,0.761,,,1,8.4,,,1,15.96,,,1
05/05/2013 20:30:50,79.7,,,1,7.87,,,1,,,,1,7.87,,,1,0.76,,,1,9.1,,,1,15.84,,,1
05/05/2013 20:45:50,79.6,,,1,7.89,,,1,,,,1,7.87,,,1,0.761,,,1,9.2,,,1,15.75,,,1
05/05/2013 21:00:51,79.6,,,1,7.91,,,1,,,,1,7.87,,,1,0.76,,,1,8.7,,,1,15.6,,,1
05/05/2013 21:15:51,79.7,,,1,7.94,,,1,,,,1,7.86,,,1,0.762,,,1,8.9,,,1,15.45,,,1
05/05/2013 21:30:51,79.8,,,1,7.98,,,1,,,,1,7.87,,,1,0.759,,,1,7.9,,,1,15.31,,,1
05/05/2013 21:45:51,79.8,,,1,8,,,1,,,,1,7.87,,,1,0.76,,,1,9.6,,,1,15.16,,,1
05/05/2013 22:00:51,79.8,,,1,8.02,,,1,,,,1,7.87,,,1,0.76,,,1,8.7,,,1,15.03,,,1
05/05/2013 22:15:51,79.8,,,1,8.05,,,1,,,,1,7.87,,,1,0.761,,,1,9.7,,,1,14.9,,,1
