Plot Title:  Sulfur Creek 11-08,,,,,,,,,
#,"Date Time, GMT-07:00","Date Time, GMT-07:00","Abs Pres, Pa (LGR S/N: 1280510, SEN S/N: 1280510)","Temp, °C (LGR S/N: 1280510, SEN S/N: 1280510)",Coupler Detached (LGR S/N: 1280510),Coupler Attached (LGR S/N: 1280510),Host Connected (LGR S/N: 1280510),Stopped (LGR S/N: 1280510),End Of File (LGR S/N: 1280510)
89,11/26/2008,7:09:26,75460,2.195,,,,,
90,11/26/2008,7:39:26,75470,2.195,,,,,
91,11/26/2008,8:09:26,75490,2.195,,,,,
92,11/26/2008,8:39:26,75470,2.195,,,,,
93,11/26/2008,9:09:26,75460,2.195,,,,,
94,11/26/2008,9:39:26,75450,2.195,,,,,
95,11/26/2008,10:09:26,75419,2.195,,,,,
96,11/26/2008,10:39:26,75419,2.195,,,,,
97,11/26/2008,11:09:26,75419,2.303,,,,,
98,11/26/2008,11:39:26,75419,2.303,,,,,
99,11/26/2008,12:09:26,75368,2.303,,,,,
100,11/26/2008,12:39:26,75338,2.303,,,,,
101,11/26/2008,13:09:26,75296,2.41,,,,,
102,11/26/2008,13:39:26,75306,2.41,,,,,
103,11/26/2008,14:09:26,75286,2.41,,,,,
104,11/26/2008,14:39:26,75276,2.41,,,,,
105,11/26/2008,15:09:26,75296,2.517,,,,,
106,11/26/2008,15:39:26,75306,2.517,,,,,
107,11/26/2008,16:09:26,75306,2.517,,,,,
108,11/26/2008,16:39:26,75275,2.517,,,,,
109,11/26/2008,17:09:26,75275,2.517,,,,,
110,11/26/2008,17:39:26,75306,2.517,,,,,
111,11/26/2008,18:09:26,75326,2.517,,,,,
112,11/26/2008,18:39:26,75285,2.517,,,,,
113,11/26/2008,19:09:26,75327,2.41,,,,,
114,11/26/2008,19:39:26,75347,2.41,,,,,
115,11/26/2008,20:09:26,75347,2.41,,,,,
116,11/26/2008,20:39:26,75347,2.41,,,,,
117,11/26/2008,21:09:26,75377,2.41,,,,,
118,11/26/2008,21:39:26,75357,2.41,,,,,
119,11/26/2008,22:09:26,75367,2.41,,,,,
120,11/26/2008,22:39:26,75347,2.41,,,,,
121,11/26/2008,23:09:26,75327,2.41,,,,,
122,11/26/2008,23:39:26,75306,2.41,,,,,
123,11/27/2008,0:09:26,75266,2.41,,,,,
124,11/27/2008,0:39:26,75246,2.41,,,,,
125,11/27/2008,1:09:26,75215,2.41,,,,,
126,11/27/2008,1:39:26,75226,2.41,,,,,
127,11/27/2008,2:09:26,75266,2.41,,,,,
128,11/27/2008,2:39:26,75215,2.41,,,,,
129,11/27/2008,3:09:26,75175,2.41,,,,,
130,11/27/2008,3:39:26,75175,2.41,,,,,
131,11/27/2008,4:09:26,75134,2.41,,,,,
132,11/27/2008,4:39:26,75094,2.41,,,,,
133,11/27/2008,5:09:26,75064,2.41,,,,,
134,11/27/2008,5:39:26,75114,2.41,,,,,
135,11/27/2008,6:09:26,75074,2.41,,,,,
136,11/27/2008,6:39:26,75054,2.41,,,,,
137,11/27/2008,7:09:26,75033,2.41,,,,,
138,11/27/2008,7:39:26,75033,2.41,,,,,
139,11/27/2008,8:09:26,75054,2.41,,,,,
140,11/27/2008,8:39:26,75064,2.41,,,,,
141,11/27/2008,9:09:26,75013,2.41,,,,,
142,11/27/2008,9:39:26,74993,2.41,,,,,
143,11/27/2008,10:09:26,74973,2.41,,,,,
144,11/27/2008,10:39:26,74962,2.517,,,,,
145,11/27/2008,11:09:26,74921,2.517,,,,,
146,11/27/2008,11:39:26,74820,2.517,,,,,
147,11/27/2008,12:09:26,74779,2.517,,,,,
148,11/27/2008,12:39:26,74739,2.517,,,,,
149,11/27/2008,13:09:26,74699,2.517,,,,,
150,11/27/2008,13:39:26,74688,2.517,,,,,
151,11/27/2008,14:09:26,74688,2.517,,,,,
152,11/27/2008,14:39:26,74658,2.517,,,,,
153,11/27/2008,15:09:26,74658,2.517,,,,,
154,11/27/2008,15:39:26,74810,2.517,,,,,
155,11/27/2008,16:09:26,74830,2.517,,,,,
156,11/27/2008,16:39:26,74811,2.41,,,,,
157,11/27/2008,17:09:26,74769,2.517,,,,,
158,11/27/2008,17:39:26,74891,2.517,,,,,
159,11/27/2008,18:09:26,74921,2.517,,,,,
160,11/27/2008,18:39:26,74931,2.517,,,,,
161,11/27/2008,19:09:26,74921,2.517,,,,,
162,11/27/2008,19:39:26,74911,2.517,,,,,
163,11/27/2008,20:09:26,74921,2.517,,,,,
164,11/27/2008,20:39:26,74911,2.517,,,,,
165,11/27/2008,21:09:26,74901,2.517,,,,,
166,11/27/2008,21:39:26,74911,2.517,,,,,
167,11/27/2008,22:09:26,74891,2.517,,,,,
168,11/27/2008,22:39:26,74891,2.517,,,,,
169,11/27/2008,23:09:26,74901,2.517,,,,,
170,11/27/2008,23:39:26,74881,2.517,,,,,
171,11/28/2008,0:09:26,74871,2.517,,,,,
172,11/28/2008,0:39:26,74829,2.624,,,,,
173,11/28/2008,1:09:26,74809,2.624,,,,,
174,11/28/2008,1:39:26,74819,2.624,,,,,
175,11/28/2008,2:09:26,74819,2.624,,,,,
176,11/28/2008,2:39:26,74819,2.624,,,,,
177,11/28/2008,3:09:26,74789,2.624,,,,,
178,11/28/2008,3:39:26,74769,2.624,,,,,
179,11/28/2008,4:09:26,74789,2.624,,,,,
180,11/28/2008,4:39:26,74789,2.624,,,,,
181,11/28/2008,5:09:26,74779,2.624,,,,,
182,11/28/2008,5:39:26,74769,2.624,,,,,
183,11/28/2008,6:09:26,74769,2.624,,,,,
184,11/28/2008,6:39:26,74789,2.624,,,,,
185,11/28/2008,7:09:26,74809,2.624,,,,,
186,11/28/2008,7:39:26,74779,2.624,,,,,
187,11/28/2008,8:09:26,74789,2.624,,,,,
188,11/28/2008,8:39:26,74779,2.624,,,,,
189,11/28/2008,9:09:26,74799,2.624,,,,,
190,11/28/2008,9:39:26,74799,2.624,,,,,
191,11/28/2008,10:09:26,74779,2.624,,,,,
192,11/28/2008,10:39:26,74758,2.624,,,,,
193,11/28/2008,11:09:26,74718,2.624,,,,,
194,11/28/2008,11:39:26,74698,2.624,,,,,
195,11/28/2008,12:09:26,74667,2.624,,,,,
196,11/28/2008,12:39:26,74627,2.624,,,,,
197,11/28/2008,13:09:26,74617,2.624,,,,,
198,11/28/2008,13:39:26,74586,2.73,,,,,
199,11/28/2008,14:09:26,74586,2.73,,,,,
200,11/28/2008,14:39:26,74606,2.73,,,,,
201,11/28/2008,15:09:26,74616,2.73,,,,,
202,11/28/2008,15:39:26,74606,2.73,,,,,
203,11/28/2008,16:09:26,74626,2.73,,,,,
204,11/28/2008,16:39:26,74606,2.73,,,,,
205,11/28/2008,17:09:26,74626,2.73,,,,,
206,11/28/2008,17:39:26,74616,2.73,,,,,
207,11/28/2008,18:09:26,74636,2.73,,,,,
208,11/28/2008,18:39:26,74626,2.73,,,,,
209,11/28/2008,19:09:26,74626,2.73,,,,,
210,11/28/2008,19:39:26,74646,2.73,,,,,
211,11/28/2008,20:09:26,74667,2.73,,,,,
212,11/28/2008,20:39:26,74636,2.73,,,,,
213,11/28/2008,21:09:26,74667,2.73,,,,,
214,11/28/2008,21:39:26,74656,2.73,,,,,
215,11/28/2008,22:09:26,74626,2.73,,,,,
216,11/28/2008,22:39:26,74626,2.73,,,,,
217,11/28/2008,23:09:26,74606,2.73,,,,,
218,11/28/2008,23:39:26,74606,2.73,,,,,
219,11/29/2008,0:09:26,74596,2.73,,,,,
220,11/29/2008,0:39:26,74586,2.73,,,,,
221,11/29/2008,1:09:26,74596,2.73,,,,,
222,11/29/2008,1:39:26,74554,2.837,,,,,
223,11/29/2008,2:09:26,74534,2.837,,,,,
224,11/29/2008,2:39:26,74564,2.837,,,,,
225,11/29/2008,3:09:26,74595,2.837,,,,,
226,11/29/2008,3:39:26,74585,2.837,,,,,
227,11/29/2008,4:09:26,74585,2.837,,,,,
228,11/29/2008,4:39:26,74605,2.837,,,,,
229,11/29/2008,5:09:26,74635,2.837,,,,,
230,11/29/2008,5:39:26,74635,2.837,,,,,
231,11/29/2008,6:09:26,74676,2.837,,,,,
232,11/29/2008,6:39:26,74686,2.837,,,,,
233,11/29/2008,7:09:26,74706,2.837,,,,,
234,11/29/2008,7:39:26,74676,2.837,,,,,
235,11/29/2008,8:09:26,74696,2.837,,,,,
236,11/29/2008,8:39:26,74696,2.837,,,,,
237,11/29/2008,9:09:26,74677,2.73,,,,,
238,11/29/2008,9:39:26,74727,2.73,,,,,
239,11/29/2008,10:09:26,74758,2.73,,,,,
240,11/29/2008,10:39:26,74727,2.73,,,,,
241,11/29/2008,11:09:26,74717,2.73,,,,,
242,11/29/2008,11:39:26,74697,2.73,,,,,
243,11/29/2008,12:09:26,74636,2.73,,,,,
244,11/29/2008,12:39:26,74625,2.837,,,,,
245,11/29/2008,13:09:26,74615,2.837,,,,,
246,11/29/2008,13:39:26,74625,2.837,,,,,
247,11/29/2008,14:09:26,74625,2.837,,,,,
248,11/29/2008,14:39:26,74625,2.837,,,,,
249,11/29/2008,15:09:26,74615,2.837,,,,,
250,11/29/2008,15:39:26,74676,2.837,,,,,
251,11/29/2008,16:09:26,74726,2.837,,,,,
252,11/29/2008,16:39:26,74695,2.943,,,,,
253,11/29/2008,17:09:26,74726,2.943,,,,,
254,11/29/2008,17:39:26,74746,2.943,,,,,
255,11/29/2008,18:09:26,74726,2.943,,,,,
256,11/29/2008,18:39:26,74756,2.943,,,,,
257,11/29/2008,19:09:26,74807,2.943,,,,,
258,11/29/2008,19:39:26,74827,2.943,,,,,
259,11/29/2008,20:09:26,74847,2.943,,,,,
260,11/29/2008,20:39:26,74857,2.943,,,,,
261,11/29/2008,21:09:26,74888,2.943,,,,,
262,11/29/2008,21:39:26,74867,2.943,,,,,
263,11/29/2008,22:09:26,74877,2.943,,,,,
264,11/29/2008,22:39:26,74877,2.943,,,,,
265,11/29/2008,23:09:26,74878,2.837,,,,,
266,11/29/2008,23:39:26,74858,2.837,,,,,
267,11/30/2008,0:09:26,74828,2.837,,,,,
268,11/30/2008,0:39:26,74828,2.837,,,,,
269,11/30/2008,1:09:26,74757,2.837,,,,,
270,11/30/2008,1:39:26,74737,2.837,,,,,
271,11/30/2008,2:09:26,74737,2.837,,,,,
272,11/30/2008,2:39:26,74716,2.837,,,,,
273,11/30/2008,3:09:26,74726,2.837,,,,,
274,11/30/2008,3:39:26,74706,2.837,,,,,
275,11/30/2008,4:09:26,74726,2.837,,,,,
276,11/30/2008,4:39:26,74737,2.837,,,,,
277,11/30/2008,5:09:26,74706,2.837,,,,,
278,11/30/2008,5:39:26,74706,2.837,,,,,
279,11/30/2008,6:09:26,74706,2.837,,,,,
280,11/30/2008,6:39:26,74747,2.837,,,,,
281,11/30/2008,7:09:26,74767,2.837,,,,,
282,11/30/2008,7:39:26,74787,2.837,,,,,
283,11/30/2008,8:09:26,74767,2.837,,,,,
284,11/30/2008,8:39:26,74818,2.837,,,,,
285,11/30/2008,9:09:26,74868,2.837,,,,,
286,11/30/2008,9:39:26,74898,2.837,,,,,
287,11/30/2008,10:09:26,74919,2.837,,,,,
288,11/30/2008,10:39:26,74939,2.837,,,,,
289,11/30/2008,11:09:26,74929,2.837,,,,,
290,11/30/2008,11:39:26,74888,2.837,,,,,
291,11/30/2008,12:09:26,74838,2.837,,,,,
292,11/30/2008,12:39:26,74839,2.73,,,,,
293,11/30/2008,13:09:26,74807,2.837,,,,,
294,11/30/2008,13:39:26,74787,2.837,,,,,
295,11/30/2008,14:09:26,74787,2.837,,,,,
296,11/30/2008,14:39:26,74796,2.943,,,,,
297,11/30/2008,15:09:26,74807,2.943,,,,,
298,11/30/2008,15:39:26,74817,2.943,,,,,
299,11/30/2008,16:09:26,74807,2.943,,,,,
300,11/30/2008,16:39:26,74837,2.943,,,,,
301,11/30/2008,17:09:26,74857,2.943,,,,,
302,11/30/2008,17:39:26,74888,2.837,,,,,
303,11/30/2008,18:09:26,74929,2.837,,,,,
304,11/30/2008,18:39:26,74918,2.943,,,,,
305,11/30/2008,19:09:26,74938,2.943,,,,,
306,11/30/2008,19:39:26,74968,2.943,,,,,
307,11/30/2008,20:09:26,74958,2.943,,,,,
308,11/30/2008,20:39:26,74989,2.943,,,,,
309,11/30/2008,21:09:26,75009,2.943,,,,,
310,11/30/2008,21:39:26,75009,2.943,,,,,
311,11/30/2008,22:09:26,74999,2.943,,,,,
312,11/30/2008,22:39:26,74989,2.943,,,,,
313,11/30/2008,23:09:26,74989,2.943,,,,,
314,11/30/2008,23:39:26,74999,2.943,,,,,
315,12/1/2008,0:09:26,75009,2.943,,,,,
316,12/1/2008,0:39:26,74979,2.943,,,,,
317,12/1/2008,1:09:26,74999,2.943,,,,,
318,12/1/2008,1:39:26,75049,2.943,,,,,
319,12/1/2008,2:09:26,75039,2.943,,,,,
320,12/1/2008,2:39:26,75100,2.943,,,,,
321,12/1/2008,3:09:26,75080,2.943,,,,,
322,12/1/2008,3:39:26,75120,2.943,,,,,
323,12/1/2008,4:09:26,75141,2.943,,,,,
324,12/1/2008,4:39:26,75151,2.943,,,,,
325,12/1/2008,5:09:26,75191,2.943,,,,,
326,12/1/2008,5:39:26,75201,2.943,,,,,
327,12/1/2008,6:09:26,75222,2.837,,,,,
328,12/1/2008,6:39:26,75243,2.837,,,,,
329,12/1/2008,7:09:26,75263,2.837,,,,,
330,12/1/2008,7:39:26,75283,2.837,,,,,
331,12/1/2008,8:09:26,75313,2.837,,,,,
332,12/1/2008,8:39:26,75334,2.837,,,,,
333,12/1/2008,9:09:26,75354,2.837,,,,,
334,12/1/2008,9:39:26,75384,2.837,,,,,
335,12/1/2008,10:09:26,75384,2.837,,,,,
336,12/1/2008,10:39:26,75384,2.837,,,,,
337,12/1/2008,11:09:26,75364,2.837,,,,,
338,12/1/2008,11:39:26,75354,2.837,,,,,
339,12/1/2008,12:09:26,75323,2.837,,,,,
340,12/1/2008,12:39:26,75303,2.837,,,,,
341,12/1/2008,13:09:26,75324,2.73,,,,,
342,12/1/2008,13:39:26,75324,2.73,,,,,
343,12/1/2008,14:09:26,75334,2.73,,,,,
344,12/1/2008,14:39:26,75334,2.837,,,,,
345,12/1/2008,15:09:26,75364,2.837,,,,,
346,12/1/2008,15:39:26,75374,2.837,,,,,
347,12/1/2008,16:09:26,75374,2.837,,,,,
348,12/1/2008,16:39:26,75394,2.943,,,,,
349,12/1/2008,17:09:26,75414,2.943,,,,,
350,12/1/2008,17:39:26,75434,2.943,,,,,
351,12/1/2008,18:09:26,75454,2.943,,,,,
352,12/1/2008,18:39:26,75474,2.943,,,,,
353,12/1/2008,19:09:26,75454,2.943,,,,,
354,12/1/2008,19:39:26,75454,2.943,,,,,
355,12/1/2008,20:09:26,75454,2.943,,,,,
356,12/1/2008,20:39:26,75474,2.943,,,,,
357,12/1/2008,21:09:26,75464,2.943,,,,,
358,12/1/2008,21:39:26,75454,2.943,,,,,
359,12/1/2008,22:09:26,75454,2.943,,,,,
360,12/1/2008,22:39:26,75454,2.943,,,,,
361,12/1/2008,23:09:26,75444,2.943,,,,,
362,12/1/2008,23:39:26,75444,2.943,,,,,
363,12/2/2008,0:09:26,75414,2.943,,,,,
364,12/2/2008,0:39:26,75424,2.943,,,,,
365,12/2/2008,1:09:26,75404,2.837,,,,,
366,12/2/2008,1:39:26,75364,2.837,,,,,
367,12/2/2008,2:09:26,75374,2.837,,,,,
368,12/2/2008,2:39:26,75364,2.837,,,,,
369,12/2/2008,3:09:26,75364,2.837,,,,,
370,12/2/2008,3:39:26,75344,2.837,,,,,
371,12/2/2008,4:09:26,75344,2.837,,,,,
372,12/2/2008,4:39:26,75344,2.837,,,,,
373,12/2/2008,5:09:26,75334,2.837,,,,,
374,12/2/2008,5:39:26,75334,2.837,,,,,
375,12/2/2008,6:09:26,75323,2.837,,,,,
376,12/2/2008,6:39:26,75354,2.837,,,,,
377,12/2/2008,7:09:26,75334,2.837,,,,,
378,12/2/2008,7:39:26,75344,2.837,,,,,
379,12/2/2008,8:09:26,75323,2.837,,,,,
380,12/2/2008,8:39:26,75345,2.73,,,,,
381,12/2/2008,9:09:26,75323,2.837,,,,,
382,12/2/2008,9:39:26,75334,2.837,,,,,
383,12/2/2008,10:09:26,75293,2.837,,,,,
384,12/2/2008,10:39:26,75243,2.837,,,,,
385,12/2/2008,11:09:26,75212,2.837,,,,,
386,12/2/2008,11:39:26,75173,2.73,,,,,
387,12/2/2008,12:09:26,75131,2.837,,,,,
388,12/2/2008,12:39:26,75101,2.837,,,,,
389,12/2/2008,13:09:26,75030,2.837,,,,,
390,12/2/2008,13:39:26,74979,2.943,,,,,
391,12/2/2008,14:09:26,74930,2.73,,,,,
392,12/2/2008,14:39:26,74919,2.837,,,,,
393,12/2/2008,15:09:26,74898,2.943,,,,,
394,12/2/2008,15:39:26,74877,2.943,,,,,
395,12/2/2008,16:09:26,74837,2.943,,,,,
396,12/2/2008,16:39:26,74836,3.049,,,,,
397,12/2/2008,17:09:26,74816,3.049,,,,,
398,12/2/2008,17:39:26,74836,3.049,,,,,
399,12/2/2008,18:09:26,74826,3.049,,,,,
400,12/2/2008,18:39:26,74806,3.049,,,,,
401,12/2/2008,19:09:26,74786,3.049,,,,,
402,12/2/2008,19:39:26,74755,3.049,,,,,
403,12/2/2008,20:09:26,74735,3.049,,,,,
404,12/2/2008,20:39:26,74715,3.049,,,,,
405,12/2/2008,21:09:26,74725,3.049,,,,,
406,12/2/2008,21:39:26,74735,3.049,,,,,
407,12/2/2008,22:09:26,74765,3.049,,,,,
408,12/2/2008,22:39:26,74765,3.049,,,,,
409,12/2/2008,23:09:26,74735,3.049,,,,,
410,12/2/2008,23:39:26,74715,3.049,,,,,
411,12/3/2008,0:09:26,74695,2.943,,,,,
412,12/3/2008,0:39:26,74665,2.943,,,,,
413,12/3/2008,1:09:26,74655,2.943,,,,,
414,12/3/2008,1:39:26,74635,2.943,,,,,
415,12/3/2008,2:09:26,74624,2.943,,,,,
416,12/3/2008,2:39:26,74655,2.943,,,,,
417,12/3/2008,3:09:26,74705,2.943,,,,,
418,12/3/2008,3:39:26,74695,2.943,,,,,
419,12/3/2008,4:09:26,74695,2.943,,,,,
420,12/3/2008,4:39:26,74675,2.943,,,,,
421,12/3/2008,5:09:26,74695,2.943,,,,,
422,12/3/2008,5:39:26,74685,2.943,,,,,
423,12/3/2008,6:09:26,74726,2.943,,,,,
424,12/3/2008,6:39:26,74817,2.943,,,,,
425,12/3/2008,7:09:26,74857,2.943,,,,,
426,12/3/2008,7:39:26,74918,2.943,,,,,
427,12/3/2008,8:09:26,74948,2.943,,,,,
428,12/3/2008,8:39:26,74968,2.943,,,,,
429,12/3/2008,9:09:26,75029,2.943,,,,,
430,12/3/2008,9:39:26,75070,2.943,,,,,
431,12/3/2008,10:09:26,75070,2.943,,,,,
432,12/3/2008,10:39:26,75060,2.943,,,,,
433,12/3/2008,11:09:26,75091,2.837,,,,,
434,12/3/2008,11:39:26,75060,2.943,,,,,
435,12/3/2008,12:09:26,75080,2.943,,,,,
436,12/3/2008,12:39:26,75050,2.837,,,,,
437,12/3/2008,13:09:26,75060,2.943,,,,,
438,12/3/2008,13:39:26,75039,2.943,,,,,
439,12/3/2008,14:09:26,75049,2.943,,,,,
440,12/3/2008,14:39:26,75080,2.943,,,,,
441,12/3/2008,15:09:26,75100,2.943,,,,,
442,12/3/2008,15:39:26,75119,3.049,,,,,
443,12/3/2008,16:09:26,75140,3.049,,,,,
444,12/3/2008,16:39:26,75150,3.049,,,,,
445,12/3/2008,17:09:26,75150,3.049,,,,,
446,12/3/2008,17:39:26,75180,3.049,,,,,
447,12/3/2008,18:09:26,75200,3.049,,,,,
448,12/3/2008,18:39:26,75201,2.943,,,,,
449,12/3/2008,19:09:26,75211,2.943,,,,,
450,12/3/2008,19:39:26,75191,2.943,,,,,
451,12/3/2008,20:09:26,75191,2.943,,,,,
452,12/3/2008,20:39:26,75211,2.943,,,,,
453,12/3/2008,21:09:26,75221,2.943,,,,,
454,12/3/2008,21:39:26,75221,2.943,,,,,
455,12/3/2008,22:09:26,75221,2.943,,,,,
456,12/3/2008,22:39:26,75221,2.943,,,,,
457,12/3/2008,23:09:26,75232,2.837,,,,,
458,12/3/2008,23:39:26,75232,2.837,,,,,
459,12/4/2008,0:09:26,75192,2.837,,,,,
460,12/4/2008,0:39:26,75162,2.837,,,,,
461,12/4/2008,1:09:26,75162,2.837,,,,,
462,12/4/2008,1:39:26,75141,2.837,,,,,
463,12/4/2008,2:09:26,75142,2.73,,,,,
464,12/4/2008,2:39:26,75152,2.73,,,,,
465,12/4/2008,3:09:26,75152,2.73,,,,,
466,12/4/2008,3:39:26,75132,2.73,,,,,
467,12/4/2008,4:09:26,75112,2.73,,,,,
468,12/4/2008,4:39:26,75102,2.624,,,,,
469,12/4/2008,5:09:26,75092,2.624,,,,,
470,12/4/2008,5:39:26,75082,2.624,,,,,
471,12/4/2008,6:09:26,75113,2.624,,,,,
472,12/4/2008,6:39:26,75113,2.624,,,,,
473,12/4/2008,7:09:26,75143,2.624,,,,,
474,12/4/2008,7:39:26,75143,2.624,,,,,
475,12/4/2008,8:09:26,75144,2.517,,,,,
476,12/4/2008,8:39:26,75134,2.517,,,,,
477,12/4/2008,9:09:26,75164,2.517,,,,,
478,12/4/2008,9:39:26,75164,2.517,,,,,
479,12/4/2008,10:09:26,75144,2.517,,,,,
480,12/4/2008,10:39:26,75123,2.624,,,,,
481,12/4/2008,11:09:26,75123,2.624,,,,,
482,12/4/2008,11:39:26,75082,2.624,,,,,
483,12/4/2008,12:09:26,75042,2.624,,,,,
484,12/4/2008,12:39:26,75022,2.624,,,,,
485,12/4/2008,13:09:26,75001,2.624,,,,,
486,12/4/2008,13:39:26,74990,2.73,,,,,
487,12/4/2008,14:09:26,74971,2.624,,,,,
488,12/4/2008,14:39:26,74980,2.73,,,,,
489,12/4/2008,15:09:26,75000,2.73,,,,,
490,12/4/2008,15:39:26,75000,2.73,,,,,
491,12/4/2008,16:09:26,75041,2.73,,,,,
492,12/4/2008,16:39:26,75060,2.837,,,,,
493,12/4/2008,17:09:26,75101,2.837,,,,,
494,12/4/2008,17:39:26,75121,2.837,,,,,
495,12/4/2008,18:09:26,75151,2.837,,,,,
496,12/4/2008,18:39:26,75172,2.837,,,,,
497,12/4/2008,19:09:26,75203,2.73,,,,,
498,12/4/2008,19:39:26,75213,2.73,,,,,
499,12/4/2008,20:09:26,75233,2.73,,,,,
500,12/4/2008,20:39:26,75243,2.73,,,,,
501,12/4/2008,21:09:26,75274,2.73,,,,,
502,12/4/2008,21:39:26,75304,2.73,,,,,
