Plot Title: Lwr Sulf 20140530-2014,,,,,,,,,,
#,"Date Time, GMT-06:00","Date Time, GMT-06:00","Abs Pres, Pa (LGR S/N: 1280510, SEN S/N: 1280510)","Temp, °C (LGR S/N: 1280510, SEN S/N: 1280510)","Batt, V (LGR S/N: 1280510, SEN S/N: 1280510)",Coupler Detached (LGR S/N: 1280510),Coupler Attached (LGR S/N: 1280510),Host Connected (LGR S/N: 1280510),Stopped (LGR S/N: 1280510),End Of File (LGR S/N: 1280510)
1,5/30/2014,11:00:00,75672,12.11,3.46,Logged,,,,
2,5/30/2014,11:15:00,75696,11.625,3.46,,,,,
3,5/30/2014,11:30:00,75718,11.334,3.46,,,,,
4,5/30/2014,11:45:00,75699,11.139,3.46,,,,,
5,5/30/2014,12:00:00,75670,10.944,3.46,,,,,
6,5/30/2014,12:15:00,75681,10.846,3.46,,,,,
7,5/30/2014,12:30:00,75651,10.748,3.46,,,,,
8,5/30/2014,12:45:00,75662,10.651,3.46,,,,,
9,5/30/2014,13:00:00,75653,10.553,3.46,,,,,
10,5/30/2014,13:15:00,75623,10.455,3.46,,,,,
11,5/30/2014,13:30:00,75593,10.455,3.46,,,,,
12,5/30/2014,13:45:00,75582,10.455,3.46,,,,,
13,5/30/2014,14:00:00,75593,10.357,3.46,,,,,
14,5/30/2014,14:15:00,75583,10.357,3.46,,,,,
15,5/30/2014,14:30:00,75583,10.357,3.46,,,,,
16,5/30/2014,14:45:00,75593,10.357,3.46,,,,,
17,5/30/2014,15:00:00,75583,10.357,3.46,,,,,
18,5/30/2014,15:15:00,75574,10.259,3.46,,,,,
19,5/30/2014,15:30:00,75563,10.259,3.46,,,,,
20,5/30/2014,15:45:00,75553,10.259,3.46,,,,,
21,5/30/2014,16:00:00,75533,10.259,3.46,,,,,
22,5/30/2014,16:15:00,75543,10.259,3.46,,,,,
23,5/30/2014,16:30:00,75543,10.259,3.46,,,,,
24,5/30/2014,16:45:00,75523,10.259,3.46,,,,,
25,5/30/2014,17:00:00,75523,10.259,3.46,,,,,
26,5/30/2014,17:15:00,75503,10.259,3.46,,,,,
27,5/30/2014,17:30:00,75523,10.259,3.46,,,,,
28,5/30/2014,17:45:00,75523,10.259,3.46,,,,,
29,5/30/2014,18:00:00,75503,10.259,3.46,,,,,
30,5/30/2014,18:15:00,75482,10.259,3.46,,,,,
31,5/30/2014,18:30:00,75493,10.259,3.46,,,,,
32,5/30/2014,18:45:00,75513,10.259,3.46,,,,,
33,5/30/2014,19:00:00,75493,10.259,3.46,,,,,
34,5/30/2014,19:15:00,75533,10.259,3.46,,,,,
35,5/30/2014,19:30:00,75543,10.259,3.46,,,,,
36,5/30/2014,19:45:00,75543,10.259,3.46,,,,,
37,5/30/2014,20:00:00,75563,10.259,3.46,,,,,
38,5/30/2014,20:15:00,75574,10.259,3.46,,,,,
39,5/30/2014,20:30:00,75574,10.259,3.46,,,,,
40,5/30/2014,20:45:00,75594,10.259,3.46,,,,,
41,5/30/2014,21:00:00,75594,10.259,3.46,,,,,
42,5/30/2014,21:15:00,75624,10.259,3.46,,,,,
43,5/30/2014,21:30:00,75635,10.161,3.46,,,,,
44,5/30/2014,21:45:00,75655,10.161,3.46,,,,,
45,5/30/2014,22:00:00,75655,10.161,3.46,,,,,
46,5/30/2014,22:15:00,75686,10.161,3.46,,,,,
47,5/30/2014,22:30:00,75686,10.161,3.46,,,,,
48,5/30/2014,22:45:00,75686,10.161,3.46,,,,,
49,5/30/2014,23:00:00,75686,10.161,3.46,,,,,
50,5/30/2014,23:15:00,75686,10.161,3.46,,,,,
51,5/30/2014,23:30:00,75696,10.161,3.46,,,,,
52,5/30/2014,23:45:00,75697,10.063,3.46,,,,,
53,5/31/2014,0:00:00,75707,10.063,3.46,,,,,
54,5/31/2014,0:15:00,75717,10.063,3.46,,,,,
55,5/31/2014,0:30:00,75686,10.063,3.46,,,,,
56,5/31/2014,0:45:00,75697,10.063,3.46,,,,,
57,5/31/2014,1:00:00,75697,10.063,3.46,,,,,
58,5/31/2014,1:15:00,75697,9.965,3.46,,,,,
59,5/31/2014,1:30:00,75687,9.965,3.46,,,,,
60,5/31/2014,1:45:00,75677,9.965,3.46,,,,,
61,5/31/2014,2:00:00,75667,9.965,3.46,,,,,
62,5/31/2014,2:15:00,75688,9.866,3.46,,,,,
63,5/31/2014,2:30:00,75688,9.866,3.46,,,,,
64,5/31/2014,2:45:00,75678,9.866,3.46,,,,,
65,5/31/2014,3:00:00,75668,9.866,3.46,,,,,
66,5/31/2014,3:15:00,75678,9.866,3.46,,,,,
67,5/31/2014,3:30:00,75678,9.866,3.43,,,,,
68,5/31/2014,3:45:00,75668,9.768,3.43,,,,,
69,5/31/2014,4:00:00,75678,9.768,3.43,,,,,
70,5/31/2014,4:15:00,75668,9.768,3.43,,,,,
71,5/31/2014,4:30:00,75668,9.768,3.43,,,,,
72,5/31/2014,4:45:00,75669,9.669,3.43,,,,,
73,5/31/2014,5:00:00,75679,9.669,3.43,,,,,
74,5/31/2014,5:15:00,75669,9.669,3.43,,,,,
75,5/31/2014,5:30:00,75669,9.669,3.43,,,,,
76,5/31/2014,5:45:00,75700,9.571,3.46,,,,,
77,5/31/2014,6:00:00,75670,9.571,3.46,,,,,
78,5/31/2014,6:15:00,75680,9.571,3.46,,,,,
79,5/31/2014,6:30:00,75710,9.571,3.46,,,,,
80,5/31/2014,6:45:00,75701,9.472,3.46,,,,,
81,5/31/2014,7:00:00,75701,9.472,3.46,,,,,
82,5/31/2014,7:15:00,75721,9.472,3.46,,,,,
83,5/31/2014,7:30:00,75711,9.472,3.46,,,,,
84,5/31/2014,7:45:00,75701,9.472,3.46,,,,,
85,5/31/2014,8:00:00,75711,9.472,3.46,,,,,
86,5/31/2014,8:15:00,75711,9.472,3.46,,,,,
87,5/31/2014,8:30:00,75701,9.472,3.46,,,,,
88,5/31/2014,8:45:00,75691,9.472,3.46,,,,,
89,5/31/2014,9:00:00,75721,9.472,3.46,,,,,
90,5/31/2014,9:15:00,75711,9.472,3.46,,,,,
91,5/31/2014,9:30:00,75701,9.472,3.46,,,,,
92,5/31/2014,9:45:00,75701,9.472,3.46,,,,,
93,5/31/2014,10:00:00,75691,9.472,3.46,,,,,
94,5/31/2014,10:15:00,75670,9.472,3.46,,,,,
95,5/31/2014,10:30:00,75670,9.472,3.46,,,,,
96,5/31/2014,10:45:00,75660,9.472,3.46,,,,,
97,5/31/2014,11:00:00,75670,9.472,3.46,,,,,
98,5/31/2014,11:15:00,75650,9.472,3.46,,,,,
99,5/31/2014,11:30:00,75659,9.571,3.46,,,,,
100,5/31/2014,11:45:00,75659,9.571,3.46,,,,,
101,5/31/2014,12:00:00,75629,9.571,3.46,,,,,
102,5/31/2014,12:15:00,75618,9.669,3.43,,,,,
103,5/31/2014,12:30:00,75608,9.669,3.43,,,,,
104,5/31/2014,12:45:00,75628,9.669,3.43,,,,,
105,5/31/2014,13:00:00,75608,9.669,3.43,,,,,
106,5/31/2014,13:15:00,75607,9.768,3.43,,,,,
107,5/31/2014,13:30:00,75597,9.768,3.43,,,,,
108,5/31/2014,13:45:00,75587,9.768,3.43,,,,,
109,5/31/2014,14:00:00,75607,9.768,3.43,,,,,
110,5/31/2014,14:15:00,75607,9.768,3.43,,,,,
111,5/31/2014,14:30:00,75587,9.768,3.43,,,,,
112,5/31/2014,14:45:00,75586,9.866,3.43,,,,,
113,5/31/2014,15:00:00,75566,9.866,3.43,,,,,
114,5/31/2014,15:15:00,75546,9.866,3.43,,,,,
115,5/31/2014,15:30:00,75516,9.866,3.43,,,,,
116,5/31/2014,15:45:00,75526,9.866,3.43,,,,,
117,5/31/2014,16:00:00,75505,9.866,3.43,,,,,
118,5/31/2014,16:15:00,75495,9.965,3.43,,,,,
119,5/31/2014,16:30:00,75474,9.965,3.43,,,,,
120,5/31/2014,16:45:00,75464,9.965,3.43,,,,,
121,5/31/2014,17:00:00,75454,9.965,3.46,,,,,
122,5/31/2014,17:15:00,75424,9.965,3.46,,,,,
123,5/31/2014,17:30:00,75434,9.965,3.46,,,,,
124,5/31/2014,17:45:00,75423,10.063,3.46,,,,,
125,5/31/2014,18:00:00,75413,10.063,3.46,,,,,
126,5/31/2014,18:15:00,75413,10.063,3.46,,,,,
127,5/31/2014,18:30:00,75403,10.063,3.46,,,,,
128,5/31/2014,18:45:00,75423,10.063,3.46,,,,,
129,5/31/2014,19:00:00,75453,10.063,3.46,,,,,
130,5/31/2014,19:15:00,75443,10.063,3.46,,,,,
131,5/31/2014,19:30:00,75453,10.161,3.46,,,,,
132,5/31/2014,19:45:00,75443,10.161,3.46,,,,,
133,5/31/2014,20:00:00,75453,10.161,3.46,,,,,
134,5/31/2014,20:15:00,75473,10.161,3.46,,,,,
135,5/31/2014,20:30:00,75453,10.161,3.46,,,,,
136,5/31/2014,20:45:00,75473,10.161,3.46,,,,,
137,5/31/2014,21:00:00,75493,10.161,3.46,,,,,
138,5/31/2014,21:15:00,75473,10.161,3.46,,,,,
139,5/31/2014,21:30:00,75493,10.161,3.46,,,,,
140,5/31/2014,21:45:00,75503,10.161,3.46,,,,,
141,5/31/2014,22:00:00,75493,10.161,3.46,,,,,
142,5/31/2014,22:15:00,75513,10.259,3.46,,,,,
143,5/31/2014,22:30:00,75493,10.259,3.46,,,,,
144,5/31/2014,22:45:00,75482,10.259,3.46,,,,,
145,5/31/2014,23:00:00,75462,10.259,3.46,,,,,
146,5/31/2014,23:15:00,75472,10.259,3.46,,,,,
147,5/31/2014,23:30:00,75472,10.259,3.46,,,,,
148,5/31/2014,23:45:00,75462,10.259,3.46,,,,,
149,6/1/2014,0:00:00,75482,10.259,3.46,,,,,
150,6/1/2014,0:15:00,75472,10.259,3.46,,,,,
151,6/1/2014,0:30:00,75462,10.259,3.46,,,,,
152,6/1/2014,0:45:00,75462,10.259,3.46,,,,,
153,6/1/2014,1:00:00,75462,10.259,3.46,,,,,
154,6/1/2014,1:15:00,75472,10.259,3.46,,,,,
155,6/1/2014,1:30:00,75472,10.259,3.46,,,,,
156,6/1/2014,1:45:00,75472,10.259,3.46,,,,,
157,6/1/2014,2:00:00,75462,10.259,3.46,,,,,
158,6/1/2014,2:15:00,75482,10.259,3.46,,,,,
159,6/1/2014,2:30:00,75452,10.259,3.46,,,,,
160,6/1/2014,2:45:00,75462,10.259,3.46,,,,,
161,6/1/2014,3:00:00,75493,10.161,3.46,,,,,
162,6/1/2014,3:15:00,75483,10.161,3.46,,,,,
163,6/1/2014,3:30:00,75493,10.161,3.46,,,,,
164,6/1/2014,3:45:00,75503,10.161,3.46,,,,,
165,6/1/2014,4:00:00,75503,10.161,3.46,,,,,
166,6/1/2014,4:15:00,75513,10.161,3.46,,,,,
167,6/1/2014,4:30:00,75503,10.161,3.46,,,,,
168,6/1/2014,4:45:00,75483,10.161,3.46,,,,,
169,6/1/2014,5:00:00,75474,10.063,3.46,,,,,
170,6/1/2014,5:15:00,75504,10.063,3.46,,,,,
171,6/1/2014,5:30:00,75494,10.063,3.46,,,,,
172,6/1/2014,5:45:00,75494,10.063,3.46,,,,,
173,6/1/2014,6:00:00,75484,10.063,3.46,,,,,
174,6/1/2014,6:15:00,75484,9.965,3.46,,,,,
175,6/1/2014,6:30:00,75505,9.965,3.46,,,,,
176,6/1/2014,6:45:00,75495,9.965,3.46,,,,,
177,6/1/2014,7:00:00,75484,9.965,3.46,,,,,
178,6/1/2014,7:15:00,75505,9.965,3.46,,,,,
179,6/1/2014,7:30:00,75495,9.965,3.43,,,,,
180,6/1/2014,7:45:00,75495,9.866,3.43,,,,,
181,6/1/2014,8:00:00,75495,9.866,3.43,,,,,
182,6/1/2014,8:15:00,75485,9.866,3.43,,,,,
183,6/1/2014,8:30:00,75495,9.866,3.43,,,,,
184,6/1/2014,8:45:00,75505,9.866,3.43,,,,,
185,6/1/2014,9:00:00,75495,9.866,3.43,,,,,
186,6/1/2014,9:15:00,75485,9.866,3.43,,,,,
187,6/1/2014,9:30:00,75475,9.866,3.43,,,,,
188,6/1/2014,9:45:00,75516,9.866,3.43,,,,,
189,6/1/2014,10:00:00,75485,9.866,3.43,,,,,
190,6/1/2014,10:15:00,75495,9.866,3.43,,,,,
191,6/1/2014,10:30:00,75495,9.965,3.43,,,,,
192,6/1/2014,10:45:00,75484,9.965,3.43,,,,,
193,6/1/2014,11:00:00,75474,9.965,3.43,,,,,
194,6/1/2014,11:15:00,75484,9.965,3.43,,,,,
195,6/1/2014,11:30:00,75484,9.965,3.43,,,,,
196,6/1/2014,11:45:00,75464,9.965,3.46,,,,,
197,6/1/2014,12:00:00,75474,10.063,3.46,,,,,
198,6/1/2014,12:15:00,75463,10.063,3.46,,,,,
199,6/1/2014,12:30:00,75463,10.063,3.46,,,,,
200,6/1/2014,12:45:00,75443,10.161,3.46,,,,,
201,6/1/2014,13:00:00,75432,10.161,3.46,,,,,
202,6/1/2014,13:15:00,75422,10.161,3.46,,,,,
203,6/1/2014,13:30:00,75422,10.161,3.46,,,,,
204,6/1/2014,13:45:00,75422,10.259,3.46,,,,,
205,6/1/2014,14:00:00,75411,10.259,3.46,,,,,
206,6/1/2014,14:15:00,75422,10.259,3.46,,,,,
207,6/1/2014,14:30:00,75431,10.357,3.46,,,,,
208,6/1/2014,14:45:00,75411,10.357,3.46,,,,,
209,6/1/2014,15:00:00,75431,10.357,3.46,,,,,
210,6/1/2014,15:15:00,75411,10.357,3.46,,,,,
211,6/1/2014,15:30:00,75411,10.357,3.46,,,,,
212,6/1/2014,15:45:00,75410,10.455,3.46,,,,,
213,6/1/2014,16:00:00,75370,10.455,3.46,,,,,
214,6/1/2014,16:15:00,75370,10.455,3.46,,,,,
215,6/1/2014,16:30:00,75349,10.455,3.46,,,,,
216,6/1/2014,16:45:00,75349,10.455,3.46,,,,,
217,6/1/2014,17:00:00,75359,10.455,3.46,,,,,
218,6/1/2014,17:15:00,75349,10.455,3.46,,,,,
219,6/1/2014,17:30:00,75328,10.553,3.46,,,,,
220,6/1/2014,17:45:00,75359,10.553,3.46,,,,,
221,6/1/2014,18:00:00,75359,10.553,3.46,,,,,
222,6/1/2014,18:15:00,75349,10.553,3.46,,,,,
223,6/1/2014,18:30:00,75359,10.553,3.46,,,,,
224,6/1/2014,18:45:00,75349,10.553,3.46,,,,,
225,6/1/2014,19:00:00,75389,10.553,3.46,,,,,
226,6/1/2014,19:15:00,75389,10.553,3.46,,,,,
227,6/1/2014,19:30:00,75388,10.651,3.46,,,,,
228,6/1/2014,19:45:00,75409,10.651,3.46,,,,,
229,6/1/2014,20:00:00,75429,10.651,3.46,,,,,
230,6/1/2014,20:15:00,75419,10.651,3.46,,,,,
231,6/1/2014,20:30:00,75429,10.651,3.46,,,,,
232,6/1/2014,20:45:00,75459,10.651,3.46,,,,,
233,6/1/2014,21:00:00,75449,10.651,3.46,,,,,
234,6/1/2014,21:15:00,75470,10.651,3.46,,,,,
235,6/1/2014,21:30:00,75480,10.651,3.46,,,,,
236,6/1/2014,21:45:00,75500,10.651,3.46,,,,,
237,6/1/2014,22:00:00,75500,10.651,3.46,,,,,
238,6/1/2014,22:15:00,75500,10.651,3.46,,,,,
239,6/1/2014,22:30:00,75500,10.651,3.46,,,,,
240,6/1/2014,22:45:00,75490,10.651,3.46,,,,,
241,6/1/2014,23:00:00,75501,10.553,3.46,,,,,
242,6/1/2014,23:15:00,75501,10.553,3.46,,,,,
243,6/1/2014,23:30:00,75501,10.553,3.46,,,,,
244,6/1/2014,23:45:00,75511,10.553,3.46,,,,,
245,6/2/2014,0:00:00,75511,10.553,3.46,,,,,
246,6/2/2014,0:15:00,75531,10.553,3.46,,,,,
247,6/2/2014,0:30:00,75522,10.455,3.46,,,,,
248,6/2/2014,0:45:00,75501,10.455,3.46,,,,,
249,6/2/2014,1:00:00,75532,10.455,3.46,,,,,
250,6/2/2014,1:15:00,75511,10.455,3.46,,,,,
251,6/2/2014,1:30:00,75532,10.455,3.46,,,,,
252,6/2/2014,1:45:00,75512,10.357,3.46,,,,,
253,6/2/2014,2:00:00,75512,10.357,3.46,,,,,
254,6/2/2014,2:15:00,75512,10.357,3.46,,,,,
255,6/2/2014,2:30:00,75502,10.357,3.46,,,,,
256,6/2/2014,2:45:00,75513,10.259,3.46,,,,,
257,6/2/2014,3:00:00,75533,10.259,3.46,,,,,
258,6/2/2014,3:15:00,75523,10.259,3.46,,,,,
259,6/2/2014,3:30:00,75533,10.259,3.46,,,,,
260,6/2/2014,3:45:00,75544,10.161,3.46,,,,,
261,6/2/2014,4:00:00,75564,10.161,3.46,,,,,
262,6/2/2014,4:15:00,75554,10.161,3.46,,,,,
263,6/2/2014,4:30:00,75565,10.063,3.46,,,,,
264,6/2/2014,4:45:00,75565,10.063,3.46,,,,,
265,6/2/2014,5:00:00,75575,10.063,3.46,,,,,
266,6/2/2014,5:15:00,75565,10.063,3.46,,,,,
267,6/2/2014,5:30:00,75576,9.965,3.46,,,,,
268,6/2/2014,5:45:00,75596,9.965,3.43,,,,,
269,6/2/2014,6:00:00,75596,9.965,3.43,,,,,
270,6/2/2014,6:15:00,75617,9.866,3.43,,,,,
271,6/2/2014,6:30:00,75647,9.866,3.43,,,,,
272,6/2/2014,6:45:00,75647,9.866,3.43,,,,,
273,6/2/2014,7:00:00,75657,9.866,3.43,,,,,
274,6/2/2014,7:15:00,75678,9.866,3.43,,,,,
275,6/2/2014,7:30:00,75678,9.768,3.43,,,,,
276,6/2/2014,7:45:00,75668,9.768,3.43,,,,,
277,6/2/2014,8:00:00,75678,9.768,3.43,,,,,
278,6/2/2014,8:15:00,75688,9.768,3.43,,,,,
279,6/2/2014,8:30:00,75688,9.768,3.43,,,,,
280,6/2/2014,8:45:00,75678,9.768,3.43,,,,,
281,6/2/2014,9:00:00,75709,9.768,3.43,,,,,
282,6/2/2014,9:15:00,75699,9.768,3.43,,,,,
283,6/2/2014,9:30:00,75719,9.768,3.43,,,,,
284,6/2/2014,9:45:00,75699,9.768,3.43,,,,,
285,6/2/2014,10:00:00,75688,9.866,3.43,,,,,
286,6/2/2014,10:15:00,75678,9.866,3.43,,,,,
287,6/2/2014,10:30:00,75698,9.866,3.43,,,,,
288,6/2/2014,10:45:00,75688,9.866,3.43,,,,,
289,6/2/2014,11:00:00,75678,9.866,3.43,,,,,
290,6/2/2014,11:15:00,75678,9.866,3.43,,,,,
291,6/2/2014,11:30:00,75678,9.866,3.43,,,,,
292,6/2/2014,11:45:00,75687,9.965,3.43,,,,,
293,6/2/2014,12:00:00,75677,9.965,3.43,,,,,
294,6/2/2014,12:15:00,75677,9.965,3.43,,,,,
295,6/2/2014,12:30:00,75667,9.965,3.43,,,,,
296,6/2/2014,12:45:00,75666,10.063,3.43,,,,,
297,6/2/2014,13:00:00,75666,10.063,3.43,,,,,
298,6/2/2014,13:15:00,75666,10.063,3.46,,,,,
299,6/2/2014,13:30:00,75655,10.161,3.46,,,,,
300,6/2/2014,13:45:00,75635,10.161,3.46,,,,,
301,6/2/2014,14:00:00,75635,10.161,3.46,,,,,
302,6/2/2014,14:15:00,75624,10.259,3.46,,,,,
303,6/2/2014,14:30:00,75624,10.259,3.46,,,,,
304,6/2/2014,14:45:00,75624,10.259,3.46,,,,,
305,6/2/2014,15:00:00,75614,10.259,3.46,,,,,
306,6/2/2014,15:15:00,75613,10.357,3.46,,,,,
307,6/2/2014,15:30:00,75603,10.357,3.46,,,,,
308,6/2/2014,15:45:00,75593,10.357,3.46,,,,,
309,6/2/2014,16:00:00,75603,10.357,3.46,,,,,
310,6/2/2014,16:15:00,75613,10.357,3.46,,,,,
311,6/2/2014,16:30:00,75572,10.455,3.46,,,,,
312,6/2/2014,16:45:00,75593,10.455,3.46,,,,,
313,6/2/2014,17:00:00,75572,10.455,3.46,,,,,
314,6/2/2014,17:15:00,75572,10.455,3.46,,,,,
315,6/2/2014,17:30:00,75562,10.455,3.46,,,,,
316,6/2/2014,17:45:00,75551,10.553,3.46,,,,,
317,6/2/2014,18:00:00,75561,10.553,3.46,,,,,
318,6/2/2014,18:15:00,75531,10.553,3.46,,,,,
319,6/2/2014,18:30:00,75541,10.553,3.46,,,,,
320,6/2/2014,18:45:00,75551,10.553,3.46,,,,,
321,6/2/2014,19:00:00,75541,10.651,3.46,,,,,
322,6/2/2014,19:15:00,75571,10.651,3.46,,,,,
323,6/2/2014,19:30:00,75571,10.651,3.46,,,,,
324,6/2/2014,19:45:00,75581,10.651,3.46,,,,,
325,6/2/2014,20:00:00,75601,10.651,3.46,,,,,
326,6/2/2014,20:15:00,75611,10.651,3.46,,,,,
327,6/2/2014,20:30:00,75611,10.651,3.46,,,,,
328,6/2/2014,20:45:00,75632,10.651,3.46,,,,,
329,6/2/2014,21:00:00,75662,10.651,3.46,,,,,
330,6/2/2014,21:15:00,75652,10.651,3.46,,,,,
331,6/2/2014,21:30:00,75672,10.651,3.46,,,,,
332,6/2/2014,21:45:00,75672,10.651,3.46,,,,,
333,6/2/2014,22:00:00,75682,10.748,3.46,,,,,
334,6/2/2014,22:15:00,75672,10.748,3.46,,,,,
335,6/2/2014,22:30:00,75682,10.651,3.46,,,,,
336,6/2/2014,22:45:00,75682,10.651,3.46,,,,,
337,6/2/2014,23:00:00,75652,10.651,3.46,,,,,
338,6/2/2014,23:15:00,75652,10.651,3.46,,,,,
339,6/2/2014,23:30:00,75632,10.651,3.46,,,,,
340,6/2/2014,23:45:00,75642,10.651,3.46,,,,,
341,6/3/2014,0:00:00,75632,10.651,3.46,,,,,
342,6/3/2014,0:15:00,75611,10.651,3.46,,,,,
343,6/3/2014,0:30:00,75601,10.651,3.46,,,,,
344,6/3/2014,0:45:00,75591,10.651,3.46,,,,,
345,6/3/2014,1:00:00,75592,10.553,3.46,,,,,
346,6/3/2014,1:15:00,75582,10.553,3.46,,,,,
347,6/3/2014,1:30:00,75592,10.553,3.46,,,,,
348,6/3/2014,1:45:00,75582,10.553,3.46,,,,,
349,6/3/2014,2:00:00,75592,10.553,3.46,,,,,
350,6/3/2014,2:15:00,75582,10.553,3.46,,,,,
351,6/3/2014,2:30:00,75572,10.553,3.46,,,,,
352,6/3/2014,2:45:00,75572,10.553,3.46,,,,,
353,6/3/2014,3:00:00,75572,10.455,3.46,,,,,
354,6/3/2014,3:15:00,75582,10.455,3.46,,,,,
355,6/3/2014,3:30:00,75562,10.455,3.46,,,,,
356,6/3/2014,3:45:00,75582,10.455,3.46,,,,,
357,6/3/2014,4:00:00,75572,10.455,3.46,,,,,
358,6/3/2014,4:15:00,75562,10.455,3.46,,,,,
359,6/3/2014,4:30:00,75572,10.455,3.46,,,,,
360,6/3/2014,4:45:00,75593,10.357,3.46,,,,,
361,6/3/2014,5:00:00,75583,10.357,3.46,,,,,
362,6/3/2014,5:15:00,75583,10.357,3.46,,,,,
363,6/3/2014,5:30:00,75603,10.357,3.46,,,,,
364,6/3/2014,5:45:00,75634,10.259,3.46,,,,,
365,6/3/2014,6:00:00,75634,10.259,3.46,,,,,
366,6/3/2014,6:15:00,75634,10.259,3.46,,,,,
367,6/3/2014,6:30:00,75634,10.259,3.46,,,,,
368,6/3/2014,6:45:00,75645,10.259,3.46,,,,,
369,6/3/2014,7:00:00,75665,10.161,3.46,,,,,
370,6/3/2014,7:15:00,75655,10.161,3.46,,,,,
371,6/3/2014,7:30:00,75645,10.161,3.46,,,,,
372,6/3/2014,7:45:00,75645,10.161,3.46,,,,,
373,6/3/2014,8:00:00,75655,10.161,3.46,,,,,
374,6/3/2014,8:15:00,75665,10.161,3.46,,,,,
375,6/3/2014,8:30:00,75665,10.161,3.46,,,,,
376,6/3/2014,8:45:00,75645,10.161,3.46,,,,,
377,6/3/2014,9:00:00,75655,10.161,3.46,,,,,
378,6/3/2014,9:15:00,75645,10.161,3.46,,,,,
379,6/3/2014,9:30:00,75645,10.161,3.46,,,,,
380,6/3/2014,9:45:00,75635,10.161,3.46,,,,,
381,6/3/2014,10:00:00,75625,10.161,3.46,,,,,
382,6/3/2014,10:15:00,75605,10.161,3.46,,,,,
383,6/3/2014,10:30:00,75604,10.259,3.46,,,,,
384,6/3/2014,10:45:00,75594,10.259,3.46,,,,,
385,6/3/2014,11:00:00,75584,10.259,3.46,,,,,
386,6/3/2014,11:15:00,75584,10.259,3.46,,,,,
387,6/3/2014,11:30:00,75574,10.259,3.46,,,,,
388,6/3/2014,11:45:00,75573,10.357,3.46,,,,,
389,6/3/2014,12:00:00,75543,10.357,3.46,,,,,
390,6/3/2014,12:15:00,75532,10.357,3.46,,,,,
391,6/3/2014,12:30:00,75532,10.357,3.46,,,,,
392,6/3/2014,12:45:00,75532,10.455,3.46,,,,,
393,6/3/2014,13:00:00,75552,10.455,3.46,,,,,
394,6/3/2014,13:15:00,75532,10.455,3.46,,,,,
395,6/3/2014,13:30:00,75522,10.455,3.46,,,,,
396,6/3/2014,13:45:00,75511,10.553,3.46,,,,,
397,6/3/2014,14:00:00,75491,10.553,3.46,,,,,
398,6/3/2014,14:15:00,75501,10.553,3.46,,,,,
399,6/3/2014,14:30:00,75480,10.651,3.46,,,,,
400,6/3/2014,14:45:00,75459,10.651,3.46,,,,,
401,6/3/2014,15:00:00,75449,10.651,3.46,,,,,
402,6/3/2014,15:15:00,75419,10.651,3.46,,,,,
403,6/3/2014,15:30:00,75419,10.651,3.46,,,,,
404,6/3/2014,15:45:00,75398,10.748,3.46,,,,,
405,6/3/2014,16:00:00,75398,10.748,3.46,,,,,
406,6/3/2014,16:15:00,75398,10.748,3.46,,,,,
407,6/3/2014,16:30:00,75388,10.748,3.46,,,,,
408,6/3/2014,16:45:00,75357,10.748,3.46,,,,,
409,6/3/2014,17:00:00,75347,10.846,3.46,,,,,
410,6/3/2014,17:15:00,75377,10.846,3.46,,,,,
411,6/3/2014,17:30:00,75377,10.846,3.46,,,,,
412,6/3/2014,17:45:00,75367,10.846,3.46,,,,,
413,6/3/2014,18:00:00,75387,10.846,3.46,,,,,
414,6/3/2014,18:15:00,75366,10.944,3.46,,,,,
415,6/3/2014,18:30:00,75366,10.944,3.46,,,,,
416,6/3/2014,18:45:00,75356,10.944,3.46,,,,,
417,6/3/2014,19:00:00,75366,10.944,3.46,,,,,
418,6/3/2014,19:15:00,75386,10.944,3.46,,,,,
419,6/3/2014,19:30:00,75396,11.041,3.46,,,,,
420,6/3/2014,19:45:00,75406,11.041,3.46,,,,,
421,6/3/2014,20:00:00,75406,11.041,3.46,,,,,
422,6/3/2014,20:15:00,75436,11.041,3.46,,,,,
423,6/3/2014,20:30:00,75436,11.041,3.46,,,,,
424,6/3/2014,20:45:00,75436,11.041,3.46,,,,,
425,6/3/2014,21:00:00,75436,11.041,3.46,,,,,
426,6/3/2014,21:15:00,75457,11.041,3.46,,,,,
427,6/3/2014,21:30:00,75467,11.041,3.46,,,,,
428,6/3/2014,21:45:00,75477,11.041,3.46,,,,,
429,6/3/2014,22:00:00,75487,11.041,3.46,,,,,
430,6/3/2014,22:15:00,75487,11.041,3.46,,,,,
431,6/3/2014,22:30:00,75497,11.139,3.46,,,,,
432,6/3/2014,22:45:00,75507,11.041,3.46,,,,,
433,6/3/2014,23:00:00,75507,11.139,3.46,,,,,
434,6/3/2014,23:15:00,75507,11.041,3.46,,,,,
435,6/3/2014,23:30:00,75507,11.041,3.46,,,,,
436,6/3/2014,23:45:00,75507,11.041,3.46,,,,,
437,6/4/2014,0:00:00,75507,11.041,3.46,,,,,
438,6/4/2014,0:15:00,75518,11.041,3.46,,,,,
439,6/4/2014,0:30:00,75528,11.041,3.46,,,,,
440,6/4/2014,0:45:00,75518,11.041,3.46,,,,,
441,6/4/2014,1:00:00,75518,11.041,3.46,,,,,
442,6/4/2014,1:15:00,75528,11.041,3.46,,,,,
443,6/4/2014,1:30:00,75528,11.041,3.46,,,,,
